Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
João Teixeira,pt POR,MF,29-056,21.8,51,32,21,22,8,21,62,33.9,41,27,2,25,18,69,13,0,Matches
Steven Vitória,ca CAN,DF,36-082,22.0,16,9,13,3,0,12,16,75.0,4,39,31,8,26,42,85,1,Matches
Paulo Vítor Fagundes dos Anjos,br BRA,GK,34-133,21.0,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,23,3,Matches
João Mendes,pt POR,"MF,FW",28-164,17.9,21,10,5,11,5,10,26,38.5,16,16,0,16,9,30,4,0,Matches
Nélson Monte,pt POR,DF,27-247,20.3,21,16,16,5,0,14,26,53.8,12,28,19,9,39,60,115,0,Matches
Bruno Langa,mz MOZ,DF,25-154,19.3,23,17,15,5,3,11,22,50.0,11,28,5,23,21,44,54,0,Matches
Ricardo Guimarães,pt POR,MF,27-140,17.1,33,18,13,19,1,16,53,30.2,37,25,6,19,22,55,18,0,Matches
Juninho,br BRA,FW,26-133,15.0,14,11,1,12,1,6,15,40.0,9,9,3,6,12,26,8,0,Matches
João Pedro Araújo Correia,cv CPV,DF,26-210,14.9,19,10,15,3,1,6,13,46.2,7,19,9,10,16,35,46,0,Matches
Héctor,es ESP,FW,27-201,12.5,4,2,0,4,0,0,9,0.0,9,6,3,3,2,6,13,0,Matches
Carlos Ponck,cv CPV,DF,28-080,11.0,14,13,7,5,2,7,9,77.8,2,26,17,9,15,29,37,1,Matches
Issah Abbas,gh GHA,"FW,MF",24-189,10.5,11,5,5,4,2,6,16,37.5,10,7,0,7,5,16,4,0,Matches
Euller,br BRA,"FW,MF",28-089,8.8,16,11,7,6,3,9,21,42.9,12,11,2,9,8,24,3,0,Matches
Bernardo Sousa,pt POR,"FW,MF",23-007,8.0,10,5,4,4,2,3,11,27.3,8,13,0,13,2,12,6,0,Matches
Jonathan Monroy,es ESP,"FW,MF",21-153,7.4,16,10,9,6,1,11,23,47.8,12,8,2,6,7,23,5,0,Matches
Habib sylla,ci CIV,DF,24-050,6.9,7,6,3,3,1,4,9,44.4,5,13,6,7,6,13,19,0,Matches
Luther Singh,za RSA,"FW,MF",25-241,6.3,14,11,6,7,1,7,9,77.8,2,5,0,5,8,22,6,0,Matches
João Pedro,pt POR,MF,30-000,4.8,9,4,7,2,0,4,9,44.4,5,3,0,3,6,15,7,0,Matches
Kevin Pina,cv CPV,MF,25-158,4.1,11,4,6,4,1,4,8,50.0,4,6,2,4,10,21,8,0,Matches
Sandro Cruz,pt POR,"DF,FW",21-326,5.1,12,12,5,5,2,8,12,66.7,4,8,3,5,7,19,16,0,Matches
Nwankwo Obiora,ng NGA,MF,31-265,4.4,8,4,3,5,0,5,8,62.5,3,4,1,3,6,14,7,0,Matches
Rodrigo Nascimento,br BRA,GK,27-068,4.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches
Batxi,ao ANG,"FW,MF",24-337,3.6,5,3,1,3,1,3,4,75.0,1,1,1,0,1,6,1,0,Matches
Jo,br BRA,"FW,MF",27-337,2.9,3,2,0,2,1,3,6,50.0,3,4,1,3,1,4,7,0,Matches
João Queirós,pt POR,DF,24-346,2.2,7,6,7,0,0,5,7,71.4,2,3,0,3,1,8,17,1,Matches
Hélder Morim,pt POR,"MF,FW",21-324,1.0,4,2,3,1,0,3,5,60.0,2,5,0,5,1,5,1,0,Matches
Patrick,cv CPV,"FW,MF",29-111,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Sidy Sarr,sn SEN,MF,26-302,0.5,6,4,5,1,0,0,0,,0,2,0,2,2,8,2,0,Matches
Eduardo Borges,pt POR,MF,22-311,0.4,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,1,Matches
Gonçalo Filipe,pt POR,GK,22-338,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Guilherme Silva,br BRA,MF,22-164,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Squad Total,,,28.1,25.0,356,228,178,142,36,179,400,44.8,221,318,113,205,253,609,530,7,
Opponent Total,,,26.8,25.0,447,284,182,203,62,215,434,49.5,219,293,88,205,281,728,451,10,
