Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Paulo Vítor Fagundes dos Anjos,br BRA,GK,34-136,22.0,26,4,1,2,0,27.9,0.23,1.9,0.09,114,299,38.1,556,135,35.3,35.3,212,48.6,41.9,429,43,10.0,38,1.73,13.4,Matches
Rodrigo Nascimento,br BRA,GK,27-071,4.0,7,1,0,1,0,8.6,0.31,1.6,0.41,12,42,28.6,71,20,32.4,33.5,32,59.4,43.4,55,7,12.7,8,2.02,17.2,Matches
Gonçalo Filipe,pt POR,GK,22-341,0.0,0,0,0,0,0,0.0,,0.0,0.0,1,4,25.0,1,0,100.0,62.0,3,100.0,62.7,7,0,0.0,0,0.0,6.0,Matches
Squad Total,,,28.1,26.0,33,5,1,3,0,36.5,0.25,3.5,0.14,127,345,36.8,628,155,35.0,35.1,247,50.6,42.3,491,50,10.2,46,1.77,13.8,
Opponent Total,,,26.8,26.0,27,6,0,3,0,34.9,0.26,7.9,0.3,120,307,39.1,654,124,31.7,33.0,219,45.7,39.9,349,23,6.6,29,1.12,13.7,
