Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
João Teixeira,pt POR,MF,29-041,23,1965.0,85.0,87.3,21.8,23,85.0,9,0,,0,1.26,19.0,26.0,-7.0,-0.32,-0.95,25.9,34.6,-8.7,-0.4,-0.11,Matches
Steven Vitória,ca CAN,DF,36-067,23,1980.0,86.0,88.0,22.0,22,90.0,21,1,1.0,1,1.35,23.0,27.0,-4.0,-0.18,0.15,28.3,35.2,-7.0,-0.32,0.54,Matches
Paulo Vítor Fagundes dos Anjos,br BRA,GK,34-118,21,1890.0,90.0,84.0,21.0,21,90.0,21,0,,0,1.38,21.0,24.0,-3.0,-0.14,0.36,26.1,31.4,-5.3,-0.25,0.81,Matches
João Mendes,pt POR,"MF,FW",28-149,22,1609.0,73.0,71.5,17.9,21,75.0,4,1,34.0,1,1.23,17.0,21.0,-4.0,-0.22,-0.08,22.1,26.6,-4.5,-0.25,0.45,Matches
Nélson Monte,pt POR,DF,27-232,22,1824.0,83.0,81.1,20.3,20,90.0,18,2,13.0,2,1.32,20.0,25.0,-5.0,-0.25,-0.25,25.1,31.7,-6.6,-0.33,0.3,Matches
Bruno Langa,mz MOZ,DF,25-139,20,1739.0,87.0,77.3,19.3,20,87.0,18,0,,0,1.25,19.0,20.0,-1.0,-0.05,0.65,24.4,28.3,-3.9,-0.2,0.79,Matches
Ricardo Guimarães,pt POR,MF,27-125,23,1542.0,67.0,68.5,17.1,16,85.0,11,7,27.0,0,1.3,23.0,21.0,2.0,0.12,1.01,23.5,26.6,-3.1,-0.18,0.64,Matches
Juninho,br BRA,FW,26-118,22,1353.0,62.0,60.1,15.0,15,79.0,3,7,25.0,1,1.18,14.0,18.0,-4.0,-0.27,-0.17,17.5,24.7,-7.2,-0.48,-0.24,Matches
João Pedro Araújo Correia,cv CPV,DF,26-195,15,1339.0,89.0,59.5,14.9,15,89.0,13,0,,0,1.33,14.0,19.0,-5.0,-0.34,-0.34,17.0,22.0,-4.9,-0.33,0.13,Matches
Héctor,es ESP,FW,27-186,15,1126.0,75.0,50.0,12.5,13,82.0,4,2,31.0,0,1.27,14.0,15.0,-1.0,-0.08,0.24,14.9,18.2,-3.2,-0.26,0.24,Matches
