Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
João Teixeira,pt POR,MF,29-041,21.8,7,1,1,32,35,0,111,18,32,0,0,0,107,11,15,42.3,Matches
Steven Vitória,ca CAN,DF,36-067,22.0,4,1,0,16,14,0,1,26,9,0,1,0,83,49,27,64.5,Matches
Paulo Vítor Fagundes dos Anjos,br BRA,GK,34-118,21.0,4,0,0,0,6,0,0,0,1,0,0,0,37,11,2,84.6,Matches
João Mendes,pt POR,"MF,FW",28-149,17.9,3,1,1,29,45,0,29,9,10,1,1,0,85,2,8,20.0,Matches
Nélson Monte,pt POR,DF,27-232,20.3,6,0,0,24,9,2,11,39,16,0,0,0,71,37,36,50.7,Matches
Bruno Langa,mz MOZ,DF,25-139,19.3,6,0,0,19,48,0,45,23,17,0,0,0,133,18,20,47.4,Matches
Ricardo Guimarães,pt POR,MF,27-125,17.1,12,0,0,31,35,0,8,22,18,2,0,0,108,21,10,67.7,Matches
Juninho,br BRA,FW,26-118,15.0,1,0,0,18,26,7,5,12,11,2,1,0,37,27,39,40.9,Matches
João Pedro Araújo Correia,cv CPV,DF,26-195,14.9,1,0,0,9,14,2,74,16,10,1,0,0,90,8,13,38.1,Matches
Héctor,es ESP,FW,27-186,12.5,1,0,0,8,12,4,0,2,2,0,0,0,27,12,32,27.3,Matches
Carlos Ponck,cv CPV,DF,28-065,11.0,5,0,0,14,1,0,0,15,13,0,1,0,71,22,10,68.8,Matches
Issah Abbas,gh GHA,"FW,MF",24-174,10.5,5,0,0,25,23,12,13,5,5,0,0,0,44,4,12,25.0,Matches
Euller,br BRA,"FW,MF",28-074,8.8,2,0,0,16,18,5,40,8,11,0,0,0,46,5,8,38.5,Matches
Bernardo Sousa,pt POR,"FW,MF",22-357,8.0,1,0,0,11,16,1,27,4,5,0,0,0,30,2,8,20.0,Matches
Jonathan Monroy,es ESP,"FW,MF",21-138,7.4,0,0,0,11,4,2,13,7,10,0,0,0,38,7,11,38.9,Matches
Habib sylla,ci CIV,DF,24-035,6.9,4,0,0,7,3,1,17,6,6,0,2,0,48,2,5,28.6,Matches
Luther Singh,za RSA,"FW,MF",25-226,6.3,3,0,0,10,9,3,10,8,11,0,0,0,24,4,10,28.6,Matches
João Pedro,pt POR,MF,29-350,4.8,2,0,0,10,10,0,2,6,4,0,0,0,42,8,6,57.1,Matches
Kevin Pina,cv CPV,MF,25-143,4.1,1,0,0,8,3,0,1,10,4,0,0,0,28,10,10,50.0,Matches
Sandro Cruz,pt POR,"DF,FW",21-311,5.1,3,0,0,8,4,0,7,7,12,0,0,0,33,6,3,66.7,Matches
Nwankwo Obiora,ng NGA,MF,31-250,4.4,0,0,0,5,3,0,0,6,4,0,0,0,28,4,4,50.0,Matches
Rodrigo Nascimento,br BRA,GK,27-053,4.0,2,1,1,2,0,0,0,0,0,0,2,0,6,2,0,100.0,Matches
Batxi,ao ANG,"FW,MF",24-322,3.6,1,0,0,1,8,0,12,1,3,0,0,0,14,0,2,0.0,Matches
Jo,br BRA,"FW,MF",27-322,2.9,4,1,1,5,7,1,0,1,2,1,0,0,4,16,23,41.0,Matches
João Queirós,pt POR,DF,24-331,2.2,1,0,0,3,4,0,0,1,6,0,1,0,4,3,3,50.0,Matches
Hélder Morim,pt POR,"MF,FW",21-309,1.0,2,0,0,5,8,0,3,1,2,0,0,0,1,0,1,0.0,Matches
Patrick,cv CPV,"FW,MF",29-096,0.6,0,1,0,2,1,0,0,0,0,0,0,0,3,6,4,60.0,Matches
Sidy Sarr,sn SEN,MF,26-287,0.5,1,0,0,1,0,0,0,2,4,0,0,0,2,3,1,75.0,Matches
Eduardo Borges,pt POR,MF,22-296,0.4,0,0,0,0,1,0,0,2,0,0,0,0,4,1,0,100.0,Matches
Gonçalo Filipe,pt POR,GK,22-323,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Guilherme Silva,br BRA,MF,22-149,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,28.0,25.0,82,6,4,330,367,40,429,257,228,7,9,0,1248,301,323,48.2,
Opponent Total,,,26.8,25.0,90,6,1,386,309,32,594,281,284,7,8,0,1382,323,301,51.8,
