Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Paulo Vítor Fagundes dos Anjos,br BRA,GK,34-136,22,22,1980,22.0,26,1.18,108,82,79.6,7,8,7,5,22.7,5,4,0,1,0.0,Matches
Rodrigo Nascimento,br BRA,GK,27-071,4,4,357,4.0,7,1.76,18,9,66.7,1,0,3,0,0.0,4,1,2,1,66.7,Matches
Gonçalo Filipe,pt POR,GK,22-341,1,0,1,0.0,0,0.0,0,0,,0,0,0,1,,0,0,0,0,,Matches
Squad Total,,,28.1,26,26,2338,26.0,33,1.27,126,91,77.8,8,8,10,6,23.1,9,5,2,2,28.6,
Opponent Total,,,26.8,26,26,2340,26.0,27,1.04,112,84,81.3,10,8,8,8,30.8,8,6,1,1,14.3,
