Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
8,Rio Ave,12,7,1,4,14,9,5,22,1.83,12.2,12.0,0.2,0.01,13,2,5,6,11,19,-8,11,0.85,12.2,22.7,-10.5,-0.81
9,Vizela,12,4,2,6,12,13,-1,14,1.17,18.8,11.9,6.9,0.57,13,5,3,5,15,14,1,18,1.38,13.3,18.6,-5.3,-0.41
10,Chaves,12,3,5,4,14,15,-1,14,1.17,16.9,18.4,-1.5,-0.12,13,5,3,5,12,16,-4,18,1.38,14.0,22.0,-8.1,-0.62
11,Famalicão,12,7,1,4,13,9,4,22,1.83,13.1,13.9,-0.8,-0.06,12,2,2,8,10,22,-12,8,0.67,10.8,17.2,-6.5,-0.54
12,Boavista,12,5,5,2,15,15,0,20,1.67,15.9,14.6,1.3,0.11,12,3,1,8,12,23,-11,10,0.83,9.4,18.8,-9.4,-0.78
