Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Maxime Dupé,fr FRA,GK,30-033,29.0,1074,821,1068,6,0,0,1074,1,1,100.0,0,0.0,749,4041,2630,0,0,0,2,0,548,0,Matches
Anthony Rouault,fr FRA,DF,21-312,28.8,1904,290,1008,843,60,28,1904,8,3,37.5,3,37.5,1289,6617,3590,10,7,1,21,3,1153,6,Matches
Stijn Spierings,nl NED,MF,27-025,28.8,1964,87,482,1241,263,18,1964,31,14,45.2,8,25.8,1476,6932,2988,24,36,3,22,20,1288,25,Matches
Rasmus Nicolaisen,dk DEN,DF,26-021,27.3,1678,265,927,714,44,28,1678,14,8,57.1,3,21.4,1179,6721,3749,18,6,2,7,4,1068,3,Matches
Branco van den Boomen,nl NED,MF,27-259,27.1,2057,35,325,1149,598,33,2053,30,16,53.3,10,33.3,1459,7139,2983,31,43,5,27,11,1405,88,Matches
Zakaria Aboukhlal,ma MAR,"FW,MF",23-047,22.8,912,30,132,353,444,116,912,83,32,38.6,44,53.0,712,4603,2049,77,37,30,60,33,662,214,Matches
Thijs Dallinga,nl NED,FW,22-246,19.1,533,18,33,259,246,80,533,17,8,47.1,4,23.5,377,1894,555,18,14,7,32,13,417,125,Matches
Brecht Dejaegere,be BEL,MF,31-312,17.9,760,20,105,409,260,37,760,41,17,41.5,19,46.3,550,3137,1335,32,23,5,34,15,516,74,Matches
Rafael Ratão,br BRA,FW,27-127,16.4,854,11,126,389,353,56,854,68,26,38.2,32,47.1,664,4243,1706,48,28,11,44,26,604,168,Matches
Mikkel Desler,dk DEN,DF,28-046,19.4,1396,70,347,708,352,23,1396,35,17,48.6,12,34.3,950,5002,2236,41,38,4,34,15,851,94,Matches
Fares Chaïbi,dz ALG,"FW,MF",20-129,19.4,931,33,131,436,371,68,931,22,7,31.8,14,63.6,708,3639,1669,52,28,15,47,18,695,160,Matches
Issiaga Sylla,gn GUI,DF,29-095,15.2,1027,56,261,448,332,17,1027,34,10,29.4,22,64.7,668,4225,2097,51,44,5,23,34,576,107,Matches
Moussa Diarra,ml MLI,DF,22-147,11.6,669,40,242,301,130,7,669,19,7,36.8,11,57.9,459,2656,1300,20,20,1,22,3,411,41,Matches
Gabriel Suazo,cl CHI,DF,25-240,7.8,579,34,167,320,100,7,579,24,17,70.8,7,29.2,416,2447,1348,14,18,1,9,7,374,33,Matches
Ado Onaiwu,jp JPN,FW,27-149,8.2,270,4,20,127,125,26,270,7,5,71.4,2,28.6,202,1107,382,9,5,5,19,15,221,63,Matches
Kévin Keben Biakolo,cm CMR,DF,19-070,3.4,164,12,58,68,41,3,164,8,1,12.5,5,62.5,99,526,202,5,8,1,8,5,80,16,Matches
Waren Kamanzi,no NOR,DF,22-146,2.0,117,8,45,54,20,0,117,4,3,75.0,1,25.0,79,507,320,5,6,0,5,1,64,3,Matches
Veljko Birmančević,rs SRB,"FW,MF",25-032,3.8,183,6,27,76,82,13,183,14,3,21.4,8,57.1,137,792,354,14,9,7,9,2,131,38,Matches
Oliver Zandén,se SWE,"DF,MF",21-235,1.6,89,8,25,31,33,3,89,6,3,50.0,2,33.3,51,251,121,4,0,0,3,0,45,12,Matches
Vincent Sierro,ch SUI,"MF,FW",27-180,1.5,91,2,12,63,16,2,91,3,3,100.0,0,0.0,56,274,80,2,0,0,5,0,51,3,Matches
Christian Mawissa,fr FRA,DF,17-353,1.1,56,5,11,34,11,0,56,1,0,0.0,1,100.0,39,195,113,1,2,0,0,0,35,1,Matches
Nathan N'Goumou,fr FRA,FW,23-023,1.0,40,0,6,14,20,0,40,3,1,33.3,2,66.7,27,167,27,1,2,0,0,2,25,7,Matches
Yanis Begraoui,fr FRA,"FW,MF",21-276,0.7,29,0,7,11,11,2,29,2,1,50.0,1,50.0,22,91,32,1,1,0,6,1,21,3,Matches
Denis Genreau,au AUS,MF,23-320,1.9,123,14,43,52,29,5,123,8,2,25.0,6,75.0,66,328,141,4,1,0,3,1,57,4,Matches
Saïd Hamulic,nl NED,FW,22-145,0.9,20,0,0,12,9,0,20,5,3,60.0,2,40.0,17,163,20,1,1,0,3,2,16,3,Matches
Rhys Healey,wls WAL,FW,28-121,0.7,22,0,2,6,14,8,22,0,0,,0,,17,85,16,1,0,1,3,2,21,6,Matches
Logan Costa,cv CPV,"DF,MF",22-005,0.6,29,1,11,19,0,0,29,1,1,100.0,0,0.0,23,147,102,1,0,0,1,0,20,0,Matches
Naatan Skyttä,fi FIN,MF,20-334,0.3,14,1,2,7,5,3,14,0,0,,0,,11,93,49,1,0,0,1,0,10,2,Matches
Theocharis Tsingaras,gr GRE,MF,22-229,0.1,5,0,0,4,1,0,5,0,0,,0,,3,9,3,0,0,0,0,0,3,0,Matches
Squad Total,,,25.9,29.0,17590,1871,5623,8154,3970,583,17586,489,209,42.7,219,44.8,12505,68031,32197,486,377,104,450,233,11368,1299,
Opponent Total,,,27.1,29.0,17099,1676,5137,7923,4285,672,17093,678,348,51.3,263,38.8,12006,70798,33248,575,472,145,452,275,10930,1175,
