Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Maxime Dupé,fr FRA,GK,30-033,29.0,998,731,266,66,0,1,0,0,0,0,0,0,789,1,1,Matches
Anthony Rouault,fr FRA,DF,21-312,28.8,1590,1478,110,56,1,16,0,10,0,0,0,0,1377,2,12,Matches
Stijn Spierings,nl NED,MF,27-025,28.8,1677,1612,61,57,1,29,17,4,0,0,0,0,1424,4,33,Matches
Rasmus Nicolaisen,dk DEN,DF,26-021,27.3,1377,1349,26,23,0,16,0,3,0,0,0,0,1152,2,8,Matches
Branco van den Boomen,nl NED,MF,27-259,27.1,1847,1582,253,69,8,59,222,18,135,46,81,0,1402,12,31,Matches
Zakaria Aboukhlal,ma MAR,"FW,MF",23-047,22.8,612,593,16,1,1,0,24,15,0,0,0,0,435,3,41,Matches
Thijs Dallinga,nl NED,FW,22-246,19.1,387,383,3,0,0,3,15,1,0,0,0,0,253,1,21,Matches
Brecht Dejaegere,be BEL,MF,31-312,17.9,564,524,36,2,5,2,13,6,1,1,0,0,440,4,15,Matches
Rafael Ratão,br BRA,FW,27-127,16.4,620,604,13,1,3,2,35,11,0,0,0,0,458,3,14,Matches
Mikkel Desler,dk DEN,DF,28-046,19.4,1169,989,176,15,0,1,30,161,0,0,0,0,991,4,26,Matches
Fares Chaïbi,dz ALG,"FW,MF",20-129,19.4,713,679,29,7,3,10,42,9,7,1,3,0,515,5,22,Matches
Issiaga Sylla,gn GUI,DF,29-095,15.2,838,675,160,17,0,1,41,143,0,0,0,0,645,3,25,Matches
Moussa Diarra,ml MLI,DF,22-147,11.6,547,465,78,18,0,4,13,60,0,0,0,0,456,4,13,Matches
Gabriel Suazo,cl CHI,DF,25-240,7.8,493,427,61,6,1,3,7,55,0,0,0,0,419,5,14,Matches
Ado Onaiwu,jp JPN,FW,27-149,8.2,210,202,6,1,2,3,2,1,0,0,0,0,157,2,8,Matches
Kévin Keben Biakolo,cm CMR,DF,19-070,3.4,120,93,27,1,0,1,5,26,0,0,0,0,96,0,5,Matches
Waren Kamanzi,no NOR,DF,22-146,2.0,97,81,16,1,0,0,1,15,0,0,0,0,81,0,0,Matches
Veljko Birmančević,rs SRB,"FW,MF",25-032,3.8,128,121,3,1,0,2,3,1,1,0,0,0,88,4,4,Matches
Oliver Zandén,se SWE,"DF,MF",21-235,1.6,71,58,13,2,0,0,6,11,0,0,0,0,47,0,3,Matches
Vincent Sierro,ch SUI,"MF,FW",27-180,1.5,70,64,6,0,2,0,1,1,1,0,1,0,51,0,1,Matches
Christian Mawissa,fr FRA,DF,17-353,1.1,48,41,7,1,0,0,1,6,0,0,0,0,41,0,0,Matches
Nathan N'Goumou,fr FRA,FW,23-023,1.0,30,29,1,0,0,0,1,1,0,0,0,0,25,0,1,Matches
Yanis Begraoui,fr FRA,"FW,MF",21-276,0.7,19,17,2,0,0,0,0,0,0,0,0,0,14,0,0,Matches
Denis Genreau,au AUS,MF,23-320,1.9,78,75,3,1,0,0,2,1,0,0,0,0,48,0,8,Matches
Saïd Hamulic,nl NED,FW,22-145,0.9,8,7,1,0,0,0,1,0,0,0,0,0,5,0,1,Matches
Rhys Healey,wls WAL,FW,28-121,0.7,14,14,0,0,0,0,0,0,0,0,0,0,7,0,1,Matches
Logan Costa,cv CPV,"DF,MF",22-005,0.6,27,26,1,1,0,0,0,0,0,0,0,0,25,0,0,Matches
Naatan Skyttä,fi FIN,MF,20-334,0.3,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Theocharis Tsingaras,gr GRE,MF,22-229,0.1,5,4,1,1,0,0,0,0,0,0,0,0,4,0,0,Matches
Squad Total,,,25.9,29.0,14368,12934,1375,348,27,153,482,559,145,48,85,0,11452,59,308,
Opponent Total,,,27.1,29.0,13897,12454,1413,396,34,66,490,572,158,82,55,0,11033,30,281,
