Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Maxime Dupé,fr FRA,GK,30-033,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Anthony Rouault,fr FRA,DF,21-312,28.8,2,15,8,53.3,0.52,0.28,0.13,0.25,9.5,0,0,0,2.8,2.8,0.19,-0.8,-0.8,Matches
Stijn Spierings,nl NED,MF,27-025,28.8,2,23,4,17.4,0.8,0.14,0.09,0.5,19.9,0,0,0,1.7,1.7,0.07,0.3,0.3,Matches
Rasmus Nicolaisen,dk DEN,DF,26-021,27.3,0,10,4,40.0,0.37,0.15,0.0,0.0,12.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Branco van den Boomen,nl NED,MF,27-259,27.1,5,42,18,42.9,1.55,0.66,0.02,0.06,24.8,14,4,4,5.8,2.6,0.06,-0.8,-1.6,Matches
Zakaria Aboukhlal,ma MAR,"FW,MF",23-047,22.8,6,64,21,32.8,2.8,0.92,0.09,0.29,17.0,0,0,0,8.0,8.0,0.12,-2.0,-2.0,Matches
Thijs Dallinga,nl NED,FW,22-246,19.1,11,42,23,54.8,2.19,1.2,0.26,0.48,11.2,0,0,0,7.6,7.6,0.18,3.4,3.4,Matches
Brecht Dejaegere,be BEL,MF,31-312,17.9,4,22,7,31.8,1.23,0.39,0.18,0.57,14.5,0,0,0,2.5,2.5,0.11,1.5,1.5,Matches
Rafael Ratão,br BRA,FW,27-127,16.4,5,24,11,45.8,1.46,0.67,0.21,0.45,11.4,0,0,0,4.7,4.7,0.2,0.3,0.3,Matches
Mikkel Desler,dk DEN,DF,28-046,19.4,1,9,4,44.4,0.46,0.21,0.11,0.25,16.6,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
Fares Chaïbi,dz ALG,"FW,MF",20-129,19.4,4,43,15,34.9,2.22,0.77,0.09,0.27,16.4,0,0,0,3.5,3.5,0.08,0.5,0.5,Matches
Issiaga Sylla,gn GUI,DF,29-095,15.2,0,9,3,33.3,0.59,0.2,0.0,0.0,17.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Moussa Diarra,ml MLI,DF,22-147,11.6,0,1,0,0.0,0.09,0.0,0.0,,6.4,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
Gabriel Suazo,cl CHI,DF,25-240,7.8,0,1,0,0.0,0.13,0.0,0.0,,23.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Ado Onaiwu,jp JPN,FW,27-149,8.2,2,11,3,27.3,1.35,0.37,0.18,0.67,16.0,0,0,0,1.1,1.1,0.1,0.9,0.9,Matches
Kévin Keben Biakolo,cm CMR,DF,19-070,3.4,0,1,0,0.0,0.3,0.0,0.0,,18.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Waren Kamanzi,no NOR,DF,22-146,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Veljko Birmančević,rs SRB,"FW,MF",25-032,3.8,0,6,1,16.7,1.59,0.27,0.0,0.0,22.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Oliver Zandén,se SWE,"DF,MF",21-235,1.6,0,2,1,50.0,1.23,0.62,0.0,0.0,17.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Vincent Sierro,ch SUI,"MF,FW",27-180,1.5,0,2,1,50.0,1.35,0.68,0.0,0.0,14.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
Christian Mawissa,fr FRA,DF,17-353,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nathan N'Goumou,fr FRA,FW,23-023,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yanis Begraoui,fr FRA,"FW,MF",21-276,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Denis Genreau,au AUS,MF,23-320,1.9,0,2,1,50.0,1.05,0.52,0.0,0.0,11.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
Saïd Hamulic,nl NED,FW,22-145,0.9,0,1,0,0.0,1.13,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Rhys Healey,wls WAL,FW,28-121,0.7,1,4,2,50.0,6.0,3.0,0.25,0.5,12.8,0,0,0,0.3,0.3,0.08,0.7,0.7,Matches
Logan Costa,cv CPV,"DF,MF",22-005,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Naatan Skyttä,fi FIN,MF,20-334,0.3,0,1,0,0.0,3.91,0.0,0.0,,15.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Theocharis Tsingaras,gr GRE,MF,22-229,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.9,29.0,43,335,127,37.9,11.55,4.38,0.12,0.31,16.3,14,4,4,40.2,37.1,0.11,2.8,1.9,
Opponent Total,,,27.1,29.0,49,418,139,33.3,14.41,4.79,0.11,0.33,17.6,19,3,6,44.5,39.6,0.1,4.5,6.4,
