Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Maxime Dupé,fr FRA,GK,30-033,29.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,3,Matches
Anthony Rouault,fr FRA,DF,21-312,28.8,55,32,45,8,2,25,49,51.0,24,44,21,23,46,101,105,4,Matches
Stijn Spierings,nl NED,MF,27-025,28.8,78,53,27,46,5,37,84,44.0,47,43,11,32,42,120,38,0,Matches
Rasmus Nicolaisen,dk DEN,DF,26-021,27.3,43,19,31,12,0,26,37,70.3,11,42,34,8,42,85,127,0,Matches
Branco van den Boomen,nl NED,MF,27-259,27.1,56,28,20,27,9,27,69,39.1,42,23,4,19,10,66,23,1,Matches
Zakaria Aboukhlal,ma MAR,"FW,MF",23-047,22.8,26,19,11,6,9,9,36,25.0,27,14,1,13,19,45,19,0,Matches
Thijs Dallinga,nl NED,FW,22-246,19.1,8,6,2,2,4,1,8,12.5,7,12,3,9,2,10,14,0,Matches
Brecht Dejaegere,be BEL,MF,31-312,17.9,35,21,8,17,10,14,47,29.8,33,22,5,17,13,48,10,0,Matches
Rafael Ratão,br BRA,FW,27-127,16.4,41,32,21,15,5,20,54,37.0,34,30,0,30,19,60,5,0,Matches
Mikkel Desler,dk DEN,DF,28-046,19.4,57,31,30,19,8,33,51,64.7,18,28,5,23,33,90,34,1,Matches
Fares Chaïbi,dz ALG,"FW,MF",20-129,19.4,22,11,5,10,7,12,38,31.6,26,27,3,24,16,38,25,1,Matches
Issiaga Sylla,gn GUI,DF,29-095,15.2,28,15,14,9,5,15,34,44.1,19,15,5,10,38,66,38,0,Matches
Moussa Diarra,ml MLI,DF,22-147,11.6,19,9,9,8,2,8,14,57.1,6,21,7,14,17,36,22,1,Matches
Gabriel Suazo,cl CHI,DF,25-240,7.8,22,13,10,10,2,15,34,44.1,19,14,4,10,12,34,12,0,Matches
Ado Onaiwu,jp JPN,FW,27-149,8.2,6,3,0,3,3,2,7,28.6,5,2,0,2,0,6,4,0,Matches
Kévin Keben Biakolo,cm CMR,DF,19-070,3.4,3,2,2,0,1,0,1,0.0,1,1,0,1,4,7,8,0,Matches
Waren Kamanzi,no NOR,DF,22-146,2.0,3,1,2,0,1,2,3,66.7,1,3,2,1,4,7,2,0,Matches
Veljko Birmančević,rs SRB,"FW,MF",25-032,3.8,10,7,3,4,3,7,16,43.8,9,11,2,9,6,16,0,0,Matches
Oliver Zandén,se SWE,"DF,MF",21-235,1.6,2,1,1,0,1,2,5,40.0,3,0,0,0,1,3,7,0,Matches
Vincent Sierro,ch SUI,"MF,FW",27-180,1.5,2,1,1,1,0,1,6,16.7,5,7,1,6,1,3,1,1,Matches
Christian Mawissa,fr FRA,DF,17-353,1.1,2,0,1,1,0,1,3,33.3,2,0,0,0,3,5,1,0,Matches
Nathan N'Goumou,fr FRA,FW,23-023,1.0,3,2,2,1,0,1,1,100.0,0,2,0,2,2,5,0,0,Matches
Yanis Begraoui,fr FRA,"FW,MF",21-276,0.7,2,0,1,0,1,1,2,50.0,1,0,0,0,1,3,0,0,Matches
Denis Genreau,au AUS,MF,23-320,1.9,15,6,5,7,3,4,12,33.3,8,7,0,7,3,18,7,0,Matches
Saïd Hamulic,nl NED,FW,22-145,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rhys Healey,wls WAL,FW,28-121,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Logan Costa,cv CPV,"DF,MF",22-005,0.6,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Naatan Skyttä,fi FIN,MF,20-334,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Theocharis Tsingaras,gr GRE,MF,22-229,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.9,29.0,538,312,251,206,81,263,611,43.0,348,368,108,260,336,874,508,12,
Opponent Total,,,27.1,29.0,452,259,220,172,60,219,428,51.2,209,362,80,282,316,768,434,11,
