Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Rui Patrício,pt POR,GK,35-050,28.0,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,5,2,Matches
Chris Smalling,eng ENG,DF,33-135,26.7,21,12,13,8,0,9,17,52.9,8,41,30,11,37,58,112,0,Matches
Roger Ibanez,br BRA,DF,24-134,25.3,58,28,32,23,3,27,39,69.2,12,22,8,14,53,111,85,1,Matches
Gianluca Mancini,it ITA,DF,26-354,24.2,31,15,23,7,1,13,24,54.2,11,24,12,12,37,68,51,0,Matches
Bryan Cristante,it ITA,MF,28-034,24.1,86,45,42,37,7,44,70,62.9,26,34,8,26,9,95,35,0,Matches
Lorenzo Pellegrini,it ITA,MF,26-291,21.3,40,22,19,18,3,16,33,48.5,17,22,3,19,21,61,15,0,Matches
Tammy Abraham,eng ENG,FW,25-186,20.0,12,7,3,5,4,3,13,23.1,10,10,4,6,3,15,10,0,Matches
Paulo Dybala,ar ARG,"MF,FW",29-142,16.9,14,4,1,8,5,8,22,36.4,14,10,0,10,7,21,4,0,Matches
Nicola Zalewski,pl POL,DF,21-073,17.0,31,16,17,11,3,15,48,31.3,33,23,1,22,21,52,14,0,Matches
Leonardo Spinazzola,it ITA,DF,30-012,14.5,11,6,5,4,2,6,16,37.5,10,11,3,8,7,18,23,0,Matches
Nemanja Matić,rs SRB,MF,34-248,16.8,39,21,19,16,4,15,24,62.5,9,19,4,15,21,60,19,1,Matches
Nicolò Zaniolo,it ITA,"MF,FW",23-278,9.9,7,5,2,4,1,2,7,28.6,5,11,0,11,2,9,0,0,Matches
Zeki Çelik,tr TUR,DF,26-048,11.3,33,16,16,15,2,20,28,71.4,8,25,5,20,13,46,29,1,Matches
Stephan El Shaarawy,it ITA,"DF,MF",30-161,11.3,15,8,6,7,2,5,16,31.3,11,8,1,7,13,28,8,0,Matches
Rick Karsdorp,nl NED,DF,28-054,7.9,21,13,11,7,3,13,22,59.1,9,0,0,0,7,28,15,1,Matches
Georginio Wijnaldum,nl NED,MF,32-146,4.8,1,1,0,1,0,0,1,0.0,1,2,0,2,2,3,2,0,Matches
Mohamed Camara,gn GUI,MF,26-037,4.6,10,9,3,6,1,4,9,44.4,5,2,0,2,7,17,4,0,Matches
Andrea Belotti,it ITA,FW,29-107,7.2,9,5,3,2,4,3,8,37.5,5,8,1,7,3,12,2,0,Matches
Marash Kumbulla,al ALB,DF,23-057,2.7,4,4,2,2,0,2,3,66.7,1,2,1,1,4,8,6,0,Matches
Edoardo Bove,it ITA,MF,20-325,3.7,12,5,3,6,3,6,15,40.0,9,6,1,5,2,14,6,0,Matches
Cristian Volpato,it ITA,MF,19-142,2.3,3,2,1,1,1,0,1,0.0,1,2,0,2,2,5,0,0,Matches
Benjamin Tahirovic,ba BIH,MF,20-034,1.5,2,2,2,0,0,1,4,25.0,3,4,0,4,2,4,1,0,Matches
Diego Llorente,es ESP,DF,29-233,1.4,2,1,1,1,0,1,1,100.0,0,0,0,0,2,4,6,0,Matches
Ola Solbakken,no NOR,"MF,FW",24-211,1.4,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,2,0,Matches
Eldor Shomurodov,uz UZB,FW,27-281,1.3,1,0,1,0,0,0,2,0.0,2,1,0,1,1,2,0,0,Matches
Matías Viña,uy URU,DF,25-148,0.6,3,1,1,1,1,1,3,33.3,2,5,1,4,2,5,5,0,Matches
Jordan Majchrzak,pl POL,FW,18-180,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.4,28.0,467,249,227,190,50,215,429,50.1,214,292,83,209,281,748,459,6,
Opponent Total,,,27.4,28.0,480,301,217,204,59,241,443,54.4,202,278,101,177,215,695,434,10,
