Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Rui Patrício,pt POR,GK,35-032,26.0,671,435,234,47,0,0,0,0,0,0,0,0,517,2,0,Matches
Roger Ibanez,br BRA,DF,24-116,25.0,1370,1316,52,39,2,8,1,12,0,0,0,0,1204,2,10,Matches
Gianluca Mancini,it ITA,DF,26-336,23.2,1207,1147,53,47,2,14,16,4,0,0,0,0,977,7,10,Matches
Bryan Cristante,it ITA,MF,28-016,23.1,1230,1174,51,48,6,26,8,3,0,0,0,0,1001,5,13,Matches
Chris Smalling,eng ENG,DF,33-117,24.7,1004,980,22,21,1,3,0,1,0,0,0,0,865,2,6,Matches
Lorenzo Pellegrini,it ITA,MF,26-273,19.5,786,667,119,49,8,7,96,2,60,27,33,0,589,0,16,Matches
Tammy Abraham,eng ENG,FW,25-168,19.1,389,356,30,1,2,2,6,1,0,0,0,0,265,3,5,Matches
Paulo Dybala,ar ARG,"MF,FW",29-124,15.4,645,575,68,16,3,21,65,6,42,12,28,0,496,2,22,Matches
Nicola Zalewski,pl POL,DF,21-055,15.0,764,613,147,10,2,9,46,130,7,4,2,0,570,4,13,Matches
Nemanja Matić,rs SRB,MF,34-230,15.5,979,920,52,49,2,12,7,2,1,0,0,0,836,7,11,Matches
Leonardo Spinazzola,it ITA,DF,29-359,12.5,668,539,127,10,2,10,37,117,0,0,0,0,508,2,14,Matches
Nicolò Zaniolo,it ITA,"MF,FW",23-260,9.9,196,184,11,4,3,6,20,1,5,4,1,0,125,1,12,Matches
Zeki Çelik,tr TUR,DF,26-030,11.3,616,484,130,10,0,2,24,120,0,0,0,0,467,2,10,Matches
Rick Karsdorp,nl NED,DF,28-036,7.9,380,306,73,4,3,1,14,69,0,0,0,0,295,1,8,Matches
Stephan El Shaarawy,it ITA,"DF,MF",30-143,10.1,532,450,82,9,2,6,11,70,2,2,0,0,433,0,15,Matches
Mohamed Camara,gn GUI,MF,26-019,4.6,205,202,2,2,1,0,5,0,0,0,0,0,156,1,5,Matches
Marash Kumbulla,al ALB,DF,23-039,2.7,178,174,4,4,0,2,0,0,0,0,0,0,156,0,1,Matches
Andrea Belotti,it ITA,FW,29-089,6.1,144,134,7,0,0,1,3,2,0,0,0,0,96,3,7,Matches
Edoardo Bove,it ITA,MF,20-307,3.7,117,111,6,1,0,1,2,1,3,0,1,0,95,0,3,Matches
Georginio Wijnaldum,nl NED,MF,32-128,3.1,97,91,5,4,0,0,0,0,0,0,0,0,82,1,2,Matches
Cristian Volpato,it ITA,MF,19-124,2.3,94,89,5,1,1,0,9,1,2,1,1,0,73,0,3,Matches
Benjamin Tahirovic,ba BIH,MF,20-016,1.5,65,64,1,1,0,1,3,0,0,0,0,0,57,0,1,Matches
Eldor Shomurodov,uz UZB,FW,27-263,1.3,33,31,2,0,0,0,0,1,0,0,0,0,25,0,1,Matches
Ola Solbakken,no NOR,"MF,FW",24-193,1.2,44,40,4,0,1,1,3,2,2,2,0,0,30,0,0,Matches
Matías Viña,uy URU,DF,25-130,0.6,30,20,10,0,0,0,2,10,0,0,0,0,22,0,0,Matches
Jordan Majchrzak,pl POL,FW,18-162,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Diego Llorente,es ESP,DF,29-215,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.2,26.0,12448,11106,1297,377,41,133,378,555,124,52,66,0,9943,45,188,
Opponent Total,,,27.2,26.0,12716,11510,1193,331,11,92,396,513,97,39,37,0,10172,13,230,
