Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Rui Patrício,pt POR,GK,35-050,28.0,26,2,1,3,1,20.9,0.21,-4.1,-0.15,109,262,41.6,533,103,36.6,33.1,200,33.5,33.6,331,12,3.6,21,0.75,14.0,Matches
Squad Total,,,28.4,28.0,26,2,1,3,1,20.9,0.21,-4.1,-0.15,109,262,41.6,533,103,36.6,33.1,200,33.5,33.6,331,12,3.6,21,0.75,14.0,
Opponent Total,,,27.4,28.0,38,5,0,7,0,39.8,0.28,1.8,0.06,125,361,34.6,784,123,33.7,34.5,168,57.7,45.4,320,11,3.4,43,1.54,16.7,
