Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Rui Patrício,pt POR,GK,35-032,26.0,1,0,0,1,0,0,0,2,1,0,1,0,31,1,0,100.0,Matches
Roger Ibanez,br BRA,DF,24-116,25.0,8,0,0,32,42,0,1,52,28,1,0,1,171,46,20,69.7,Matches
Gianluca Mancini,it ITA,DF,26-336,23.2,4,0,0,27,20,2,16,36,14,0,0,0,88,45,21,68.2,Matches
Bryan Cristante,it ITA,MF,28-016,23.1,5,0,0,36,15,2,8,9,44,0,0,0,155,51,27,65.4,Matches
Chris Smalling,eng ENG,DF,33-117,24.7,6,0,0,16,12,0,0,37,12,0,0,0,110,52,18,74.3,Matches
Lorenzo Pellegrini,it ITA,MF,26-273,19.5,2,0,0,15,39,5,96,19,19,0,0,0,87,8,16,33.3,Matches
Tammy Abraham,eng ENG,FW,25-168,19.1,1,0,0,26,39,10,6,3,7,1,0,0,34,56,51,52.3,Matches
Paulo Dybala,ar ARG,"MF,FW",29-124,15.4,3,0,0,10,42,5,65,6,3,2,0,0,63,4,13,23.5,Matches
Nicola Zalewski,pl POL,DF,21-055,15.0,2,0,0,11,27,1,46,18,14,0,0,0,89,3,8,27.3,Matches
Nemanja Matić,rs SRB,MF,34-230,15.5,4,0,0,16,13,1,7,19,19,0,0,0,133,10,11,47.6,Matches
Leonardo Spinazzola,it ITA,DF,29-359,12.5,1,0,0,8,9,0,37,4,6,0,0,0,71,8,7,53.3,Matches
Nicolò Zaniolo,it ITA,"MF,FW",23-260,9.9,4,0,0,22,32,4,20,2,5,0,0,0,39,5,8,38.5,Matches
Zeki Çelik,tr TUR,DF,26-030,11.3,5,0,0,17,5,1,24,13,16,0,0,0,66,9,7,56.3,Matches
Rick Karsdorp,nl NED,DF,28-036,7.9,0,0,0,4,0,1,14,7,13,0,0,0,45,5,2,71.4,Matches
Stephan El Shaarawy,it ITA,"DF,MF",30-143,10.1,2,0,0,14,8,6,11,12,7,0,0,0,57,9,10,47.4,Matches
Mohamed Camara,gn GUI,MF,26-019,4.6,2,0,0,11,5,0,5,7,9,0,0,0,37,6,4,60.0,Matches
Marash Kumbulla,al ALB,DF,23-039,2.7,1,1,0,3,5,0,0,4,4,0,1,0,15,7,4,63.6,Matches
Andrea Belotti,it ITA,FW,29-089,6.1,0,0,0,15,17,4,3,2,5,0,0,0,19,15,33,31.3,Matches
Edoardo Bove,it ITA,MF,20-307,3.7,2,0,0,9,8,0,2,2,5,0,0,0,25,2,4,33.3,Matches
Georginio Wijnaldum,nl NED,MF,32-128,3.1,0,0,0,3,4,1,0,0,0,0,0,0,14,7,1,87.5,Matches
Cristian Volpato,it ITA,MF,19-124,2.3,0,0,0,6,6,0,9,2,2,0,0,0,18,1,0,100.0,Matches
Benjamin Tahirovic,ba BIH,MF,20-016,1.5,1,0,0,1,0,0,3,2,2,0,0,0,9,2,1,66.7,Matches
Eldor Shomurodov,uz UZB,FW,27-263,1.3,0,0,0,1,2,2,0,1,0,0,0,0,2,2,2,50.0,Matches
Ola Solbakken,no NOR,"MF,FW",24-193,1.2,0,0,0,1,5,0,3,0,0,0,0,0,7,3,5,37.5,Matches
Matías Viña,uy URU,DF,25-130,0.6,0,0,0,4,1,0,2,2,1,0,0,0,5,1,0,100.0,Matches
Jordan Majchrzak,pl POL,FW,18-162,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20.0,Matches
Diego Llorente,es ESP,DF,29-215,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,28.2,26.0,54,1,0,309,356,45,378,261,236,4,2,1,1390,359,277,56.4,
Opponent Total,,,27.2,26.0,79,5,1,380,288,13,396,208,282,2,6,0,1367,277,359,43.6,
