Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Kieran Trippier,eng ENG,DF,32-199,27.4,54,39,28,22,4,34,65,52.3,31,30,12,18,37,91,63,1,Matches
Nick Pope,eng ENG,GK,30-352,27.2,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,19,2,Matches
Dan Burn,eng ENG,DF,30-332,26.5,43,31,22,14,7,25,50,50.0,25,34,11,23,22,65,103,2,Matches
Fabian Schär,ch SUI,DF,31-107,25.8,35,14,26,8,1,17,24,70.8,7,25,15,10,43,78,103,0,Matches
Sven Botman,nl NED,DF,23-084,24.7,28,16,23,5,0,15,21,71.4,6,35,17,18,26,54,89,2,Matches
Sean Longstaff,eng ENG,MF,25-158,24.4,36,21,12,18,6,18,50,36.0,32,33,7,26,16,52,22,0,Matches
Miguel Almirón,py PAR,FW,29-055,22.0,37,25,12,16,9,15,26,57.7,11,23,2,21,7,44,12,0,Matches
Joe Willock,eng ENG,MF,23-229,21.3,41,26,11,20,10,23,47,48.9,24,47,8,39,19,60,16,0,Matches
Joelinton,br BRA,"MF,FW",26-235,21.8,55,39,27,21,7,21,44,47.7,23,43,6,37,34,89,31,0,Matches
Bruno Guimarães,br BRA,MF,25-141,20.5,53,26,19,29,5,21,43,48.8,22,23,3,20,25,78,14,1,Matches
Callum Wilson,eng ENG,FW,31-038,14.6,7,1,0,6,1,0,1,0.0,1,1,0,1,1,8,4,0,Matches
Allan Saint-Maximin,fr FRA,FW,26-025,11.1,6,3,3,3,0,2,8,25.0,6,3,0,3,4,10,2,0,Matches
Jacob Murphy,eng ENG,FW,28-041,9.9,12,6,3,6,3,6,14,42.9,8,12,0,12,4,16,3,0,Matches
Alexander Isak,se SWE,FW,23-197,8.1,9,5,1,4,4,5,12,41.7,7,12,1,11,2,11,6,0,Matches
Chris Wood,nz NZL,FW,31-120,5.0,5,4,0,3,2,3,5,60.0,2,2,2,0,1,6,7,0,Matches
Matt Targett,eng ENG,DF,27-200,4.8,12,9,7,3,2,9,16,56.3,7,4,1,3,7,19,12,0,Matches
Ryan Fraser,sct SCO,FW,29-041,3.5,2,2,0,0,2,2,5,40.0,3,3,1,2,0,2,3,0,Matches
Jamaal Lascelles,eng ENG,DF,29-146,2.2,1,0,1,0,0,1,1,100.0,0,3,2,1,0,1,16,0,Matches
Anthony Gordon,eng ENG,"FW,MF",22-041,2.4,8,6,3,4,1,6,11,54.5,5,3,0,3,1,9,0,1,Matches
Elliot Anderson,sct SCO,"FW,MF",20-151,2.2,7,5,4,1,2,3,6,50.0,3,6,1,5,3,10,0,0,Matches
Martin Dúbravka,sk SVK,GK,34-081,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Matt Ritchie,sct SCO,"FW,MF",33-208,0.4,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0,Matches
Jonjo Shelvey,eng ENG,MF,31-038,0.4,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
Javier Manquillo,es ESP,DF,28-336,0.2,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
Jamal Lewis,nir NIR,DF,25-071,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Emil Krafth,se SWE,DF,28-247,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,28.0,456,280,206,184,66,229,457,50.1,228,343,89,254,253,709,525,9,
Opponent Total,,,27.7,28.0,494,303,252,189,53,226,453,49.9,227,336,113,223,259,753,622,9,
