Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Kieran Trippier,eng ENG,DF,32-199,27.4,1976,1448,520,140,13,8,286,229,151,60,61,13,1403,8,33,Matches
Nick Pope,eng ENG,GK,30-352,27.2,695,482,213,55,0,2,0,0,0,0,0,0,475,0,1,Matches
Dan Burn,eng ENG,DF,30-332,26.5,1275,1072,201,12,0,6,13,188,0,0,0,0,1003,2,22,Matches
Fabian Schär,ch SUI,DF,31-107,25.8,1331,1276,52,46,5,25,12,5,0,0,0,0,1002,3,10,Matches
Sven Botman,nl NED,DF,23-084,24.7,1266,1228,32,24,0,26,0,3,0,0,0,0,1090,6,5,Matches
Sean Longstaff,eng ENG,MF,25-158,24.4,1009,972,33,4,7,6,29,3,3,0,0,0,805,4,27,Matches
Miguel Almirón,py PAR,FW,29-055,22.0,771,740,26,0,0,3,20,15,10,0,0,0,638,5,24,Matches
Joe Willock,eng ENG,MF,23-229,21.3,735,712,19,2,1,2,37,6,0,0,0,0,598,4,15,Matches
Joelinton,br BRA,"MF,FW",26-235,21.8,919,888,28,5,2,4,14,18,4,0,0,0,756,3,31,Matches
Bruno Guimarães,br BRA,MF,25-141,20.5,1077,1046,24,17,14,15,11,4,3,0,0,0,888,7,17,Matches
Callum Wilson,eng ENG,FW,31-038,14.6,173,169,3,1,1,2,5,0,0,0,0,0,121,1,13,Matches
Allan Saint-Maximin,fr FRA,FW,26-025,11.1,393,383,7,1,4,3,28,5,1,0,0,0,273,3,15,Matches
Jacob Murphy,eng ENG,FW,28-041,9.9,319,304,14,0,5,2,40,9,4,1,0,0,211,1,19,Matches
Alexander Isak,se SWE,FW,23-197,8.1,149,138,9,1,2,0,3,1,0,0,0,0,108,2,3,Matches
Chris Wood,nz NZL,FW,31-120,5.0,106,105,1,0,0,0,0,0,0,0,0,0,66,0,1,Matches
Matt Targett,eng ENG,DF,27-200,4.8,296,234,61,14,0,3,26,34,13,8,4,0,229,1,6,Matches
Ryan Fraser,sct SCO,FW,29-041,3.5,122,112,7,2,0,0,13,2,3,0,1,0,85,3,4,Matches
Jamaal Lascelles,eng ENG,DF,29-146,2.2,79,79,0,0,0,0,0,0,0,0,0,0,65,0,0,Matches
Anthony Gordon,eng ENG,"FW,MF",22-041,2.4,93,91,0,0,1,0,0,0,0,0,0,0,77,2,4,Matches
Elliot Anderson,sct SCO,"FW,MF",20-151,2.2,96,92,3,0,0,0,4,2,1,0,0,0,71,1,7,Matches
Martin Dúbravka,sk SVK,GK,34-081,0.7,22,15,7,1,0,0,0,0,0,0,0,0,19,0,0,Matches
Matt Ritchie,sct SCO,"FW,MF",33-208,0.4,27,27,0,0,0,0,2,0,0,0,0,0,21,0,2,Matches
Jonjo Shelvey,eng ENG,MF,31-038,0.4,26,23,3,2,0,2,0,0,0,0,0,0,19,0,0,Matches
Javier Manquillo,es ESP,DF,28-336,0.2,9,8,1,0,0,0,0,1,0,0,0,0,6,0,0,Matches
Jamal Lewis,nir NIR,DF,25-071,0.1,12,12,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
Emil Krafth,se SWE,DF,28-247,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,28.0,12976,11656,1264,327,55,109,543,525,193,69,66,13,10039,56,260,
Opponent Total,,,27.7,28.0,12441,11103,1295,335,35,94,443,538,124,55,47,1,9473,43,292,
