Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Mark Flekken,nl NED,GK,29-294,26.0,1146,918,1135,14,0,0,1146,2,2,100.0,0,0.0,705,4168,2397,0,0,0,0,0,556,0,Matches
Matthias Ginter,de GER,DF,29-074,26.0,1754,173,881,810,69,29,1754,4,2,50.0,2,50.0,1045,5963,3484,22,12,0,9,2,1116,6,Matches
Christian Günter,de GER,"DF,MF",30-034,24.6,1298,43,270,554,483,43,1298,10,8,80.0,2,20.0,622,2772,1219,37,26,5,15,10,740,104,Matches
Nicolas Höfler,de GER,MF,33-025,24.4,1340,83,384,802,166,24,1340,25,15,60.0,9,36.0,666,3117,1239,10,11,2,17,10,711,7,Matches
Ritsu Doan,jp JPN,"FW,MF",24-291,20.7,816,12,96,323,416,87,816,101,40,39.6,46,45.5,512,3252,1588,63,37,32,58,43,545,146,Matches
Michael Gregoritsch,at AUT,FW,28-350,19.8,664,12,48,265,354,110,664,28,8,28.6,14,50.0,321,1137,480,17,10,10,44,15,502,101,Matches
Philipp Lienhart,at AUT,DF,26-266,22.3,1555,185,825,689,49,16,1555,5,3,60.0,0,0.0,960,6098,3106,11,10,2,16,1,1021,2,Matches
Vincenzo Grifo,it ITA,"FW,MF",29-361,19.7,1217,24,156,599,476,44,1210,50,29,58.0,14,28.0,727,3806,1855,53,36,12,26,20,836,87,Matches
Maximilian Eggestein,de GER,MF,26-116,21.3,870,24,164,488,226,28,870,10,4,40.0,5,50.0,405,1878,755,18,20,1,17,16,479,36,Matches
Kiliann Sildillia,fr FRA,"DF,MF",20-322,20.3,1211,56,309,652,258,18,1211,24,9,37.5,14,58.3,600,2902,1444,19,23,2,20,13,637,44,Matches
Lukas Kübler,de GER,DF,30-216,13.2,747,55,246,362,143,15,747,8,5,62.5,3,37.5,337,1435,648,8,9,0,12,2,398,41,Matches
Lucas Höler,de GER,"FW,MF",28-267,9.1,392,20,64,167,166,34,392,13,5,38.5,5,38.5,206,895,354,8,6,1,19,10,277,56,Matches
Roland Sallai,hu HUN,"MF,FW",25-316,7.0,281,5,32,125,125,24,281,15,8,53.3,5,33.3,177,902,363,13,5,1,14,7,208,45,Matches
Daniel Kyereh,gh GHA,"MF,FW",27-026,6.2,261,8,36,113,115,16,261,11,3,27.3,7,63.6,147,642,183,5,6,1,21,12,178,24,Matches
Yannik Keitel,de GER,MF,23-047,5.0,226,5,44,133,54,6,226,7,3,42.9,2,28.6,126,668,304,9,7,1,3,2,130,12,Matches
Manuel Gulde,de GER,DF,32-050,4.6,316,23,140,156,20,4,316,0,0,,0,,167,783,397,2,7,0,2,1,195,4,Matches
Jeong Woo-yeong,kr KOR,"MF,FW",23-195,6.8,290,5,42,122,129,22,290,19,5,26.3,12,63.2,171,995,433,15,7,4,10,6,202,31,Matches
Kevin Schade,de GER,"FW,MF",21-127,2.0,100,3,12,37,52,13,100,12,3,25.0,8,66.7,48,319,129,7,3,5,8,6,68,20,Matches
Kenneth Schmidt,de GER,DF,20-304,0.7,62,2,17,39,7,0,62,2,2,100.0,0,0.0,32,206,131,2,2,0,1,0,46,0,Matches
Nils Petersen,de GER,FW,34-118,2.5,102,8,16,36,50,11,102,3,0,0.0,2,66.7,41,120,36,1,1,1,11,2,63,10,Matches
Noah Weißhaupt,de GER,"MF,FW",21-195,1.8,76,7,22,27,27,5,76,8,2,25.0,4,50.0,48,305,153,6,2,3,5,3,47,12,Matches
Jonathan Schmid,fr FRA,DF,32-285,0.4,19,1,3,8,8,2,19,1,1,100.0,0,0.0,5,22,12,1,0,1,1,0,11,5,Matches
Robert Wagner,de GER,MF,19-263,0.3,16,2,2,9,5,0,16,1,0,0.0,1,100.0,4,18,7,0,1,0,0,0,7,1,Matches
Hugo Siquet,be BEL,DF,20-268,0.2,11,2,4,7,0,0,11,0,0,,0,,3,8,0,0,0,0,1,1,5,0,Matches
Keven Schlotterbeck,de GER,DF,25-340,0.2,11,2,8,3,0,0,11,0,0,,0,,2,3,3,0,0,0,0,0,2,0,Matches
Merlin Röhl,de GER,MF,20-272,0.1,6,0,1,5,0,0,6,1,0,0.0,0,0.0,5,18,12,1,0,0,0,0,4,0,Matches
Squad Total,,,28.0,26.0,14787,1678,4957,6545,3398,551,14780,360,157,43.6,155,43.1,8082,42432,20732,328,241,84,330,182,8984,794,
Opponent Total,,,27.2,26.0,15403,1750,5684,6590,3277,597,15397,374,171,45.7,159,42.5,8405,43719,22396,387,278,107,372,225,9605,873,
