Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Mark Flekken,nl NED,GK,29-297,26,26,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matthias Ginter,de GER,DF,29-077,26,26,2340.0,26.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.1,1.1,0.7,1.7,22.0,102.0,6.0,0.12,0.04,0.15,0.12,0.15,0.04,0.03,0.07,0.04,0.07,Matches
Christian Günter,de GER,"DF,MF",30-037,25,25,2215.0,24.6,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,4.7,5.7,36.0,62.0,104.0,0.0,0.16,0.16,0.0,0.16,0.04,0.19,0.23,0.04,0.23,Matches
Nicolas Höfler,de GER,MF,33-028,25,25,2192.0,24.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.5,1.5,0.9,2.5,10.0,86.0,7.0,0.0,0.04,0.04,0.0,0.04,0.06,0.04,0.1,0.06,0.1,Matches
Ritsu Doan,jp JPN,"FW,MF",24-294,26,23,1860.0,20.7,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,5.1,5.1,2.2,7.3,63.0,49.0,146.0,0.19,0.15,0.34,0.19,0.34,0.25,0.11,0.36,0.25,0.36,Matches
Michael Gregoritsch,at AUT,FW,28-353,24,23,1781.0,19.8,8.0,4.0,12.0,8.0,0.0,0.0,5.0,0.0,8.6,8.6,2.9,11.5,17.0,52.0,101.0,0.4,0.2,0.61,0.4,0.61,0.43,0.15,0.58,0.43,0.58,Matches
Philipp Lienhart,at AUT,DF,26-269,23,22,2011.0,22.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,0.3,1.4,11.0,70.0,2.0,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,Matches
Vincenzo Grifo,it ITA,"FW,MF",29-364,25,22,1772.0,19.7,13.0,4.0,17.0,7.0,6.0,7.0,1.0,0.0,8.2,2.6,4.5,7.1,52.0,106.0,87.0,0.66,0.2,0.86,0.36,0.56,0.42,0.23,0.65,0.13,0.36,Matches
Maximilian Eggestein,de GER,MF,26-119,25,21,1919.0,21.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,1.2,2.0,18.0,71.0,36.0,0.05,0.09,0.14,0.05,0.14,0.03,0.06,0.09,0.03,0.09,Matches
Kiliann Sildillia,fr FRA,"DF,MF",20-325,23,21,1831.0,20.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.8,0.8,0.7,1.6,19.0,69.0,44.0,0.0,0.1,0.1,0.0,0.1,0.04,0.04,0.08,0.04,0.08,Matches
Lukas Kübler,de GER,DF,30-219,14,14,1189.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.1,8.0,34.0,41.0,0.15,0.0,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08,Matches
Lucas Höler,de GER,"FW,MF",28-270,18,8,816.0,9.1,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.4,2.4,0.8,3.2,8.0,16.0,56.0,0.33,0.0,0.33,0.33,0.33,0.27,0.09,0.35,0.27,0.35,Matches
Roland Sallai,hu HUN,"MF,FW",25-319,13,7,632.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.7,1.7,0.5,2.2,13.0,10.0,45.0,0.0,0.0,0.0,0.0,0.0,0.25,0.07,0.32,0.25,0.32,Matches
Daniel Kyereh,gh GHA,"MF,FW",27-029,12,7,559.0,6.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.2,2.2,0.3,2.5,5.0,11.0,24.0,0.32,0.0,0.32,0.32,0.32,0.36,0.04,0.4,0.36,0.4,Matches
