Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Mark Flekken,nl NED,GK,29-294,26.0,775,1086,71.4,25302,18720,67,71,94.4,376,381,98.7,331,627,52.8,0,0.1,0.2,-0.1,2,47,3,0,0,Matches
Matthias Ginter,de GER,DF,29-074,26.0,1241,1507,82.3,25311,9660,346,403,85.9,721,802,89.9,166,270,61.5,1,0.7,1.2,0.3,9,103,8,0,102,Matches
Christian Günter,de GER,"DF,MF",30-034,24.6,837,1164,71.9,14525,5052,387,452,85.6,315,422,74.6,89,198,44.9,4,4.8,4.6,-0.8,52,43,33,25,62,Matches
Nicolas Höfler,de GER,MF,33-025,24.4,930,1112,83.6,15722,4386,396,449,88.2,423,485,87.2,71,103,68.9,1,0.9,0.7,0.1,5,68,6,0,86,Matches
Ritsu Doan,jp JPN,"FW,MF",24-291,20.7,346,486,71.2,5098,1325,216,266,81.2,92,123,74.8,22,36,61.1,3,2.2,3.3,0.8,20,30,21,4,49,Matches
Michael Gregoritsch,at AUT,FW,28-350,19.8,251,449,55.9,3231,1029,152,242,62.8,66,122,54.1,12,24,50.0,4,2.9,2.6,1.1,22,26,16,1,52,Matches
Philipp Lienhart,at AUT,DF,26-266,22.3,1158,1359,85.2,25275,7334,273,311,87.8,710,761,93.3,168,259,64.9,0,0.3,0.5,-0.3,3,62,3,0,70,Matches
Vincenzo Grifo,it ITA,"FW,MF",29-361,19.7,769,1038,74.1,13740,4086,354,413,85.7,299,374,79.9,93,195,47.7,4,4.5,5.2,-0.5,43,66,40,3,106,Matches
Maximilian Eggestein,de GER,MF,26-116,21.3,531,694,76.5,8023,2475,297,359,82.7,185,221,83.7,26,42,61.9,2,1.0,1.3,1.0,16,66,13,1,71,Matches
Kiliann Sildillia,fr FRA,"DF,MF",20-322,20.3,724,1022,70.8,13661,4731,292,374,78.1,304,418,72.7,109,167,65.3,2,0.7,1.3,1.3,10,61,8,4,69,Matches
Lukas Kübler,de GER,DF,30-216,13.2,415,604,68.7,7244,2220,183,220,83.2,169,235,71.9,46,107,43.0,0,0.3,0.5,-0.3,4,43,6,2,34,Matches
Lucas Höler,de GER,"FW,MF",28-267,9.1,173,274,63.1,2404,497,99,142,69.7,55,82,67.1,8,13,61.5,0,0.8,0.7,-0.8,5,12,5,1,16,Matches
Roland Sallai,hu HUN,"MF,FW",25-316,7.0,150,202,74.3,2100,418,92,107,86.0,42,57,73.7,8,17,47.1,0,0.5,0.3,-0.5,9,9,7,4,10,Matches
Daniel Kyereh,gh GHA,"MF,FW",27-026,6.2,139,182,76.4,1649,285,97,118,82.2,26,35,74.3,4,8,50.0,0,0.3,0.8,-0.3,3,3,3,1,11,Matches
Yannik Keitel,de GER,MF,23-047,5.0,151,187,80.7,2627,508,70,76,92.1,62,80,77.5,16,23,69.6,2,0.1,0.2,1.9,3,15,2,0,20,Matches
Manuel Gulde,de GER,DF,32-050,4.6,216,268,80.6,4100,1036,82,92,89.1,109,124,87.9,25,45,55.6,0,0.1,0.2,-0.1,1,15,1,1,10,Matches
Jeong Woo-yeong,kr KOR,"MF,FW",23-195,6.8,174,222,78.4,2410,565,105,124,84.7,50,60,83.3,7,11,63.6,1,1.0,1.4,0.0,5,11,5,3,17,Matches
Kevin Schade,de GER,"FW,MF",21-127,2.0,26,55,47.3,326,84,14,25,56.0,8,13,61.5,0,1,0.0,0,0.0,0.5,0.0,0,5,1,0,3,Matches
Kenneth Schmidt,de GER,DF,20-304,0.7,53,59,89.8,970,365,20,22,90.9,25,27,92.6,6,7,85.7,0,0.0,0.0,0.0,0,11,1,0,6,Matches
Nils Petersen,de GER,FW,34-118,2.5,24,54,44.4,289,36,14,27,51.9,6,15,40.0,2,5,40.0,0,0.0,0.0,0.0,1,0,1,0,3,Matches
Noah Weißhaupt,de GER,"MF,FW",21-195,1.8,31,49,63.3,481,126,16,24,66.7,6,9,66.7,5,8,62.5,1,0.9,0.7,0.1,4,0,1,1,3,Matches
Jonathan Schmid,fr FRA,DF,32-285,0.4,13,16,81.3,214,90,7,9,77.8,4,5,80.0,2,2,100.0,0,0.1,0.1,-0.1,1,1,2,2,1,Matches
Robert Wagner,de GER,MF,19-263,0.3,6,9,66.7,77,14,2,2,100.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Hugo Siquet,be BEL,DF,20-268,0.2,5,7,71.4,59,44,4,4,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Keven Schlotterbeck,de GER,DF,25-340,0.2,6,6,100.0,87,17,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Merlin Röhl,de GER,MF,20-272,0.1,2,3,66.7,38,8,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,28.0,26.0,9146,12114,75.5,174963,65111,3588,4335,82.8,4062,4864,83.5,1216,2168,56.1,25,22.0,26.4,3.0,218,697,186,53,801,
Opponent Total,,,27.2,26.0,9732,12622,77.1,175794,67008,4173,4893,85.3,4351,5164,84.3,972,1904,51.1,21,24.6,27.5,-3.6,253,680,208,47,877,
