Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Mark Flekken,nl NED,GK,29-297,26,26,2340,26.0,35,1.35,113,78,73.5,13,8,5,10,38.5,6,5,0,1,0.0,Matches
Squad Total,,,28.0,26,26,2340,26.0,35,1.35,113,78,73.5,13,8,5,10,38.5,6,5,0,1,0.0,
Opponent Total,,,27.2,26,26,2340,26.0,39,1.5,132,92,75.0,5,8,13,5,19.2,7,6,1,0,14.3,
