Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Mark Flekken,nl NED,GK,29-279,24.0,33,5,0,4,0,31.1,0.25,-1.9,-0.08,187,440,42.5,843,79,38.8,37.0,153,73.9,58.2,291,18,6.2,31,1.29,15.4,Matches
Squad Total,,,27.9,24.0,33,5,0,4,0,31.1,0.25,-1.9,-0.08,187,440,42.5,843,79,38.8,37.0,153,73.9,58.2,291,18,6.2,31,1.29,15.4,
Opponent Total,,,27.1,24.0,37,6,2,6,0,37.3,0.26,0.3,0.01,144,362,39.8,970,123,29.5,30.6,149,51.0,41.5,286,17,5.9,36,1.5,17.4,
