Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Mark Flekken,nl NED,GK,29-294,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matthias Ginter,de GER,DF,29-074,26.0,3,12,7,58.3,0.46,0.27,0.25,0.43,12.9,0,0,0,1.1,1.1,0.09,1.9,1.9,Matches
Christian Günter,de GER,"DF,MF",30-034,24.6,0,21,6,28.6,0.85,0.24,0.0,0.0,21.6,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Nicolas Höfler,de GER,MF,33-025,24.4,0,16,4,25.0,0.66,0.16,0.0,0.0,15.6,0,0,0,1.5,1.5,0.1,-1.5,-1.5,Matches
Ritsu Doan,jp JPN,"FW,MF",24-291,20.7,4,46,22,47.8,2.23,1.06,0.09,0.18,17.9,0,0,0,5.1,5.1,0.11,-1.1,-1.1,Matches
Michael Gregoritsch,at AUT,FW,28-350,19.8,8,58,31,53.4,2.93,1.57,0.14,0.26,14.7,0,0,0,8.6,8.6,0.15,-0.6,-0.6,Matches
Philipp Lienhart,at AUT,DF,26-266,22.3,1,12,2,16.7,0.54,0.09,0.08,0.5,15.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Vincenzo Grifo,it ITA,"FW,MF",29-361,19.7,13,44,19,43.2,2.23,0.97,0.16,0.37,23.0,12,6,7,8.2,2.6,0.06,4.8,4.4,Matches
Maximilian Eggestein,de GER,MF,26-116,21.3,1,12,2,16.7,0.56,0.09,0.08,0.5,20.6,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
Kiliann Sildillia,fr FRA,"DF,MF",20-322,20.3,0,10,0,0.0,0.49,0.0,0.0,,19.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Lukas Kübler,de GER,DF,30-216,13.2,2,6,3,50.0,0.45,0.23,0.33,0.67,10.0,0,0,0,0.8,0.8,0.13,1.2,1.2,Matches
Lucas Höler,de GER,"FW,MF",28-267,9.1,3,19,10,52.6,2.1,1.1,0.16,0.3,13.4,0,0,0,2.4,2.4,0.13,0.6,0.6,Matches
Roland Sallai,hu HUN,"MF,FW",25-316,7.0,0,24,8,33.3,3.42,1.14,0.0,0.0,18.2,0,0,0,1.7,1.7,0.07,-1.7,-1.7,Matches
Daniel Kyereh,gh GHA,"MF,FW",27-026,6.2,2,11,5,45.5,1.77,0.81,0.18,0.4,14.9,0,0,0,2.2,2.2,0.2,-0.2,-0.2,Matches
Yannik Keitel,de GER,MF,23-047,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Manuel Gulde,de GER,DF,32-050,4.6,0,1,0,0.0,0.22,0.0,0.0,,7.2,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Jeong Woo-yeong,kr KOR,"MF,FW",23-195,6.8,1,11,4,36.4,1.62,0.59,0.09,0.25,16.5,0,0,0,2.0,2.0,0.18,-1.0,-1.0,Matches
Kevin Schade,de GER,"FW,MF",21-127,2.0,1,4,1,25.0,1.98,0.49,0.25,1.0,15.0,0,0,0,0.2,0.2,0.06,0.8,0.8,Matches
Kenneth Schmidt,de GER,DF,20-304,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nils Petersen,de GER,FW,34-118,2.5,0,5,0,0.0,2.02,0.0,0.0,,18.9,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
Noah Weißhaupt,de GER,"MF,FW",21-195,1.8,0,1,0,0.0,0.55,0.0,0.0,,14.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Jonathan Schmid,fr FRA,DF,32-285,0.4,0,1,1,100.0,2.81,2.81,0.0,0.0,13.9,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Robert Wagner,de GER,MF,19-263,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Hugo Siquet,be BEL,DF,20-268,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Keven Schlotterbeck,de GER,DF,25-340,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Merlin Röhl,de GER,MF,20-272,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.0,26.0,39,314,125,39.8,12.08,4.81,0.11,0.26,17.4,12,6,7,36.9,31.4,0.1,2.1,1.6,
Opponent Total,,,27.2,26.0,35,328,108,32.9,12.62,4.15,0.09,0.28,17.4,8,5,6,35.4,30.8,0.1,-0.4,-0.8,
