Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Mark Flekken,nl NED,GK,29-279,24.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,3,Matches
Matthias Ginter,de GER,DF,29-059,24.0,32,14,21,9,2,19,32,59.4,13,29,17,12,29,61,101,3,Matches
Christian Günter,de GER,"DF,MF",30-019,22.6,23,15,13,8,2,10,31,32.3,21,14,4,10,11,34,25,0,Matches
Nicolas Höfler,de GER,MF,33-010,22.4,51,27,20,29,2,21,43,48.8,22,36,12,24,37,88,36,0,Matches
Philipp Lienhart,at AUT,DF,26-251,22.3,24,14,17,7,0,9,17,52.9,8,22,11,11,28,52,79,0,Matches
Michael Gregoritsch,at AUT,FW,28-335,18.8,16,9,6,6,4,2,13,15.4,11,18,3,15,4,20,10,0,Matches
Ritsu Doan,jp JPN,"FW,MF",24-276,18.7,46,19,12,24,10,19,37,51.4,18,30,1,29,10,56,7,0,Matches
Vincenzo Grifo,it ITA,"FW,MF",29-346,17.9,16,10,4,7,5,8,21,38.1,13,6,1,5,9,25,12,0,Matches
Maximilian Eggestein,de GER,MF,26-101,19.3,34,17,12,16,6,12,22,54.5,10,26,6,20,24,58,14,0,Matches
Kiliann Sildillia,fr FRA,"DF,MF",20-307,18.3,28,16,7,18,3,14,19,73.7,5,18,7,11,21,49,33,1,Matches
Lukas Kübler,de GER,DF,30-201,12.3,30,20,18,8,4,16,21,76.2,5,17,7,10,18,48,29,0,Matches
Lucas Höler,de GER,"FW,MF",28-252,8.0,9,6,2,4,3,3,9,33.3,6,10,1,9,6,15,13,0,Matches
Roland Sallai,hu HUN,"MF,FW",25-301,7.0,5,5,1,3,1,2,7,28.6,5,6,1,5,2,7,4,0,Matches
Daniel Kyereh,gh GHA,"MF,FW",27-011,6.2,6,4,2,4,0,3,6,50.0,3,4,0,4,2,8,6,0,Matches
Yannik Keitel,de GER,MF,23-032,5.0,8,5,2,5,1,2,2,100.0,0,3,0,3,9,17,2,0,Matches
Jeong Woo-yeong,kr KOR,"MF,FW",23-180,6.8,7,3,4,2,1,2,4,50.0,2,7,1,6,1,8,7,0,Matches
Manuel Gulde,de GER,DF,32-035,2.6,6,3,6,0,0,0,0,,0,2,0,2,4,10,13,0,Matches
Kevin Schade,de GER,"FW,MF",21-112,2.0,6,4,3,2,1,3,5,60.0,2,0,0,0,0,6,2,0,Matches
Nils Petersen,de GER,FW,34-103,2.4,6,4,0,3,3,2,5,40.0,3,9,2,7,1,7,6,0,Matches
Noah Weißhaupt,de GER,"MF,FW",21-180,1.8,6,1,2,3,1,2,5,40.0,3,2,0,2,2,8,4,0,Matches
Robert Wagner,de GER,MF,19-248,0.3,0,0,0,0,0,0,0,,0,2,0,2,0,0,2,0,Matches
Hugo Siquet,be BEL,DF,20-253,0.2,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,0,0,Matches
Keven Schlotterbeck,de GER,DF,25-325,0.2,0,0,0,0,0,0,0,,0,1,1,0,2,2,2,0,Matches
Merlin Röhl,de GER,MF,20-257,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Squad Total,,,27.9,24.0,361,198,154,158,49,151,302,50.0,151,263,75,188,220,581,414,7,
Opponent Total,,,27.1,24.0,307,174,148,119,40,146,287,50.9,141,253,68,185,208,515,456,6,
