Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Isak Määttä,no NOR,DF,21-181,21.9,1232,67,395,532,326,18,1232,57,24,42.1,29,50.9,595,4103,2382,59,47,4,34,25,640,76,Matches
Radinio Balker,nl NED,DF,24-197,21.3,1397,184,699,651,52,12,1397,16,11,68.8,5,31.3,825,5446,3264,33,13,0,18,15,912,12,Matches
Michael Verrips,nl NED,GK,26-106,20.0,870,807,868,1,1,0,870,0,0,,0,,462,2181,1259,0,0,0,0,0,425,0,Matches
Ricardo Pepi,us USA,FW,20-069,19.0,626,37,59,274,299,92,625,30,14,46.7,16,53.3,288,1387,406,18,5,12,61,18,394,93,Matches
Tomáš Suslov,sk SVK,"MF,FW",20-285,16.1,735,21,135,312,305,30,735,82,33,40.2,39,47.6,408,2643,1028,29,22,7,53,34,414,54,Matches
Laros Duarte,nl NED,MF,26-019,14.9,687,33,146,367,181,7,687,22,7,31.8,15,68.2,344,1889,902,13,20,3,17,9,413,20,Matches
Joey Pelupessy,nl NED,MF,29-308,14.4,588,42,166,329,95,6,588,6,3,50.0,2,33.3,239,1031,442,4,5,1,11,4,304,8,Matches
Neraysho Kasanwirjo,nl NED,"DF,MF",21-029,13.7,846,78,351,359,147,3,846,25,9,36.0,8,32.0,413,2646,1222,27,24,2,19,13,443,33,Matches
Mike te Wierik,nl NED,DF,30-284,13.2,773,134,434,311,31,5,773,3,1,33.3,2,66.7,387,2350,1366,8,8,0,5,0,427,1,Matches
Ragnar Oratmangoen,nl NED,"MF,FW",25-057,11.7,732,32,170,391,183,18,732,43,21,48.8,20,46.5,407,2779,1170,22,25,5,32,16,423,43,Matches
Florian Krüger,de GER,"FW,MF",24-034,10.5,324,10,47,139,143,31,324,8,2,25.0,5,62.5,164,983,538,20,17,6,19,10,212,51,Matches
Thijmen Blokzijl,nl NED,DF,18-022,10.6,677,59,341,313,23,7,677,0,0,,0,,426,2726,1568,16,7,0,1,0,459,1,Matches
Liam van Gelderen,nl NED,DF,21-361,10.1,609,46,183,294,142,10,609,29,16,55.2,12,41.4,287,1694,770,17,15,4,25,6,300,45,Matches
Johan Hove,no NOR,MF,22-193,8.5,516,10,86,278,160,15,516,10,9,90.0,1,10.0,204,1000,417,7,11,0,9,1,271,38,Matches
Luciano Valente,nl NED,MF,19-166,7.9,339,9,63,160,123,10,339,23,15,65.2,7,30.4,191,1144,433,13,13,1,21,15,202,28,Matches
Cyril Ngonge,be BEL,FW,22-297,7.3,297,8,47,114,142,29,297,29,19,65.5,10,34.5,172,1272,670,23,11,10,20,14,196,53,Matches
Daleho Irandust,se SWE,FW,24-288,5.0,205,7,36,78,94,22,205,22,12,54.5,10,45.5,125,1030,441,15,9,8,20,12,133,31,Matches
Elvis Manu,nl NED,FW,29-218,4.9,180,10,20,59,103,30,180,19,10,52.6,6,31.6,114,737,361,14,7,11,21,13,128,37,Matches
Damil Dankerlui,sr SUR,"DF,MF",26-207,7.2,410,24,136,169,109,9,410,14,5,35.7,8,57.1,188,976,452,17,10,0,19,15,200,30,Matches
Paulos Abraham,se SWE,"FW,MF",20-246,5.4,211,8,45,90,79,16,211,21,8,38.1,12,57.1,130,1071,529,19,8,9,13,16,140,39,Matches
Peter Leeuwenburgh,nl NED,GK,28-361,4.0,164,141,164,0,0,0,164,0,0,,0,,80,360,201,0,0,0,0,0,68,0,Matches
Jørgen Strand Larsen,no NOR,FW,23-041,4.0,104,7,14,54,37,10,104,8,5,62.5,3,37.5,55,250,138,5,3,2,9,3,78,17,Matches
Mads Bech Sørensen,dk DEN,DF,24-071,4.0,304,30,123,151,32,4,304,1,1,100.0,0,0.0,174,1048,604,4,3,0,3,1,188,1,Matches
Ramon Lundqvist,se SWE,MF,25-313,3.8,150,7,28,64,61,12,150,7,2,28.6,4,57.1,65,287,100,3,6,0,11,4,78,14,Matches
Thom van Bergen,nl NED,FW,19-072,3.3,118,2,17,60,42,10,118,4,4,100.0,0,0.0,44,183,82,3,1,1,5,2,52,16,Matches
Marin Šverko,hr CRO,DF,25-043,2.5,170,23,75,90,8,0,170,4,3,75.0,1,25.0,86,675,487,6,4,0,2,2,85,1,Matches
Jetro Willems,nl NED,DF,28-354,1.8,117,5,33,64,22,2,117,11,4,36.4,5,45.5,57,256,137,2,0,0,2,1,57,11,Matches
Matěj Chaluš,cz CZE,DF,25-045,1.0,83,6,37,43,3,2,83,0,0,,0,,46,257,128,1,0,0,0,1,60,0,Matches
Jan de Boer,nl NED,GK,22-303,1.0,38,35,38,0,0,0,38,0,0,,0,,18,114,72,0,0,0,0,0,13,0,Matches
Aimar Sher,se SWE,"MF,FW",20-089,1.5,73,4,20,28,26,3,73,3,3,100.0,0,0.0,35,170,71,0,3,1,2,1,44,6,Matches
Yahya Kalley,se SWE,"DF,MF",21-364,1.4,78,6,35,27,18,0,78,5,3,60.0,2,40.0,22,207,123,3,1,1,4,2,27,3,Matches
Oliver Antman,fi FIN,"FW,MF",21-216,0.8,35,1,8,14,14,1,35,1,1,100.0,0,0.0,23,119,52,1,1,0,2,1,29,3,Matches
Nordin Musampa,nl NED,DF,21-157,0.7,31,3,14,9,8,2,31,1,0,0.0,1,100.0,3,10,0,0,0,0,0,1,10,0,Matches
Romano Postema,nl NED,"MF,FW",21-040,0.4,18,0,1,10,7,2,18,0,0,,0,,12,38,19,0,0,0,2,1,12,4,Matches
Patrick Joosten,nl NED,FW,26-339,0.3,8,0,1,4,3,0,8,0,0,,0,,6,29,3,0,0,0,1,3,5,0,Matches
Squad Total,,,23.8,25.0,13745,1896,5035,5839,3019,418,13744,504,245,48.6,223,44.2,7095,43091,21837,402,299,88,461,259,7842,769,
