Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Michael Verrips,nl NED,GK,26-106,20.0,40,3,0,6,0,35.0,0.32,-5.0,-0.25,130,371,35.0,625,83,40.2,36.9,188,63.8,49.1,297,11,3.7,13,0.65,12.9,Matches
Peter Leeuwenburgh,nl NED,GK,28-361,4.0,8,0,0,1,0,6.7,0.29,-1.3,-0.32,27,88,30.7,116,11,56.9,42.0,36,61.1,47.1,83,5,6.0,3,0.75,10.6,Matches
Jan de Boer,nl NED,GK,22-303,1.0,2,0,0,0,0,2.6,0.29,0.6,0.57,5,25,20.0,22,2,63.6,48.8,11,100.0,69.7,34,0,0.0,0,0.0,6.0,Matches
Squad Total,,,23.8,25.0,50,3,0,7,0,44.2,0.31,-5.8,-0.23,162,484,33.5,763,96,43.4,38.0,235,65.1,49.7,414,16,3.9,16,0.64,12.3,
Opponent Total,,,25.6,25.0,25,1,1,3,1,24.8,0.3,0.8,0.03,126,333,37.8,595,105,38.3,35.4,182,57.7,46.6,310,25,8.1,25,1.0,14.0,
