Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Michael Verrips,nl NED,GK,26-121,21,21,1890,21.0,42,2.0,107,65,63.6,3,4,14,3,14.3,3,3,0,0,0.0,Matches
Peter Leeuwenburgh,nl NED,GK,29-011,4,4,360,4.0,8,2.0,23,15,65.2,0,1,3,1,25.0,0,0,0,0,,Matches
Jan de Boer,nl NED,GK,22-318,1,1,90,1.0,2,2.0,9,7,77.8,1,0,0,0,0.0,0,0,0,0,,Matches
Squad Total,,,23.9,26,26,2340,26.0,52,2.0,139,87,64.7,4,5,17,4,15.4,3,3,0,0,0.0,
Opponent Total,,,25.6,26,26,2340,26.0,25,0.96,81,57,70.4,17,5,4,10,38.5,1,1,0,0,0.0,
