Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Isak Määttä,no NOR,DF,21-199,23.2,0,6,1,16.7,0.26,0.04,0.0,0.0,15.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Radinio Balker,nl NED,DF,24-215,23.3,1,6,1,16.7,0.26,0.04,0.17,1.0,20.9,0,0,0,0.6,0.6,0.09,0.4,0.4,Matches
Michael Verrips,nl NED,GK,26-124,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ricardo Pepi,us USA,FW,20-087,21.0,10,45,15,33.3,2.14,0.71,0.2,0.6,13.6,0,1,1,5.3,4.5,0.1,4.7,4.5,Matches
Tomáš Suslov,sk SVK,"MF,FW",20-303,17.7,1,41,13,31.7,2.32,0.73,0.02,0.08,25.1,4,0,0,1.8,1.8,0.04,-0.8,-0.8,Matches
Laros Duarte,nl NED,MF,26-037,15.7,1,21,6,28.6,1.34,0.38,0.05,0.17,26.7,7,0,0,0.7,0.7,0.03,0.3,0.3,Matches
Joey Pelupessy,nl NED,MF,29-326,14.4,1,10,3,30.0,0.7,0.21,0.1,0.33,22.3,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Neraysho Kasanwirjo,nl NED,"DF,MF",21-047,13.7,0,6,0,0.0,0.44,0.0,0.0,,25.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Mike te Wierik,nl NED,DF,30-302,13.2,0,2,0,0.0,0.15,0.0,0.0,,12.2,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
Thijmen Blokzijl,nl NED,DF,18-040,12.5,0,6,1,16.7,0.48,0.08,0.0,0.0,18.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Ragnar Oratmangoen,nl NED,"MF,FW",25-075,12.3,0,15,1,6.7,1.22,0.08,0.0,0.0,23.3,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Liam van Gelderen,nl NED,"DF,MF",22-014,11.4,1,8,2,25.0,0.7,0.18,0.13,0.5,22.9,0,0,0,0.7,0.7,0.08,0.3,0.3,Matches
Florian Krüger,de GER,"FW,MF",24-052,10.9,3,15,7,46.7,1.38,0.64,0.2,0.43,12.1,0,0,0,3.8,3.8,0.25,-0.8,-0.8,Matches
Johan Hove,no NOR,MF,22-211,10.5,2,16,3,18.8,1.53,0.29,0.13,0.67,21.9,2,0,0,1.1,1.1,0.07,0.9,0.9,Matches
Luciano Valente,it ITA,MF,19-184,7.9,0,7,2,28.6,0.88,0.25,0.0,0.0,20.8,0,0,0,1.0,1.0,0.14,-1.0,-1.0,Matches
Cyril Ngonge,be BEL,FW,22-315,7.3,3,30,7,23.3,4.12,0.96,0.1,0.43,20.4,2,0,0,2.3,2.3,0.08,0.7,0.7,Matches
Elvis Manu,nl NED,FW,29-236,6.4,0,14,4,28.6,2.2,0.63,0.0,0.0,17.4,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Daleho Irandust,se SWE,FW,24-306,5.3,0,9,2,22.2,1.69,0.37,0.0,0.0,23.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Damil Dankerlui,sr SUR,"DF,MF",26-225,7.2,0,2,1,50.0,0.28,0.14,0.0,0.0,9.9,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches
Paulos Abraham,se SWE,"FW,MF",20-264,5.4,0,11,5,45.5,2.02,0.92,0.0,0.0,17.3,0,0,0,1.1,1.1,0.1,-1.1,-1.1,Matches
Mads Bech Sørensen,dk DEN,DF,24-089,5.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Peter Leeuwenburgh,nl NED,GK,29-014,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jørgen Strand Larsen,no NOR,FW,23-059,4.0,1,10,5,50.0,2.5,1.25,0.1,0.2,13.1,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
Ramon Lundqvist,se SWE,MF,25-331,3.8,0,6,0,0.0,1.58,0.0,0.0,,16.2,1,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Jetro Willems,nl NED,DF,29-007,3.8,0,5,0,0.0,1.32,0.0,0.0,,17.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Thom van Bergen,nl NED,FW,19-090,3.3,0,5,2,40.0,1.54,0.61,0.0,0.0,9.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Marin Šverko,hr CRO,DF,25-061,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Oliver Antman,fi FIN,"FW,MF",21-234,2.0,1,3,1,33.3,1.51,0.5,0.33,1.0,20.8,0,0,0,0.4,0.4,0.13,0.6,0.6,Matches
Matěj Chaluš,cz CZE,"DF,FW",25-063,1.1,0,2,0,0.0,1.76,0.0,0.0,,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Jan de Boer,nl NED,GK,22-321,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aimar Sher,se SWE,"MF,FW",20-107,1.5,0,4,0,0.0,2.69,0.0,0.0,,23.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Yahya Kalley,se SWE,"DF,MF",22-017,1.4,0,1,0,0.0,0.69,0.0,0.0,,36.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Nordin Musampa,nl NED,DF,21-175,0.7,0,1,1,100.0,1.48,1.48,0.0,0.0,8.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Romano Postema,nl NED,"MF,FW",21-058,0.4,0,1,1,100.0,2.57,2.57,0.0,0.0,11.3,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Patrick Joosten,nl NED,FW,26-357,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,23.9,27.0,25,308,84,27.3,11.41,3.11,0.08,0.29,19.6,16,1,1,25.9,25.1,0.08,-0.9,-1.1,
Opponent Total,,,25.7,27.0,55,415,141,34.0,15.37,5.22,0.13,0.37,16.1,9,3,3,46.5,44.1,0.11,8.5,7.9,
