Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Isak Määttä,no NOR,DF,21-199,23.2,36,18,19,11,6,17,52,32.7,35,25,6,19,18,54,35,0,Matches
Radinio Balker,nl NED,DF,24-215,23.3,38,26,25,13,0,14,22,63.6,8,45,29,16,28,66,89,0,Matches
Michael Verrips,nl NED,GK,26-124,22.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,12,2,Matches
Ricardo Pepi,us USA,FW,20-087,21.0,23,13,7,11,5,5,19,26.3,14,18,4,14,14,37,29,0,Matches
Tomáš Suslov,sk SVK,"MF,FW",20-303,17.7,45,23,21,17,7,13,47,27.7,34,24,1,23,15,60,16,1,Matches
Laros Duarte,nl NED,MF,26-037,15.7,25,11,8,14,3,11,37,29.7,26,12,1,11,8,33,16,0,Matches
Joey Pelupessy,nl NED,MF,29-326,14.4,35,21,9,20,6,8,15,53.3,7,18,6,12,19,54,24,1,Matches
Neraysho Kasanwirjo,nl NED,"DF,MF",21-047,13.7,33,22,20,10,3,19,33,57.6,14,20,7,13,17,50,46,1,Matches
Mike te Wierik,nl NED,DF,30-302,13.2,19,12,15,3,1,9,12,75.0,3,28,17,11,25,44,79,0,Matches
Thijmen Blokzijl,nl NED,DF,18-040,12.5,15,10,10,4,1,8,13,61.5,5,18,11,7,7,22,37,1,Matches
Ragnar Oratmangoen,nl NED,"MF,FW",25-075,12.3,30,17,15,13,2,11,28,39.3,17,13,2,11,16,46,15,0,Matches
Liam van Gelderen,nl NED,"DF,MF",22-014,11.4,34,25,11,18,5,16,21,76.2,5,24,7,17,14,48,36,0,Matches
Florian Krüger,de GER,"FW,MF",24-052,10.9,17,13,7,6,4,8,14,57.1,6,14,4,10,3,20,8,0,Matches
Johan Hove,no NOR,MF,22-211,10.5,28,15,8,12,8,9,16,56.3,7,15,2,13,15,43,10,0,Matches
Luciano Valente,it ITA,MF,19-184,7.9,16,10,9,3,4,5,12,41.7,7,10,2,8,3,19,5,0,Matches
Cyril Ngonge,be BEL,FW,22-315,7.3,10,7,8,2,0,5,8,62.5,3,9,3,6,8,18,7,0,Matches
Elvis Manu,nl NED,FW,29-236,6.4,6,5,3,0,3,3,8,37.5,5,3,0,3,3,9,8,0,Matches
Daleho Irandust,se SWE,FW,24-306,5.3,10,6,5,4,1,4,6,66.7,2,4,1,3,1,11,0,0,Matches
Damil Dankerlui,sr SUR,"DF,MF",26-225,7.2,23,14,14,9,0,12,19,63.2,7,13,2,11,8,31,15,0,Matches
Paulos Abraham,se SWE,"FW,MF",20-264,5.4,17,7,7,6,4,5,17,29.4,12,5,0,5,2,19,5,0,Matches
Mads Bech Sørensen,dk DEN,DF,24-089,5.1,3,2,1,2,0,3,4,75.0,1,7,4,3,2,5,21,0,Matches
Peter Leeuwenburgh,nl NED,GK,29-014,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Jørgen Strand Larsen,no NOR,FW,23-059,4.0,3,2,0,2,1,0,0,,0,1,0,1,1,4,7,0,Matches
Ramon Lundqvist,se SWE,MF,25-331,3.8,5,2,3,2,0,1,2,50.0,1,6,1,5,1,6,6,0,Matches
Jetro Willems,nl NED,DF,29-007,3.8,8,7,1,6,1,6,8,75.0,2,4,1,3,2,10,10,0,Matches
Thom van Bergen,nl NED,FW,19-090,3.3,14,7,5,8,1,6,13,46.2,7,6,0,6,1,15,2,0,Matches
Marin Šverko,hr CRO,DF,25-061,2.5,5,4,2,3,0,3,5,60.0,2,3,2,1,3,8,9,0,Matches
Oliver Antman,fi FIN,"FW,MF",21-234,2.0,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,1,0,Matches
Matěj Chaluš,cz CZE,"DF,FW",25-063,1.1,2,1,1,1,0,0,1,0.0,1,1,0,1,3,5,2,1,Matches
Jan de Boer,nl NED,GK,22-321,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Aimar Sher,se SWE,"MF,FW",20-107,1.5,4,2,2,2,0,1,4,25.0,3,0,0,0,2,6,2,0,Matches
Yahya Kalley,se SWE,"DF,MF",22-017,1.4,6,5,3,2,1,2,3,66.7,1,1,0,1,4,10,4,0,Matches
Nordin Musampa,nl NED,DF,21-175,0.7,4,2,3,1,0,0,1,0.0,1,3,0,3,0,4,3,0,Matches
Romano Postema,nl NED,"MF,FW",21-058,0.4,2,1,1,1,0,2,2,100.0,0,1,0,1,0,2,0,0,Matches
Patrick Joosten,nl NED,FW,26-357,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Squad Total,,,23.9,27.0,517,311,244,206,67,207,445,46.5,238,352,113,239,247,764,560,7,
Opponent Total,,,25.7,27.0,508,283,227,207,74,236,512,46.1,276,286,83,203,237,745,539,5,
