Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Nicolás Tagliafico,ar ARG,DF,30-215,25.7,4,0,0,32,46,2,51,50,46,0,2,0,133,31,30,50.8,Matches
Castello Lukeba,fr FRA,DF,20-107,24.2,5,0,0,29,16,0,3,46,16,0,1,1,159,25,28,47.2,Matches
Alexandre Lacazette,fr FRA,FW,31-310,22.8,2,0,0,48,35,8,31,13,19,1,1,0,64,21,24,46.7,Matches
Maxence Caqueret,fr FRA,MF,23-047,21.9,2,0,0,37,21,2,63,22,35,0,0,0,161,12,15,44.4,Matches
Anthony Lopes,pt POR,GK,32-184,21.3,1,1,0,1,1,0,0,2,0,0,1,0,18,1,0,100.0,Matches
Thiago Mendes,br BRA,"MF,DF",31-019,17.9,2,0,0,17,16,0,4,40,20,0,1,0,111,29,18,61.7,Matches
Johann Lepenant,fr FRA,MF,20-163,17.5,3,0,0,27,21,0,7,23,28,0,0,0,140,14,17,45.2,Matches
Malo Gusto,fr FRA,DF,19-319,16.0,1,0,0,14,22,2,104,24,21,0,0,0,128,8,15,34.8,Matches
Corentin Tolisso,fr FRA,MF,28-243,14.5,1,0,0,20,27,0,21,16,18,0,0,0,119,21,15,58.3,Matches
Karl Toko Ekambi,cm CMR,"FW,MF",30-201,15.0,1,0,0,8,9,2,25,9,9,0,0,0,66,16,32,33.3,Matches
Sinaly Diomande,ci CIV,DF,21-359,14.4,0,1,0,15,13,1,2,32,14,0,1,0,64,40,19,67.8,Matches
Tetê,br BRA,"FW,MF",23-047,12.3,3,0,0,10,19,5,45,13,10,1,0,0,48,4,12,25.0,Matches
Rayan Cherki,fr FRA,"MF,FW",19-229,12.5,3,0,0,12,21,3,77,4,6,0,1,0,61,1,7,12.5,Matches
Dejan Lovren,hr CRO,DF,33-272,10.7,2,0,0,9,9,0,5,15,14,0,0,0,71,30,13,69.8,Matches
Moussa Dembélé,fr FRA,"FW,MF",26-265,9.3,1,0,0,13,3,8,2,2,4,0,0,0,21,27,22,55.1,Matches
Bradley Barcola,fr FRA,"FW,MF",20-213,8.6,1,0,0,16,4,2,13,9,11,0,0,0,38,12,20,37.5,Matches
Sael Kumbedi,fr FRA,DF,18-008,7.9,4,0,0,20,14,1,20,5,13,0,0,0,43,5,18,21.7,Matches
Rémy Riou,fr FRA,GK,35-240,6.7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,Matches
Houssem Aouar,fr FRA,MF,24-277,4.9,2,0,0,4,4,0,5,6,4,0,0,0,25,6,2,75.0,Matches
Amin Sarr,se SWE,FW,22-023,4.6,0,0,0,11,2,1,3,0,5,0,0,0,13,5,14,26.3,Matches
Jérôme Boateng,de GER,DF,34-212,3.5,0,0,0,1,0,0,1,5,0,0,0,0,9,7,1,87.5,Matches
Damien Da Silva,fr FRA,DF,34-321,3.8,2,0,0,8,2,0,2,5,7,0,0,0,13,12,7,63.2,Matches
Romain Faivre,fr FRA,MF,24-263,3.3,0,0,0,7,4,0,17,0,3,0,0,0,16,2,1,66.7,Matches
Lucas Paquetá,br BRA,MF,25-219,1.8,0,0,0,2,3,0,1,1,4,0,0,0,10,4,1,80.0,Matches
Jeff Reine-Adélaïde,fr FRA,MF,25-076,3.7,1,0,0,7,4,0,13,6,5,0,0,0,30,3,3,50.0,Matches
Henrique,br BRA,DF,28-343,1.5,0,0,0,2,5,0,1,1,1,0,0,0,4,4,1,80.0,Matches
Jefferson,br BRA,FW,23-094,0.6,0,0,0,3,1,0,0,1,0,0,0,0,0,1,1,50.0,Matches
Mohamed El Arouch,fr FRA,MF,18-362,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,Matches
Squad Total,,,26.3,28.0,41,2,0,373,322,37,517,350,314,2,8,1,1580,341,336,50.4,
Opponent Total,,,27.0,28.0,47,3,1,337,350,53,383,373,329,4,4,0,1655,336,341,49.6,
