Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Anthony Lopes,pt POR,GK,32-187,23,23,2006,22.3,24,1.08,85,61,76.5,10,4,9,6,26.1,4,4,0,0,0.0,Matches
Rémy Riou,fr FRA,GK,35-243,7,6,601,6.7,8,1.2,24,17,83.3,2,4,0,1,16.7,4,4,0,0,0.0,Matches
Squad Total,,,26.3,29,29,2607,29.0,32,1.1,109,78,78.0,12,8,9,7,24.1,8,8,0,0,0.0,
Opponent Total,,,27.0,29,29,2610,29.0,44,1.52,157,113,74.5,9,8,12,7,24.1,5,4,0,1,0.0,
