Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Nicolás Tagliafico,ar ARG,DF,30-215,26,2316.0,89.0,91.9,25.7,26,89.0,23,0,,0,1.46,39.0,28.0,11.0,0.43,0.43,39.1,32.2,6.9,0.27,0.11,Matches
Castello Lukeba,fr FRA,DF,20-107,25,2177.0,87.0,86.4,24.2,24,90.0,24,1,17.0,1,1.48,39.0,30.0,9.0,0.37,-0.15,38.2,29.9,8.3,0.34,0.63,Matches
Alexandre Lacazette,fr FRA,FW,31-310,25,2051.0,82.0,81.4,22.8,24,85.0,17,1,19.0,0,1.48,36.0,25.0,11.0,0.48,0.48,37.1,27.4,9.7,0.42,0.9,Matches
Maxence Caqueret,fr FRA,MF,23-047,26,1970.0,76.0,78.2,21.9,23,82.0,13,3,29.0,1,1.46,32.0,24.0,8.0,0.37,-0.13,31.5,28.7,2.9,0.13,-0.58,Matches
Anthony Lopes,pt POR,GK,32-184,22,1916.0,87.0,76.0,21.3,22,87.0,21,0,,0,1.41,32.0,24.0,8.0,0.38,-0.07,32.2,27.6,4.7,0.22,-0.16,Matches
Thiago Mendes,br BRA,"MF,DF",31-019,23,1613.0,70.0,64.0,17.9,18,85.0,12,5,18.0,4,1.43,21.0,18.0,3.0,0.17,-0.63,24.7,22.2,2.5,0.14,-0.34,Matches
Johann Lepenant,fr FRA,MF,20-163,23,1573.0,68.0,62.4,17.5,17,82.0,10,6,30.0,4,1.52,23.0,18.0,5.0,0.29,-0.28,25.3,23.3,1.9,0.11,-0.39,Matches
Malo Gusto,fr FRA,DF,19-319,17,1442.0,85.0,57.2,16.0,17,85.0,12,0,,1,1.47,24.0,19.0,5.0,0.31,-0.19,27.8,18.2,9.6,0.6,0.8,Matches
Corentin Tolisso,fr FRA,MF,28-243,21,1309.0,62.0,51.9,14.5,17,71.0,4,4,27.0,0,1.48,29.0,20.0,9.0,0.62,0.47,24.5,19.0,5.5,0.38,0.25,Matches
Karl Toko Ekambi,cm CMR,"FW,MF",30-201,19,1353.0,71.0,53.7,15.0,15,83.0,8,4,26.0,0,1.32,23.0,19.0,4.0,0.27,-0.27,24.8,19.3,5.4,0.36,0.22,Matches
