Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Nicolás Tagliafico,ar ARG,DF,30-218,26.7,49,1.83,39,4,0,3,2,1,5,0.19,4,1,0,0,0,0,Matches
Castello Lukeba,fr FRA,DF,20-110,25.2,15,0.6,15,0,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
Alexandre Lacazette,fr FRA,FW,31-313,23.5,89,3.77,62,1,9,7,9,1,7,0.3,6,0,0,0,1,0,Matches
Anthony Lopes,pt POR,GK,32-187,22.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Maxence Caqueret,fr FRA,MF,23-050,22.2,79,3.56,59,7,6,3,3,1,12,0.54,9,0,1,1,0,1,Matches
Thiago Mendes,br BRA,"MF,DF",31-022,18.9,22,1.16,21,0,0,1,0,0,2,0.11,2,0,0,0,0,0,Matches
Johann Lepenant,fr FRA,MF,20-166,18.2,28,1.54,22,0,0,2,3,1,3,0.17,2,0,0,0,1,0,Matches
Malo Gusto,fr FRA,DF,19-322,16.0,46,2.87,38,2,4,0,2,0,2,0.12,2,0,0,0,0,0,Matches
Corentin Tolisso,fr FRA,MF,28-246,14.9,53,3.57,45,4,0,1,3,0,5,0.34,5,0,0,0,0,0,Matches
Sinaly Diomande,ci CIV,DF,21-362,15.4,9,0.58,7,1,0,0,0,1,1,0.06,0,1,0,0,0,0,Matches
Karl Toko Ekambi,cm CMR,"FW,MF",30-204,15.0,47,3.13,39,0,4,3,1,0,2,0.13,2,0,0,0,0,0,Matches
Tetê,br BRA,"FW,MF",23-050,12.3,30,2.44,20,4,2,3,1,0,7,0.57,4,0,1,1,1,0,Matches
Rayan Cherki,fr FRA,"MF,FW",19-232,13.2,90,6.8,51,22,13,3,1,0,8,0.6,5,1,1,1,0,0,Matches
Dejan Lovren,hr CRO,DF,33-275,11.7,8,0.68,4,0,0,4,0,0,0,0.0,0,0,0,0,0,0,Matches
Moussa Dembélé,fr FRA,"FW,MF",26-268,9.6,14,1.46,12,0,1,0,0,1,2,0.21,2,0,0,0,0,0,Matches
Bradley Barcola,fr FRA,"FW,MF",20-216,9.4,19,2.03,15,0,2,1,0,1,4,0.43,4,0,0,0,0,0,Matches
Sael Kumbedi,fr FRA,DF,18-011,8.6,13,1.52,10,1,1,1,0,0,5,0.58,4,1,0,0,0,0,Matches
Rémy Riou,fr FRA,GK,35-243,6.7,1,0.15,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Houssem Aouar,fr FRA,MF,24-280,5.2,12,2.31,8,0,2,2,0,0,2,0.39,2,0,0,0,0,0,Matches
Amin Sarr,se SWE,FW,22-026,4.8,7,1.45,5,0,0,0,2,0,1,0.21,1,0,0,0,0,0,Matches
Jérôme Boateng,de GER,DF,34-215,3.5,2,0.57,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Damien Da Silva,fr FRA,DF,34-324,3.8,1,0.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Romain Faivre,fr FRA,MF,24-266,3.3,13,3.87,10,3,0,0,0,0,1,0.3,0,1,0,0,0,0,Matches
Lucas Paquetá,br BRA,MF,25-222,1.8,9,5.09,5,0,1,1,0,2,1,0.57,0,0,0,1,0,0,Matches
Jeff Reine-Adélaïde,fr FRA,MF,25-079,3.7,20,5.36,16,1,1,1,0,1,2,0.54,2,0,0,0,0,0,Matches
Henrique,br BRA,DF,28-346,1.5,2,1.38,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Jefferson,br BRA,FW,23-097,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mohamed El Arouch,fr FRA,MF,19-000,0.0,1,90.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.3,29.0,679,23.41,509,50,46,36,28,10,74,2.55,58,5,3,4,3,1,
Opponent Total,,,27.0,29.0,540,18.62,396,50,31,26,28,9,52,1.79,33,5,3,3,8,0,
