Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Marco Carnesecchi,it ITA,GK,22-276,19.0,33,2,2,4,1,31.7,0.3,-0.3,-0.02,111,358,31.0,523,102,51.6,41.0,138,63.8,51.6,258,19,7.4,20,1.05,14.2,Matches
Ionuț Radu,ro ROU,GK,25-310,9.0,19,3,0,3,0,21.0,0.29,2.0,0.22,38,143,26.6,265,34,41.1,37.3,67,50.7,46.3,107,6,5.6,9,1.0,14.5,Matches
Squad Total,,,26.6,28.0,52,5,2,7,1,52.6,0.3,1.6,0.06,149,501,29.7,788,136,48.1,39.8,205,59.5,49.8,365,25,6.8,29,1.04,14.3,
Opponent Total,,,27.3,28.0,23,4,0,2,0,25.7,0.22,2.7,0.1,119,324,36.7,730,142,31.8,33.9,229,40.2,37.7,408,26,6.4,28,1.0,14.8,
