Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Emanuele Valeri,it ITA,DF,24-117,23.1,2,0,0,20,29,2,115,13,19,0,0,0,144,10,19,34.5,Matches
Charles Pickel,ch SUI,MF,25-323,21.8,8,0,0,27,13,3,7,19,16,0,0,0,132,39,58,40.2,Matches
Leonardo Sernicola,it ITA,DF,25-247,19.8,7,0,0,33,36,3,98,27,23,0,1,0,103,21,18,53.8,Matches
David Okereke,ng NGA,"FW,MF",25-217,19.8,4,0,0,15,28,7,19,5,7,3,1,0,46,35,64,35.4,Matches
Matteo Bianchetti,it ITA,DF,30-017,19.8,4,0,0,16,8,0,2,16,17,0,1,0,117,54,31,63.5,Matches
Marco Carnesecchi,it ITA,GK,22-276,19.0,1,0,0,0,2,0,0,0,0,0,0,0,21,2,1,66.7,Matches
Soualiho Meïté,fr FRA,MF,29-017,16.3,5,0,0,21,25,0,9,17,21,0,0,0,109,16,10,61.5,Matches
Cyriel Dessers,ng NGA,FW,28-116,15.0,3,0,0,30,13,21,8,3,3,0,0,0,26,11,40,21.6,Matches
Emanuel Aiwum,at AUT,DF,22-099,15.4,3,0,0,17,10,0,4,22,29,0,0,0,101,25,12,67.6,Matches
Luka Lochoshvili,ge GEO,DF,24-309,14.0,4,0,0,25,7,1,5,16,13,0,1,0,63,23,13,63.9,Matches
Johan Vásquez,mx MEX,DF,24-163,12.0,6,0,0,17,14,0,3,23,13,0,0,0,80,18,30,37.5,Matches
Vlad Chiricheș,ro ROU,DF,33-140,8.1,2,0,0,13,4,0,0,16,15,0,0,1,53,12,17,41.4,Matches
Ionuț Radu,ro ROU,GK,25-310,9.0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,1,75.0,Matches
Luca Zanimacchia,it ITA,"MF,FW",24-258,8.3,2,0,0,9,10,2,46,9,13,1,0,0,48,3,10,23.1,Matches
Alex Ferrari,it ITA,DF,28-276,7.6,3,0,0,7,5,0,2,17,18,0,0,0,55,10,4,71.4,Matches
Frank Tsadjout,it ITA,"FW,MF",23-249,7.5,1,0,0,15,11,2,4,6,6,0,0,0,27,46,47,49.5,Matches
Michele Castagnetti,it ITA,MF,33-097,9.3,2,0,0,10,10,0,29,11,13,0,0,0,69,6,8,42.9,Matches
Marco Benassi,it ITA,MF,28-207,8.2,1,0,0,6,5,0,24,9,11,0,0,0,53,4,10,28.6,Matches
Santiago Ascacíbar,ar ARG,MF,26-037,8.1,1,0,0,11,9,0,5,13,14,0,0,0,62,10,20,33.3,Matches
Gonzalo Escalante,ar ARG,MF,30-007,6.2,0,1,0,6,5,0,1,10,8,0,0,0,39,9,9,50.0,Matches
Daniel Ciofani,it ITA,FW,37-246,7.7,1,0,0,5,10,3,2,0,3,0,0,0,18,25,50,33.3,Matches
Paolo Ghiglione,it ITA,DF,26-060,6.1,2,0,0,11,5,2,34,3,8,0,1,0,32,3,5,37.5,Matches
Felix Afena-Gyan,gh GHA,"FW,MF",20-074,6.7,2,0,0,14,7,4,4,1,3,0,0,0,26,12,27,30.8,Matches
Giacomo Quagliata,it ITA,DF,23-043,5.5,0,0,0,10,8,0,40,8,7,0,0,0,43,2,8,20.0,Matches
Cristian Buonaiuto,it ITA,"MF,FW",30-095,6.7,2,0,0,11,12,0,50,9,6,0,0,0,47,4,14,22.2,Matches
Jack Hendry,sct SCO,DF,27-331,2.4,1,0,0,2,1,0,1,1,0,0,0,0,14,8,3,72.7,Matches
Pablo Galdames Millán,cl CHI,"MF,DF",26-094,2.3,0,0,0,3,0,0,10,3,6,0,0,0,14,1,3,25.0,Matches
Jaime Báez,uy URU,DF,27-343,1.1,0,0,0,1,1,1,9,0,2,0,0,0,5,1,0,100.0,Matches
Samuel Di Carmine,it ITA,"FW,MF",34-186,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
Tommaso Milanese,it ITA,MF,20-246,0.3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0.0,Matches
Christian Acella,it ITA,MF,20-270,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,26.6,28.0,67,1,0,356,290,51,533,277,294,4,5,1,1560,413,535,43.6,
Opponent Total,,,27.3,28.0,52,0,0,309,337,50,486,229,247,4,6,0,1606,535,413,56.4,
