Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Emanuele Valeri,it ITA,DF,24-102,22.1,2,31,5,16.1,1.41,0.23,0.06,0.4,20.8,2,0,0,1.6,1.6,0.05,0.4,0.4,Matches
Charles Pickel,ch SUI,MF,25-308,20.8,1,17,6,35.3,0.82,0.29,0.06,0.17,14.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Leonardo Sernicola,it ITA,DF,25-232,19.8,1,21,4,19.0,1.06,0.2,0.05,0.25,21.4,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
David Okereke,ng NGA,"FW,MF",25-202,19.8,5,46,15,32.6,2.33,0.76,0.09,0.27,17.8,0,1,1,4.2,3.4,0.07,0.8,0.6,Matches
Matteo Bianchetti,it ITA,DF,30-002,18.8,1,6,4,66.7,0.32,0.21,0.17,0.25,10.6,0,0,0,0.7,0.7,0.12,0.3,0.3,Matches
Marco Carnesecchi,it ITA,GK,22-261,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Soualiho Meïté,fr FRA,MF,29-002,15.4,0,11,1,9.1,0.71,0.06,0.0,0.0,23.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Cyriel Dessers,ng NGA,FW,28-101,14.8,5,41,10,24.4,2.77,0.67,0.12,0.5,13.5,0,0,1,6.2,5.4,0.13,-1.2,-0.4,Matches
Emanuel Aiwum,at AUT,DF,22-084,14.4,0,3,1,33.3,0.21,0.07,0.0,0.0,17.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Luka Lochoshvili,ge GEO,DF,24-294,13.3,0,4,1,25.0,0.3,0.08,0.0,0.0,20.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Johan Vásquez,mx MEX,DF,24-148,11.7,0,6,0,0.0,0.51,0.0,0.0,,12.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Vlad Chiricheș,ro ROU,DF,33-125,8.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ionuț Radu,ro ROU,GK,25-295,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luca Zanimacchia,it ITA,"MF,FW",24-243,8.3,0,19,4,21.1,2.29,0.48,0.0,0.0,19.9,2,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
Alex Ferrari,it ITA,DF,28-261,7.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Frank Tsadjout,it ITA,"FW,MF",23-234,6.5,2,13,6,46.2,1.99,0.92,0.15,0.33,17.2,0,0,0,1.0,1.0,0.07,1.0,1.0,Matches
Michele Castagnetti,it ITA,MF,33-082,8.4,0,7,1,14.3,0.83,0.12,0.0,0.0,25.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Santiago Ascacíbar,ar ARG,MF,26-022,8.1,0,14,3,21.4,1.73,0.37,0.0,0.0,27.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Marco Benassi,it ITA,MF,28-192,7.4,0,11,5,45.5,1.49,0.68,0.0,0.0,22.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Gonzalo Escalante,ar ARG,MF,29-357,6.2,0,6,1,16.7,0.97,0.16,0.0,0.0,17.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Paolo Ghiglione,it ITA,DF,26-045,5.9,0,3,0,0.0,0.51,0.0,0.0,,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Daniel Ciofani,it ITA,FW,37-231,7.0,5,22,8,36.4,3.13,1.14,0.14,0.38,13.8,0,2,3,4.3,1.8,0.08,0.7,1.2,Matches
Felix Afena-Gyan,gh GHA,"FW,MF",20-059,6.7,0,15,1,6.7,2.24,0.15,0.0,0.0,18.7,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
Giacomo Quagliata,it ITA,DF,23-028,5.5,0,9,1,11.1,1.64,0.18,0.0,0.0,19.9,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Cristian Buonaiuto,it ITA,"MF,FW",30-080,6.6,0,27,8,29.6,4.11,1.22,0.0,0.0,19.1,5,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches
Jack Hendry,sct SCO,DF,27-316,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pablo Galdames Millán,cl CHI,"MF,DF",26-079,2.0,0,1,0,0.0,0.49,0.0,0.0,,13.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Jaime Báez,uy URU,DF,27-328,1.1,0,2,0,0.0,1.87,0.0,0.0,,23.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Samuel Di Carmine,it ITA,"FW,MF",34-171,0.3,0,1,0,0.0,3.21,0.0,0.0,,11.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Tommaso Milanese,it ITA,MF,20-231,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Christian Acella,it ITA,MF,20-255,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.6,27.0,22,336,85,25.3,12.44,3.15,0.06,0.22,18.4,10,3,5,27.6,23.7,0.07,-5.6,-4.7,
Opponent Total,,,27.2,27.0,48,403,157,39.0,14.93,5.81,0.11,0.27,17.3,18,5,5,47.5,43.6,0.11,0.5,-0.6,
