Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Emanuele Valeri,it ITA,DF,24-117,23.1,509,917,55.5,9546,4618,219,281,77.9,205,356,57.6,70,203,34.5,2,3.4,2.9,-1.4,36,49,41,22,72,Matches
Charles Pickel,ch SUI,MF,25-323,21.8,607,791,76.7,9723,2865,302,370,81.6,243,289,84.1,43,77,55.8,0,1.0,1.0,-1.0,13,69,10,0,90,Matches
Leonardo Sernicola,it ITA,DF,25-247,19.8,485,748,64.8,8415,3642,234,283,82.7,178,292,61.0,56,121,46.3,1,1.2,1.4,-0.2,17,40,23,17,50,Matches
David Okereke,ng NGA,"FW,MF",25-217,19.8,281,403,69.7,4796,1190,139,185,75.1,102,126,81.0,31,42,73.8,0,1.0,1.0,-1.0,18,26,23,5,64,Matches
Matteo Bianchetti,it ITA,DF,30-017,19.8,583,758,76.9,11399,4744,200,233,85.8,315,365,86.3,61,135,45.2,0,0.3,0.4,-0.3,4,37,6,1,39,Matches
Marco Carnesecchi,it ITA,GK,22-276,19.0,402,663,60.6,12824,10043,71,71,100.0,161,165,97.6,164,419,39.1,1,0.1,0.1,0.9,1,25,1,0,0,Matches
Soualiho Meïté,fr FRA,MF,29-017,16.3,506,614,82.4,8362,2191,257,292,88.0,198,224,88.4,39,66,59.1,1,0.4,0.4,0.6,9,44,15,3,55,Matches
Cyriel Dessers,ng NGA,FW,28-116,15.0,149,236,63.1,2103,352,84,125,67.2,51,72,70.8,6,13,46.2,0,1.4,1.1,-1.4,20,9,8,1,23,Matches
Emanuel Aiwum,at AUT,DF,22-099,15.4,533,681,78.3,8833,3134,252,279,90.3,234,283,82.7,34,85,40.0,0,0.4,0.7,-0.4,4,40,7,1,41,Matches
Luka Lochoshvili,ge GEO,DF,24-309,14.0,439,561,78.3,8086,3027,167,184,90.8,239,272,87.9,31,88,35.2,1,1.0,0.2,0.0,4,35,3,1,62,Matches
Johan Vásquez,mx MEX,DF,24-163,12.0,347,480,72.3,6031,2357,148,180,82.2,167,203,82.3,24,73,32.9,0,0.2,0.1,-0.2,4,24,1,0,31,Matches
Vlad Chiricheș,ro ROU,DF,33-140,8.1,266,316,84.2,5252,2451,98,106,92.5,127,145,87.6,36,55,65.5,0,0.0,0.0,0.0,1,12,0,0,11,Matches
Ionuț Radu,ro ROU,GK,25-310,9.0,221,336,65.8,6117,4391,51,52,98.1,100,102,98.0,69,177,39.0,0,0.4,0.1,-0.4,2,10,2,0,0,Matches
Luca Zanimacchia,it ITA,"MF,FW",24-258,8.3,213,312,68.3,3230,932,122,155,78.7,68,102,66.7,18,37,48.6,0,0.9,1.0,-0.9,14,12,12,2,26,Matches
Alex Ferrari,it ITA,DF,28-276,7.6,249,336,74.1,4853,1665,88,110,80.0,130,155,83.9,29,60,48.3,0,0.1,0.2,-0.1,3,24,3,0,21,Matches
Frank Tsadjout,it ITA,"FW,MF",23-249,7.5,121,186,65.1,1521,252,81,115,70.4,31,44,70.5,2,7,28.6,1,0.3,0.2,0.7,7,9,1,0,11,Matches
Michele Castagnetti,it ITA,MF,33-097,9.3,372,495,75.2,6464,2562,161,190,84.7,168,218,77.1,34,68,50.0,1,1.4,1.3,-0.4,19,56,12,2,74,Matches
Marco Benassi,it ITA,MF,28-207,8.2,187,263,71.1,3317,806,84,98,85.7,83,106,78.3,16,38,42.1,0,0.4,0.5,-0.4,7,10,4,2,21,Matches
Santiago Ascacíbar,ar ARG,MF,26-037,8.1,358,435,82.3,6100,2189,182,207,87.9,135,145,93.1,34,56,60.7,0,0.4,0.5,-0.4,8,50,7,2,41,Matches
Gonzalo Escalante,ar ARG,MF,30-007,6.2,222,290,76.6,3755,1430,99,117,84.6,103,122,84.4,16,36,44.4,1,0.2,0.1,0.8,4,30,2,0,30,Matches
Daniel Ciofani,it ITA,FW,37-246,7.7,82,143,57.3,1102,298,49,71,69.0,21,39,53.8,5,10,50.0,0,0.5,0.7,-0.5,7,8,3,0,5,Matches
Paolo Ghiglione,it ITA,DF,26-060,6.1,120,226,53.1,2416,1316,41,63,65.1,60,102,58.8,19,48,39.6,1,0.5,0.5,0.5,10,15,15,12,18,Matches
Felix Afena-Gyan,gh GHA,"FW,MF",20-074,6.7,109,143,76.2,1381,136,74,87,85.1,25,33,75.8,3,5,60.0,0,0.1,0.2,-0.1,3,3,0,0,6,Matches
Giacomo Quagliata,it ITA,DF,23-043,5.5,153,249,61.4,2576,1123,77,88,87.5,63,98,64.3,11,44,25.0,0,0.4,0.5,-0.4,6,16,8,6,23,Matches
Cristian Buonaiuto,it ITA,"MF,FW",30-095,6.7,199,312,63.8,3216,1157,98,125,78.4,74,108,68.5,16,52,30.8,0,1.4,1.4,-1.4,13,18,13,3,26,Matches
Jack Hendry,sct SCO,DF,27-331,2.4,118,137,86.1,2402,1087,40,44,90.9,58,67,86.6,17,22,77.3,0,0.0,0.0,0.0,1,12,1,0,9,Matches
Pablo Galdames Millán,cl CHI,"MF,DF",26-094,2.3,79,111,71.2,1350,394,45,51,88.2,24,35,68.6,9,18,50.0,0,0.2,0.3,-0.2,6,8,2,0,12,Matches
Jaime Báez,uy URU,DF,27-343,1.1,32,48,66.7,640,379,8,10,80.0,13,17,76.5,7,14,50.0,0,0.1,0.3,-0.1,2,7,2,2,4,Matches
Samuel Di Carmine,it ITA,"FW,MF",34-186,0.3,6,8,75.0,79,30,4,5,80.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Tommaso Milanese,it ITA,MF,20-246,0.3,10,14,71.4,182,41,4,5,80.0,3,5,60.0,2,3,66.7,0,0.2,0.1,-0.2,3,3,0,0,2,Matches
Christian Acella,it ITA,MF,20-270,0.2,9,9,100.0,129,4,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,26.6,28.0,7967,11221,71.0,146200,60806,3484,4187,83.2,3383,4294,78.8,903,2073,43.6,10,17.9,17.1,-7.9,246,702,225,82,868,
Opponent Total,,,27.3,28.0,11945,15049,79.4,217859,79407,5266,6065,86.8,4929,5787,85.2,1451,2440,59.5,33,37.1,30.5,-4.1,318,860,248,66,1161,
