Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Marco Carnesecchi,it ITA,GK,22-261,18,18,1620,18.0,30,1.67,98,69,71.4,1,7,10,2,11.1,2,2,0,0,0.0,Matches
Ionuț Radu,ro ROU,GK,25-295,9,9,810,9.0,19,2.11,64,45,75.0,0,3,6,1,11.1,3,3,0,0,0.0,Matches
Squad Total,,,26.6,27,27,2430,27.0,49,1.81,162,114,72.8,1,10,16,3,11.1,5,5,0,0,0.0,
Opponent Total,,,27.2,27,27,2430,27.0,22,0.81,90,66,78.9,16,10,1,12,44.4,5,3,2,0,40.0,
