Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Emanuele Valeri,it ITA,DF,24-117,27,2075.0,77.0,82.3,23.1,24,83.0,15,3,31.0,0,0.48,20.0,39.0,-19.0,-0.82,1.2,24.5,40.5,-16.0,-0.69,0.39,Matches
Charles Pickel,ch SUI,MF,25-323,26,1963.0,76.0,77.9,21.8,24,80.0,12,2,25.0,1,0.5,16.0,37.0,-21.0,-0.96,0.33,22.3,35.8,-13.5,-0.62,0.63,Matches
Leonardo Sernicola,it ITA,DF,25-247,23,1782.0,77.0,70.7,19.8,21,82.0,14,2,29.0,4,0.52,16.0,38.0,-22.0,-1.11,-0.26,21.4,34.6,-13.2,-0.67,0.32,Matches
David Okereke,ng NGA,"FW,MF",25-217,25,1779.0,71.0,70.6,19.8,21,78.0,7,4,35.0,1,0.52,17.0,33.0,-16.0,-0.81,0.77,22.3,35.0,-12.7,-0.64,0.4,Matches
Matteo Bianchetti,it ITA,DF,30-017,21,1783.0,85.0,70.8,19.8,19,89.0,17,2,49.0,4,0.43,19.0,39.0,-20.0,-1.01,0.09,21.7,36.7,-15.0,-0.76,0.02,Matches
Marco Carnesecchi,it ITA,GK,22-276,19,1710.0,90.0,67.9,19.0,19,90.0,19,0,,2,0.53,16.0,33.0,-17.0,-0.89,0.44,20.6,31.4,-10.8,-0.57,0.6,Matches
Soualiho Meïté,fr FRA,MF,29-017,21,1466.0,70.0,58.2,16.3,18,78.0,9,3,21.0,1,0.57,11.0,30.0,-19.0,-1.17,-0.31,16.5,30.3,-13.8,-0.85,-0.2,Matches
Cyriel Dessers,ng NGA,FW,28-116,22,1351.0,61.0,53.6,15.0,16,74.0,6,6,28.0,2,0.27,11.0,30.0,-19.0,-1.27,-0.5,15.4,28.8,-13.4,-0.89,-0.28,Matches
Emanuel Aiwum,at AUT,DF,22-099,19,1389.0,73.0,55.1,15.4,15,87.0,12,4,23.0,7,0.37,10.0,29.0,-19.0,-1.23,-0.44,14.4,30.6,-16.2,-1.05,-0.64,Matches
Luka Lochoshvili,ge GEO,DF,24-309,17,1263.0,74.0,50.1,14.0,15,80.0,6,2,31.0,6,0.41,10.0,24.0,-14.0,-1.0,0.08,15.6,23.3,-7.7,-0.55,0.42,Matches
Johan Vásquez,mx MEX,DF,24-163,16,1079.0,67.0,42.8,12.0,11,88.0,10,5,22.0,8,0.5,11.0,23.0,-12.0,-1.0,0.06,12.1,22.4,-10.3,-0.86,-0.17,Matches
Vlad Chiricheș,ro ROU,DF,33-140,11,726.0,66.0,28.8,8.1,10,72.0,6,1,7.0,1,0.55,4.0,15.0,-11.0,-1.36,-0.46,5.5,13.6,-8.0,-0.99,-0.33,Matches
