Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Emanuele Valeri,it ITA,DF,24-120,23.1,1173,47,289,451,460,49,1173,52,8,15.4,32,61.5,563,4096,2320,83,44,15,47,19,577,118,Matches
Charles Pickel,ch SUI,MF,25-326,21.8,1020,41,219,579,229,33,1020,13,3,23.1,7,53.8,476,1819,804,11,17,1,29,13,555,45,Matches
Leonardo Sernicola,it ITA,DF,25-250,19.8,948,40,243,388,330,19,948,39,14,35.9,16,41.0,459,2841,1654,48,34,3,22,19,478,78,Matches
David Okereke,ng NGA,"FW,MF",25-220,19.8,624,17,51,251,330,69,623,55,26,47.3,22,40.0,366,2406,1226,41,35,10,48,29,461,116,Matches
Matteo Bianchetti,it ITA,DF,30-020,19.8,964,160,569,369,32,11,964,3,2,66.7,1,33.3,429,2010,1027,6,2,0,6,2,453,3,Matches
Marco Carnesecchi,it ITA,GK,22-279,19.0,717,627,717,0,0,0,717,0,0,,0,,395,2111,1148,0,0,0,0,0,288,0,Matches
Soualiho Meïté,fr FRA,MF,29-020,16.3,773,31,208,436,141,9,773,37,17,45.9,11,29.7,438,2260,1050,17,14,4,19,22,480,17,Matches
Cyriel Dessers,ng NGA,FW,28-119,15.0,400,8,14,137,252,102,399,30,9,30.0,20,66.7,226,1096,413,15,8,19,50,20,287,95,Matches
Emanuel Aiwum,at AUT,DF,22-102,15.4,838,91,429,373,47,5,838,9,3,33.3,4,44.4,429,2862,1466,19,11,0,6,4,436,7,Matches
Luka Lochoshvili,ge GEO,DF,24-312,14.0,720,76,363,321,46,5,720,9,6,66.7,3,33.3,387,2226,1354,14,14,0,8,4,410,4,Matches
Johan Vásquez,mx MEX,DF,24-166,12.0,625,92,336,246,51,12,625,8,6,75.0,2,25.0,289,1375,771,14,5,1,9,6,301,8,Matches
Vlad Chiricheș,ro ROU,DF,33-143,8.1,414,85,264,148,6,2,414,1,0,0.0,0,0.0,197,1072,556,2,2,0,1,3,215,1,Matches
Ionuț Radu,ro ROU,GK,25-313,9.0,366,305,366,0,0,0,366,0,0,,0,,205,1089,772,0,0,0,0,0,170,0,Matches
Luca Zanimacchia,it ITA,"MF,FW",24-261,8.3,416,8,54,156,211,33,416,14,5,35.7,8,57.1,208,1356,595,22,20,8,20,12,242,70,Matches
Alex Ferrari,it ITA,DF,28-279,7.6,429,35,219,195,19,1,429,4,1,25.0,3,75.0,216,889,305,1,3,0,3,1,204,1,Matches
Frank Tsadjout,it ITA,"FW,MF",23-252,7.5,272,6,24,124,126,34,272,10,6,60.0,2,20.0,133,611,252,7,7,2,26,6,199,41,Matches
Michele Castagnetti,it ITA,MF,33-100,9.3,574,18,122,329,131,7,574,4,2,50.0,1,25.0,271,1178,621,9,6,0,11,1,322,7,Matches
Marco Benassi,it ITA,MF,28-210,8.2,343,11,70,160,115,12,343,8,7,87.5,0,0.0,165,917,361,10,12,0,9,8,171,26,Matches
Santiago Ascacíbar,ar ARG,MF,26-040,8.1,553,26,177,280,100,4,553,9,4,44.4,4,44.4,254,976,442,1,3,0,8,4,314,6,Matches
Gonzalo Escalante,ar ARG,MF,30-010,6.2,352,16,103,199,56,7,352,5,1,20.0,3,60.0,174,660,341,3,4,0,7,7,226,8,Matches
Daniel Ciofani,it ITA,FW,37-249,7.7,221,5,14,78,129,46,217,1,0,0.0,1,100.0,110,293,91,5,7,1,18,9,164,28,Matches
Paolo Ghiglione,it ITA,DF,26-063,6.1,283,13,76,108,101,5,283,7,0,0.0,7,100.0,114,591,290,4,5,1,5,4,133,31,Matches
Felix Afena-Gyan,gh GHA,"FW,MF",20-077,6.7,232,5,28,86,122,22,232,20,6,30.0,9,45.0,149,943,348,18,11,2,23,15,165,44,Matches
Giacomo Quagliata,it ITA,DF,23-046,5.5,313,9,83,104,135,8,313,12,4,33.3,6,50.0,133,864,605,13,13,0,9,4,145,37,Matches
Cristian Buonaiuto,it ITA,"MF,FW",30-098,6.7,423,6,39,169,221,35,423,34,16,47.1,16,47.1,244,1445,566,19,19,5,20,16,258,55,Matches
Jack Hendry,sct SCO,DF,27-334,2.4,148,13,71,73,7,0,148,1,0,0.0,1,100.0,94,571,361,1,2,0,0,0,90,0,Matches
Pablo Galdames Millán,cl CHI,"MF,DF",26-097,2.3,135,3,30,73,32,4,135,1,0,0.0,1,100.0,72,214,90,0,1,0,2,0,82,6,Matches
Jaime Báez,uy URU,DF,27-346,1.1,62,3,10,37,16,2,62,2,1,50.0,0,0.0,34,197,124,5,3,0,1,0,34,8,Matches
Samuel Di Carmine,it ITA,"FW,MF",34-189,0.3,9,0,0,4,5,2,9,1,1,100.0,0,0.0,6,31,6,1,0,0,0,0,6,2,Matches
Tommaso Milanese,it ITA,MF,20-249,0.3,19,0,1,7,12,2,19,2,1,50.0,1,50.0,13,71,38,2,1,0,3,1,14,1,Matches
Christian Acella,it ITA,MF,20-273,0.2,11,0,1,9,1,0,11,0,0,,0,,7,19,7,0,0,0,1,0,8,0,Matches
Squad Total,,,26.6,28.0,14377,1797,5190,5890,3463,540,14371,391,149,38.1,181,46.3,7256,39089,20004,391,303,72,411,229,7888,863,
Opponent Total,,,27.3,28.0,18353,1823,6110,7985,4445,659,18348,598,253,42.3,280,46.8,10513,55483,29328,537,423,136,457,250,11854,1157,
