Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Filipe Relvas,pt POR,DF,23-198,25.9,4,0,0,16,13,2,13,49,22,1,0,0,135,84,30,73.7,Matches
Fahd Moufi,ma MAR,DF,26-336,22.7,2,1,0,23,36,3,97,37,14,0,0,0,123,49,33,59.8,Matches
Kosuke Nakamura,jp JPN,GK,28-038,22.0,3,0,0,1,4,0,0,0,1,0,1,0,37,1,0,100.0,Matches
Pedrão,br BRA,DF,25-338,22.0,10,0,0,36,13,1,9,23,19,1,0,0,149,42,12,77.8,Matches
Moustapha Seck,sn SEN,DF,27-042,20.2,6,1,1,32,31,1,110,26,29,0,0,0,103,32,23,58.2,Matches
Welinton Júnior,br BRA,"FW,MF",29-302,17.7,7,0,0,29,43,13,11,4,6,2,0,0,57,18,49,26.9,Matches
Paulo Estrela Moreira,pt POR,MF,24-045,13.9,3,0,0,21,11,1,64,30,18,0,0,0,84,11,8,57.9,Matches
Lamine Diaby,fr FRA,MF,26-215,14.3,4,0,0,28,19,3,5,19,17,0,1,0,105,37,21,63.8,Matches
Yago Cariello,br BRA,FW,23-253,12.4,4,0,0,25,22,13,3,0,3,1,0,0,30,43,52,45.3,Matches
Zié Mohamed Ouattara,ci CIV,"FW,MF",23-087,12.1,4,0,0,10,6,1,36,14,16,0,1,0,65,17,15,53.1,Matches
Luquinha,br BRA,"MF,FW",22-185,13.0,2,0,0,26,17,0,39,1,12,1,0,0,74,10,14,41.7,Matches
Pedro Sá,pt POR,MF,29-126,8.1,2,1,0,20,5,0,2,6,3,0,0,0,37,14,10,58.3,Matches
Gustavo Klismahn,br BRA,MF,23-134,6.6,2,0,0,20,6,0,20,3,8,0,1,0,39,8,5,61.5,Matches
Bryan Róchez,hn HON,FW,28-095,8.4,2,0,0,10,16,7,2,1,5,0,0,0,20,34,42,44.7,Matches
Rui Gomes,pt POR,"FW,MF",25-214,8.8,4,0,0,14,7,2,57,7,5,0,0,0,54,9,11,45.0,Matches
Ewerton,br BRA,MF,30-126,6.5,3,0,0,10,8,0,1,3,12,0,0,0,35,2,15,11.8,Matches
Park Ji-soo,kr KOR,DF,28-297,6.0,0,0,0,2,8,0,0,5,9,0,0,0,29,12,6,66.7,Matches
Lucão,br BRA,DF,30-258,5.5,1,0,0,4,2,1,0,2,4,0,0,0,38,16,6,72.7,Matches
Henrique Jocú,pt POR,"MF,FW",21-209,5.1,1,0,0,6,4,0,12,7,5,0,0,0,35,6,2,75.0,Matches
Nonoca,br BRA,MF,24-322,4.6,4,1,1,12,11,0,7,1,6,0,0,0,31,6,4,60.0,Matches
Anderson,br BRA,"FW,MF",24-264,4.2,2,0,0,4,6,1,6,0,0,0,0,0,23,1,6,14.3,Matches
Maurício,br BRA,"MF,DF",34-167,4.8,1,0,0,10,17,0,4,5,7,0,0,0,37,6,4,60.0,Matches
Samuel Portugal,br BRA,GK,29-008,4.0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,100.0,Matches
Willyan,br BRA,"DF,MF",28-069,4.0,1,0,0,4,9,1,1,8,4,0,0,0,33,18,4,81.8,Matches
Yony González,co COL,"FW,MF",28-269,3.8,0,0,0,4,6,5,9,2,7,0,0,0,13,6,5,54.5,Matches
Gonçalo Costa,pt POR,"DF,FW",23-047,2.1,1,0,0,4,2,1,10,5,2,0,0,0,9,3,1,75.0,Matches
Adewele Sapara,ng NGA,"FW,MF",28-069,1.3,1,0,0,3,1,0,6,3,4,0,0,0,11,1,6,14.3,Matches
Wagner,br BRA,DF,23-257,1.0,0,0,0,0,0,0,0,2,3,0,0,0,9,3,0,100.0,Matches
Ricardo Matos,pt POR,"FW,MF",23-012,2.1,1,0,0,4,2,0,0,0,2,0,0,0,11,1,18,5.3,Matches
Bruno Reis,pt POR,MF,23-260,0.5,0,0,0,5,1,0,0,0,1,0,0,0,8,0,1,0.0,Matches
Carlinhos,br BRA,DF,28-288,0.3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,Matches
Sérgio Conceição,pt POR,MF,26-145,0.1,0,0,0,0,1,0,3,0,0,0,0,0,2,0,1,0.0,Matches
David Pastor,br BRA,MF,23-045,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
Wilinton Aponzá,co COL,MF,23-008,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Squad Total,,,26.3,26.0,76,4,2,385,328,56,528,263,245,6,4,0,1446,494,404,55.0,
Opponent Total,,,27.0,26.0,68,9,5,337,360,41,516,239,226,3,7,0,1344,404,494,45.0,
