Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Kosuke Nakamura,jp JPN,GK,28-038,22,22,1980,22.0,31,1.41,129,97,77.5,5,2,15,4,18.2,4,2,1,1,33.3,Matches
Samuel Portugal,br BRA,GK,29-008,4,4,360,4.0,2,0.5,18,16,88.9,3,0,1,2,50.0,0,0,0,0,,Matches
Squad Total,,,26.3,26,26,2340,26.0,33,1.27,147,113,78.9,8,2,16,6,23.1,4,2,1,1,33.3,
Opponent Total,,,27.0,26,26,2336,26.0,18,0.69,95,75,84.2,16,2,8,14,53.8,7,3,2,2,40.0,
