Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Filipe Relvas,pt POR,DF,23-195,25,2240.0,90.0,99.6,24.9,25,90.0,24,0,,0,1.04,18.0,32.0,-14.0,-0.56,-0.56,31.6,38.3,-6.7,-0.27,-0.47,Matches
Fahd Moufi,ma MAR,DF,26-333,23,1951.0,85.0,86.7,21.7,23,85.0,19,0,,0,1.09,17.0,28.0,-11.0,-0.51,0.4,26.3,32.3,-5.9,-0.27,-0.06,Matches
Kosuke Nakamura,jp JPN,GK,28-035,21,1890.0,90.0,84.0,21.0,21,90.0,21,0,,4,0.81,12.0,30.0,-18.0,-0.86,-1.86,26.2,35.1,-8.9,-0.42,-0.98,Matches
Pedrão,br BRA,DF,25-335,21,1886.0,90.0,83.8,21.0,21,90.0,20,0,,0,0.95,13.0,29.0,-16.0,-0.76,-1.26,27.4,35.0,-7.6,-0.36,-0.6,Matches
Moustapha Seck,sn SEN,DF,27-039,21,1750.0,83.0,77.8,19.4,21,83.0,13,0,,2,1.24,10.0,21.0,-11.0,-0.57,-0.03,22.5,29.8,-7.3,-0.37,-0.49,Matches
Welinton Júnior,br BRA,"FW,MF",29-299,17,1505.0,89.0,66.9,16.7,17,89.0,13,0,,0,1.35,14.0,18.0,-4.0,-0.24,0.97,20.2,21.9,-1.7,-0.1,0.49,Matches
Paulo Estrela Moreira,pt POR,MF,24-042,20,1253.0,63.0,55.7,13.9,16,72.0,3,4,26.0,3,0.95,8.0,19.0,-11.0,-0.79,-0.52,19.4,21.9,-2.5,-0.18,0.19,Matches
Lamine Diaby,fr FRA,"MF,DF",26-212,20,1198.0,60.0,53.2,13.3,13,77.0,6,7,28.0,2,0.85,7.0,21.0,-14.0,-1.05,-1.05,15.8,25.9,-10.1,-0.76,-1.05,Matches
Yago Cariello,br BRA,FW,23-250,18,1118.0,62.0,49.7,12.4,13,77.0,5,5,22.0,2,0.94,10.0,15.0,-5.0,-0.4,0.31,15.0,17.6,-2.6,-0.21,0.11,Matches
Zié Mohamed Ouattara,ci CIV,"FW,MF",23-084,19,1091.0,57.0,48.5,12.1,12,80.0,5,7,18.0,4,0.89,8.0,19.0,-11.0,-0.91,-0.67,13.6,23.5,-9.8,-0.81,-1.06,Matches
Luquinha,br BRA,"MF,FW",22-182,17,1170.0,69.0,52.0,13.0,11,82.0,3,6,45.0,0,1.18,15.0,16.0,-1.0,-0.08,1.01,17.8,15.7,2.1,0.16,0.89,Matches
Pedro Sá,pt POR,MF,29-123,12,731.0,61.0,32.5,8.1,11,62.0,3,1,45.0,2,1.5,7.0,5.0,2.0,0.25,1.19,7.1,10.4,-3.3,-0.41,-0.21,Matches
Bryan Róchez,hn HON,FW,28-092,15,714.0,48.0,31.7,7.9,7,73.0,2,8,26.0,5,1.13,6.0,9.0,-3.0,-0.38,0.27,12.6,11.0,1.6,0.2,0.69,Matches
