Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Kosuke Nakamura,jp JPN,GK,28-035,21.0,30,2,1,3,0,36.3,0.27,6.3,0.3,144,379,38.0,637,95,41.3,35.1,188,61.7,47.4,330,9,2.7,27,1.29,14.3,Matches
Samuel Portugal,br BRA,GK,29-005,4.0,2,0,0,0,0,3.6,0.2,1.6,0.39,24,68,35.3,111,15,41.4,37.4,27,81.5,57.4,70,4,5.7,5,1.25,14.5,Matches
Squad Total,,,26.3,25.0,32,2,1,3,0,39.9,0.26,7.9,0.32,168,447,37.6,748,110,41.3,35.5,215,64.2,48.6,400,13,3.3,32,1.28,14.3,
Opponent Total,,,26.9,25.0,18,3,0,2,0,25.4,0.22,7.4,0.3,92,325,28.3,637,129,34.4,34.4,208,51.0,43.4,391,23,5.9,25,1.0,12.4,
