Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Milan van Ewijk,nl NED,DF,22-210,27.0,49,31,31,13,5,19,25,76.0,6,28,4,24,39,88,71,1,Matches
Paweł Bochniewicz,pl POL,DF,27-066,26.4,38,21,25,11,2,23,34,67.6,11,27,17,10,44,82,141,0,Matches
Mats Köhlert,de GER,DF,24-339,23.2,45,25,24,14,7,21,51,41.2,30,25,6,19,28,73,37,0,Matches
Thom Haye,nl NED,MF,28-056,23.2,60,42,28,27,5,35,59,59.3,24,28,7,21,29,89,25,1,Matches
Anas Tahiri,be BEL,MF,27-326,22.2,27,16,19,7,1,16,26,61.5,10,23,6,17,31,58,23,0,Matches
Sydney van Hooijdonk,nl NED,FW,23-059,22.0,6,3,3,1,2,1,10,10.0,9,7,4,3,1,7,16,0,Matches
Simon Olsson,se SWE,"MF,FW",25-204,18.9,21,11,8,10,3,14,34,41.2,20,24,5,19,14,35,13,0,Matches
Amin Sarr,se SWE,FW,22-026,18.2,14,9,2,7,5,7,14,50.0,7,6,1,5,6,20,6,0,Matches
Andries Noppert,nl NED,GK,28-364,17.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,5,1,Matches
Sven van Beek,nl NED,DF,28-252,15.0,26,13,20,5,1,17,29,58.6,12,18,10,8,21,47,63,0,Matches
Joost van Aken,nl NED,DF,28-328,11.0,12,7,9,3,0,8,13,61.5,5,11,8,3,17,29,51,1,Matches
Xavier Mous,nl NED,GK,27-245,10.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,2,0,Matches
Pelle van Amersfoort,nl NED,"MF,FW",27-005,9.1,14,11,2,8,4,7,13,53.8,6,6,0,6,3,17,14,0,Matches
Rami Al Hajj,se SWE,"MF,FW",21-201,7.5,22,13,8,11,3,7,10,70.0,3,1,0,1,9,31,3,0,Matches
Tibor Halilović,hr CRO,MF,28-019,7.2,16,7,4,7,5,3,8,37.5,5,5,1,4,6,22,5,0,Matches
Syb Van Ottele,nl NED,DF,21-063,7.1,20,13,12,6,2,6,13,46.2,7,11,6,5,6,26,29,0,Matches
Jeffrey Bruma,nl NED,DF,31-144,5.2,7,5,5,2,0,4,5,80.0,1,9,4,5,4,11,16,0,Matches
Ché Nunnely,nl NED,"FW,MF",24-061,4.5,4,3,1,2,1,2,5,40.0,3,3,0,3,3,7,0,0,Matches
Rami Kaib,tn TUN,"DF,FW",25-333,5.9,11,9,8,0,3,6,9,66.7,3,7,0,7,10,21,18,1,Matches
Osame Sahraoui,no NOR,"FW,MF",21-299,5.7,7,4,3,3,1,5,7,71.4,2,1,0,1,1,8,5,0,Matches
Antoine Colassin,be BEL,"FW,MF",22-039,5.6,17,9,10,2,5,8,17,47.1,9,12,1,11,3,20,8,0,Matches
Alex Timossi Andersson,se SWE,"FW,MF",22-077,2.9,6,3,3,2,1,3,6,50.0,3,2,1,1,2,8,0,0,Matches
Daniel Karlsbakk,no NOR,"FW,MF",19-364,1.6,1,0,1,0,0,0,3,0.0,3,3,1,2,1,2,0,0,Matches
Hussein Ali,se SWE,"MF,FW",21-036,0.3,2,1,2,0,0,1,1,100.0,0,0,0,0,3,5,3,0,Matches
Timo Zaal,nl NED,MF,19-056,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.7,27.0,426,257,229,141,56,214,395,54.2,181,258,82,176,282,708,554,5,
Opponent Total,,,25.9,27.0,456,270,202,189,65,232,449,51.7,217,306,87,219,269,725,501,4,
