Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Milan van Ewijk,nl NED,DF,22-207,27.0,58,2.15,39,10,0,4,3,2,4,0.15,2,2,0,0,0,0,Matches
Paweł Bochniewicz,pl POL,DF,27-063,26.4,15,0.57,14,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
Mats Köhlert,de GER,DF,24-336,23.2,76,3.28,70,1,2,1,2,0,6,0.26,6,0,0,0,0,0,Matches
Thom Haye,nl NED,MF,28-053,23.2,78,3.36,51,24,1,1,0,1,5,0.22,4,1,0,0,0,0,Matches
Anas Tahiri,be BEL,MF,27-323,22.2,57,2.57,48,6,1,2,0,0,6,0.27,6,0,0,0,0,0,Matches
Sydney van Hooijdonk,nl NED,FW,23-056,22.0,41,1.87,32,1,1,4,3,0,1,0.05,1,0,0,0,0,0,Matches
Simon Olsson,se SWE,"MF,FW",25-201,18.9,47,2.49,38,0,5,2,1,1,5,0.26,3,0,1,1,0,0,Matches
Amin Sarr,se SWE,FW,22-023,18.2,64,3.53,40,0,11,8,4,1,10,0.55,4,0,2,4,0,0,Matches
Andries Noppert,nl NED,GK,28-361,17.0,3,0.18,3,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Sven van Beek,nl NED,DF,28-249,15.0,13,0.87,11,0,1,0,0,1,1,0.07,1,0,0,0,0,0,Matches
Joost van Aken,nl NED,DF,28-325,11.0,7,0.64,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Xavier Mous,nl NED,GK,27-242,10.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pelle van Amersfoort,nl NED,"MF,FW",27-002,9.1,19,2.09,15,0,0,3,1,0,3,0.33,1,0,0,2,0,0,Matches
Rami Al Hajj,se SWE,"MF,FW",21-198,7.5,37,4.94,27,1,4,2,3,0,3,0.4,2,1,0,0,0,0,Matches
Tibor Halilović,hr CRO,MF,28-016,7.2,16,2.23,12,0,0,2,1,1,0,0.0,0,0,0,0,0,0,Matches
Syb Van Ottele,nl NED,DF,21-060,7.1,4,0.56,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jeffrey Bruma,nl NED,DF,31-141,5.2,8,1.53,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Ché Nunnely,nl NED,"FW,MF",24-058,4.5,16,3.57,13,0,1,2,0,0,1,0.22,0,0,0,1,0,0,Matches
Rami Kaib,tn TUN,"DF,FW",25-330,5.9,13,2.19,8,2,1,1,1,0,1,0.17,0,1,0,0,0,0,Matches
Osame Sahraoui,no NOR,"FW,MF",21-296,5.7,32,5.6,22,0,6,2,2,0,4,0.7,3,0,0,1,0,0,Matches
Antoine Colassin,be BEL,"FW,MF",22-036,5.6,16,2.85,14,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Alex Timossi Andersson,se SWE,"FW,MF",22-074,2.9,5,1.74,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Daniel Karlsbakk,no NOR,"FW,MF",19-361,1.6,3,1.85,1,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Hussein Ali,se SWE,"MF,FW",21-033,0.3,1,3.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Timo Zaal,nl NED,MF,19-053,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,25.7,27.0,629,23.3,481,45,35,38,22,8,52,1.93,35,5,3,9,0,0,
Opponent Total,,,25.9,27.0,597,22.11,444,69,26,36,16,6,58,2.15,39,3,5,5,5,1,
