Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Milan van Ewijk,nl NED,DF,22-192,25,25,2250.0,25.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.3,3.3,1.2,4.5,62.0,54.0,125.0,0.2,0.0,0.2,0.2,0.2,0.13,0.05,0.18,0.13,0.18,Matches
Paweł Bochniewicz,pl POL,DF,27-048,25,25,2192.0,24.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.9,1.9,0.5,2.4,14.0,69.0,5.0,0.04,0.04,0.08,0.04,0.08,0.08,0.02,0.1,0.08,0.1,Matches
Mats Köhlert,de GER,DF,24-321,22,22,1906.0,21.2,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,2.5,3.0,63.0,69.0,137.0,0.05,0.14,0.19,0.05,0.19,0.02,0.12,0.14,0.02,0.14,Matches
Thom Haye,nl NED,MF,28-038,22,21,1922.0,21.4,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.7,0.7,3.1,3.8,47.0,170.0,30.0,0.05,0.14,0.19,0.05,0.19,0.03,0.15,0.18,0.03,0.18,Matches
Sydney van Hooijdonk,nl NED,FW,23-041,24,21,1820.0,20.2,8.0,1.0,9.0,8.0,0.0,0.0,2.0,0.0,7.2,7.1,1.1,8.2,8.0,34.0,91.0,0.4,0.05,0.45,0.4,0.45,0.35,0.05,0.41,0.35,0.4,Matches
Anas Tahiri,be BEL,MF,27-308,23,21,1817.0,20.2,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,2.2,2.6,25.0,98.0,24.0,0.05,0.2,0.25,0.05,0.25,0.02,0.11,0.13,0.02,0.13,Matches
Simon Olsson,se SWE,"MF,FW",25-186,25,20,1611.0,17.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,1.3,2.2,26.0,66.0,49.0,0.0,0.06,0.06,0.0,0.06,0.05,0.07,0.12,0.05,0.12,Matches
Amin Sarr,se SWE,FW,22-008,19,18,1634.0,18.2,5.0,4.0,9.0,5.0,0.0,2.0,1.0,0.0,7.0,5.4,2.8,8.2,61.0,31.0,138.0,0.28,0.22,0.5,0.28,0.5,0.38,0.16,0.54,0.3,0.45,Matches
Andries Noppert,nl NED,GK,28-346,17,17,1530.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.04,0.04,0.0,0.04,Matches
Sven van Beek,nl NED,DF,28-234,15,15,1347.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.8,1.2,19.0,57.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches
Joost van Aken,nl NED,DF,28-310,15,11,991.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.1,0.8,11.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches
Xavier Mous,nl NED,GK,27-227,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rami Al Hajj,se SWE,"MF,FW",21-183,16,7,673.0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.9,2.4,15.0,39.0,52.0,0.0,0.13,0.13,0.0,0.13,0.21,0.12,0.33,0.21,0.33,Matches
Tibor Halilović,hr CRO,MF,28-001,17,7,647.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9,0.3,1.2,13.0,42.0,22.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17,Matches
Pelle van Amersfoort,nl NED,"MF,FW",26-352,10,7,641.0,7.1,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.3,2.3,0.4,2.8,7.0,26.0,43.0,0.42,0.0,0.42,0.42,0.42,0.33,0.06,0.39,0.33,0.39,Matches
Jeffrey Bruma,nl NED,DF,31-126,6,6,472.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Rami Kaib,tn TUN,DF,25-315,16,5,522.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,15.0,16.0,46.0,0.17,0.0,0.17,0.17,0.17,0.1,0.08,0.18,0.1,0.18,Matches
Antoine Colassin,be BEL,"FW,MF",22-021,16,5,505.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.5,1.2,10.0,20.0,35.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.21,0.11,0.21,Matches
Ché Nunnely,nl NED,"FW,MF",24-043,6,5,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.4,21.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.4,0.22,0.4,Matches
Syb Van Ottele,nl NED,DF,21-045,12,4,460.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,7.0,28.0,0.0,0.2,0.0,0.2,0.2,0.2,0.02,0.0,0.02,0.02,0.02,Matches
Osame Sahraoui,no NOR,"FW,MF",21-281,6,3,347.0,3.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.2,2.0,16.0,16.0,45.0,0.26,0.26,0.52,0.26,0.52,0.2,0.32,0.51,0.2,0.51,Matches
Alex Timossi Andersson,se SWE,"FW,MF",22-059,11,1,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,2.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.21,0.23,0.44,0.21,0.44,Matches
Daniel Karlsbakk,no NOR,FW,19-346,4,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Hussein Ali,se SWE,"MF,FW",21-018,5,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches
Timo Zaal,nl NED,MF,19-038,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jan Bekkema,nl NED,GK,26-344,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jesper van der Mark,nl NED,GK,18-263,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kaj van der Veldt,nl NED,DF,20-041,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Amir Ismaïl,nl NED,FW,18-087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Bernt Klaverboer,nl NED,GK,17-174,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Djenahro Nunumete,nl NED,MF,21-050,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Roan Plaat,nl NED,DF,20-068,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Xavi Woudstra,nl NED,MF,18-074,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.7,25,275,2250.0,25.0,28.0,20.0,48.0,28.0,0.0,2.0,37.0,1.0,30.5,28.9,21.8,50.7,448.0,916.0,906.0,1.12,0.8,1.92,1.12,1.92,1.22,0.87,2.09,1.16,2.03,
Opponent Total,,,26.0,25,275,2250.0,25.0,36.0,26.0,62.0,33.0,3.0,3.0,38.0,0.0,35.1,32.7,27.2,59.9,442.0,1011.0,1004.0,1.44,1.04,2.48,1.32,2.36,1.4,1.09,2.49,1.31,2.4,
