Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Andries Noppert,nl NED,GK,28-364,17,17,1530,17.0,16,0.94,64,48,76.6,7,6,4,7,41.2,1,1,0,0,0.0,Matches
Xavier Mous,nl NED,GK,27-245,10,10,900,10.0,21,2.1,49,28,61.2,2,2,6,1,10.0,3,2,1,0,33.3,Matches
Squad Total,,,25.7,27,27,2430,27.0,37,1.37,113,76,69.9,9,8,10,8,29.6,4,3,1,0,25.0,
Opponent Total,,,25.9,27,27,2430,27.0,32,1.19,115,82,72.2,10,8,9,10,37.0,2,0,2,0,100.0,
