Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Milan van Ewijk,nl NED,DF,22-210,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,1.3,32.0,37.0,-5.0,-0.19,,33.7,38.5,-4.8,-0.18,,Matches
Paweł Bochniewicz,pl POL,DF,27-066,27,2372.0,88.0,97.6,26.4,27,88.0,25,0,,0,1.3,30.0,35.0,-5.0,-0.19,-0.19,32.5,36.9,-4.5,-0.17,0.45,Matches
Mats Köhlert,de GER,DF,24-339,24,2086.0,87.0,85.8,23.2,24,87.0,18,0,,0,1.29,27.0,26.0,1.0,0.04,1.61,28.5,28.0,0.5,0.02,1.43,Matches
Thom Haye,nl NED,MF,28-056,24,2090.0,87.0,86.0,23.2,23,89.0,17,1,54.0,0,1.17,26.0,30.0,-4.0,-0.17,0.09,29.3,33.1,-3.7,-0.16,0.13,Matches
Anas Tahiri,be BEL,MF,27-326,25,1997.0,80.0,82.2,22.2,23,84.0,14,2,28.0,2,1.28,25.0,30.0,-5.0,-0.23,-0.23,25.5,32.8,-7.3,-0.33,-0.83,Matches
Sydney van Hooijdonk,nl NED,FW,23-059,26,1976.0,76.0,81.3,22.0,23,81.0,11,3,34.0,0,1.31,28.0,26.0,2.0,0.09,1.48,27.4,29.4,-2.1,-0.09,0.45,Matches
Simon Olsson,se SWE,"MF,FW",25-204,27,1702.0,63.0,70.0,18.9,21,75.0,4,6,20.0,0,1.3,21.0,31.0,-10.0,-0.53,-1.15,24.5,29.4,-4.9,-0.26,-0.27,Matches
Amin Sarr,se SWE,FW,22-026,19,1634.0,86.0,67.2,18.2,18,89.0,15,1,25.0,0,1.42,20.0,17.0,3.0,0.17,1.07,20.7,21.8,-1.1,-0.06,0.37,Matches
Andries Noppert,nl NED,GK,28-364,17,1530.0,90.0,63.0,17.0,17,90.0,17,0,,0,1.59,19.0,16.0,3.0,0.18,0.98,20.4,19.6,0.7,0.04,0.6,Matches
Sven van Beek,nl NED,DF,28-252,15,1347.0,90.0,55.4,15.0,15,90.0,14,0,,0,1.6,16.0,13.0,3.0,0.2,0.87,16.2,17.2,-1.0,-0.07,0.25,Matches
Joost van Aken,nl NED,DF,28-328,15,991.0,66.0,40.8,11.0,11,84.0,9,4,17.0,8,1.53,14.0,16.0,-2.0,-0.18,0.01,14.3,16.4,-2.1,-0.19,-0.01,Matches
Xavier Mous,nl NED,GK,27-245,10,900.0,90.0,37.0,10.0,10,90.0,10,0,,17,0.8,13.0,21.0,-8.0,-0.8,-0.98,13.3,18.9,-5.6,-0.56,-0.6,Matches
