Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Pau López,es ESP,GK,28-111,24,24,2160,24.0,23,0.96,98,76,80.6,17,3,4,9,37.5,4,4,0,0,0.0,Matches
Rubén Blanco,es ESP,GK,27-252,5,5,450,5.0,6,1.2,19,15,68.4,1,3,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.9,29,29,2610,29.0,29,1.0,117,91,78.6,18,6,5,9,31.0,4,4,0,0,0.0,
Opponent Total,,,27.0,29,29,2610,29.0,54,1.86,142,92,65.5,5,6,18,3,10.3,6,5,1,0,16.7,
