Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Chancel Mbemba,cd COD,DF,28-223,24.4,1572,145,542,790,249,39,1572,17,8,47.1,4,23.5,1133,6167,3273,35,47,9,16,8,1035,31,Matches
Valentin Rongier,fr FRA,MF,28-102,23.7,1740,55,363,1044,347,25,1740,33,21,63.6,11,33.3,1342,7683,3591,30,41,5,21,20,1211,49,Matches
Leonardo Balerdi,ar ARG,DF,24-052,22.9,1502,176,672,755,84,8,1502,12,7,58.3,4,33.3,1081,6351,3233,11,16,0,15,2,943,13,Matches
Pau López,es ESP,GK,28-096,23.0,815,560,793,22,0,0,815,0,0,,0,,606,3093,1760,0,0,0,0,0,419,0,Matches
Alexis Sánchez,cl CHI,FW,34-090,20.0,857,4,48,359,459,100,854,47,22,46.8,20,42.6,654,3225,891,24,14,14,68,40,665,155,Matches
Jonathan Clauss,fr FRA,DF,30-175,19.0,1149,42,223,477,464,72,1149,43,18,41.9,22,51.2,785,4421,2219,55,30,14,28,11,708,149,Matches
Jordan Veretout,fr FRA,MF,30-018,20.8,1531,62,269,950,322,22,1531,12,8,66.7,3,25.0,1199,6690,3189,33,40,4,23,8,1099,50,Matches
Nuno Tavares,pt POR,"DF,MF",23-052,20.5,1386,33,310,535,566,69,1386,110,37,33.6,66,60.0,944,6315,3112,77,51,18,59,53,865,187,Matches
Mattéo Guendouzi,fr FRA,MF,23-339,18.1,1108,21,150,624,355,48,1108,25,11,44.0,11,44.0,907,5569,2882,37,44,7,19,11,834,76,Matches
Cengiz Ünder,tr TUR,"MF,DF",25-248,17.5,911,11,100,342,482,81,910,62,23,37.1,35,56.5,681,4336,1582,42,32,23,43,24,632,158,Matches
Sead Kolašinac,ba BIH,DF,29-272,15.5,950,47,256,492,213,29,950,9,3,33.3,6,66.7,685,3755,2046,28,22,2,20,5,583,53,Matches
Samuel Gigot,fr FRA,DF,29-158,14.5,973,112,414,484,82,23,973,8,4,50.0,3,37.5,685,4367,2639,25,23,0,8,3,636,16,Matches
Dimitri Payet,fr FRA,"MF,FW",35-355,7.9,471,4,45,191,241,30,470,21,9,42.9,10,47.6,373,2101,1040,20,15,6,14,7,360,68,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",29-319,6.8,371,9,45,162,173,12,371,22,16,72.7,5,22.7,286,1783,857,15,15,1,17,13,267,38,Matches
Amine Harit,ma MAR,"MF,FW",25-274,5.7,341,10,33,139,176,30,341,36,13,36.1,18,50.0,284,1842,791,19,13,9,18,17,273,54,Matches
Gerson,br BRA,MF,25-303,4.6,244,4,31,113,103,11,244,7,2,28.6,3,42.9,199,1053,408,9,7,3,14,15,199,29,Matches
Issa Kaboré,bf BFA,DF,21-311,6.5,414,19,93,158,166,25,414,24,8,33.3,13,54.2,287,1923,960,23,17,6,18,7,273,83,Matches
Pape Gueye,sn SEN,"MF,DF",24-054,5.5,388,9,72,246,73,7,388,7,1,14.3,4,57.1,297,1687,881,9,4,1,7,6,271,13,Matches
Eric Bailly,ci CIV,DF,28-341,4.8,262,33,120,124,19,10,262,3,2,66.7,1,33.3,151,905,424,3,1,0,7,2,126,3,Matches
Rubén Blanco,es ESP,GK,27-237,4.0,160,132,160,0,0,0,160,0,0,,0,,118,570,287,0,0,0,0,0,84,0,Matches
Luis Javier Suárez,co COL,FW,25-107,3.3,119,7,15,53,53,20,119,3,3,100.0,0,0.0,78,440,181,5,5,0,7,1,80,17,Matches
Arkadiusz Milik,pl POL,FW,29-019,1.4,47,3,5,27,15,1,47,1,0,0.0,1,100.0,33,171,53,1,3,0,1,1,36,9,Matches
Bamba Dieng,sn SEN,"FW,MF",22-361,2.2,76,1,4,39,34,15,76,3,2,66.7,1,33.3,54,303,112,5,1,2,7,4,58,23,Matches
Azzedine Ounahi,ma MAR,"MF,FW",22-334,1.0,87,0,8,49,32,3,87,5,4,80.0,1,20.0,78,499,195,4,5,1,1,2,73,6,Matches
Vitinha,pt POR,FW,23-004,0.8,38,1,2,21,15,3,38,0,0,,0,,28,118,35,0,0,0,6,3,25,4,Matches
Souleymane Touré,fr FRA,DF,19-356,0.8,49,6,23,25,2,0,49,1,0,0.0,1,100.0,31,161,45,1,0,0,1,0,29,1,Matches
Cédric Bakambu,cd COD,MF,31-342,0.7,33,0,6,15,12,3,33,2,0,0.0,2,100.0,22,135,59,1,3,1,2,1,20,4,Matches
Duje Ćaleta-Car,hr CRO,DF,26-183,0.1,3,1,2,1,0,0,3,0,0,,0,,2,5,3,0,0,0,0,0,2,0,Matches
Salim Ben Seghir,fr FRA,MF,20-023,0.0,4,0,0,2,2,0,4,0,0,,0,,3,13,6,0,0,0,1,2,3,0,Matches
Squad Total,,,27.8,27.0,17601,1507,4804,8239,4739,686,17596,513,222,43.3,245,47.8,13026,75681,36754,512,449,126,441,266,11809,1289,
Opponent Total,,,27.0,27.0,14819,1777,4962,6720,3311,495,14815,453,188,41.5,205,45.3,10205,57790,26141,442,422,118,422,267,9048,873,
