Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Chancel Mbemba,cd COD,DF,28-241,25.7,1376,1299,71,37,1,7,30,21,0,0,0,0,1141,6,19,Matches
Valentin Rongier,fr FRA,MF,28-120,25.7,1615,1577,34,28,1,13,5,6,0,0,0,0,1417,4,18,Matches
Pau López,es ESP,GK,28-114,24.0,802,608,192,57,1,3,0,0,0,0,0,0,621,2,2,Matches
Leonardo Balerdi,ar ARG,DF,24-070,22.9,1257,1219,37,28,2,7,6,4,0,0,0,0,1060,1,13,Matches
Alexis Sánchez,cl CHI,FW,34-108,22.0,723,669,46,6,12,13,26,0,7,4,0,0,534,8,18,Matches
Jonathan Clauss,fr FRA,DF,30-193,20.5,1032,859,171,11,4,6,73,153,7,1,5,0,771,2,32,Matches
Jordan Veretout,fr FRA,MF,30-036,22.8,1507,1426,75,30,5,25,57,4,41,24,7,0,1277,6,17,Matches
Nuno Tavares,pt POR,"DF,MF",23-070,22.5,1185,964,217,14,3,16,81,202,1,0,0,0,920,4,33,Matches
Mattéo Guendouzi,fr FRA,MF,23-357,19.7,1046,1003,40,25,3,6,17,8,3,0,0,0,909,3,21,Matches
Cengiz Ünder,tr TUR,"MF,DF",25-266,18.8,736,655,80,14,4,8,100,19,45,25,7,0,514,1,28,Matches
Sead Kolašinac,ba BIH,DF,29-290,16.5,879,820,58,17,1,3,15,41,0,0,0,0,741,1,14,Matches
Samuel Gigot,fr FRA,DF,29-176,16.5,893,852,39,23,0,1,1,6,0,0,0,0,776,2,2,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",29-337,8.4,340,315,22,4,1,2,27,3,15,6,6,0,259,3,10,Matches
Dimitri Payet,fr FRA,"MF,FW",36-008,8.1,417,372,44,14,6,7,47,1,27,12,10,0,301,1,9,Matches
Amine Harit,ma MAR,"MF,FW",25-292,5.7,271,252,19,3,2,0,16,5,9,2,6,0,221,0,10,Matches
Gerson,br BRA,MF,25-321,4.6,185,177,7,1,0,1,3,5,1,0,0,0,150,1,7,Matches
Issa Kaboré,bf BFA,DF,21-329,7.0,333,278,55,1,0,1,31,54,0,0,0,0,248,0,14,Matches
Rubén Blanco,es ESP,GK,27-255,5.0,190,146,44,4,0,0,0,0,0,0,0,0,150,0,0,Matches
Pape Gueye,sn SEN,"MF,DF",24-072,5.5,320,304,15,9,0,2,3,6,0,0,0,0,271,1,2,Matches
Eric Bailly,ci CIV,DF,28-359,4.8,193,175,17,13,1,0,0,3,0,0,0,0,162,1,2,Matches
Luis Javier Suárez,co COL,FW,25-125,3.3,78,74,4,0,0,1,0,0,0,0,0,0,53,0,3,Matches
Arkadiusz Milik,pl POL,FW,29-037,1.4,37,34,3,0,0,0,0,0,0,0,0,0,28,0,1,Matches
Vitinha,pt POR,FW,23-022,1.4,43,38,5,0,1,0,0,0,0,0,0,0,36,0,2,Matches
Bamba Dieng,sn SEN,"FW,MF",23-014,2.2,43,39,4,0,0,0,1,0,0,0,0,0,27,0,1,Matches
Azzedine Ounahi,ma MAR,"MF,FW",22-352,1.3,94,94,0,0,1,0,0,0,0,0,0,0,87,0,2,Matches
Souleymane Touré,fr FRA,DF,20-009,0.8,38,37,1,1,0,0,0,0,0,0,0,0,32,0,0,Matches
Cédric Bakambu,cd COD,MF,31-360,0.7,23,23,0,0,0,0,1,0,0,0,0,0,19,0,1,Matches
Duje Ćaleta-Car,hr CRO,DF,26-201,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Salim Ben Seghir,fr FRA,MF,20-041,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,27.9,29.0,15660,14313,1300,340,49,122,540,541,156,74,41,0,12729,47,281,
Opponent Total,,,27.0,29.0,12568,11139,1405,428,20,72,452,553,128,41,63,0,9717,24,228,
