Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Chancel Mbemba,cd COD,DF,28-241,25.7,27,1.05,23,0,0,3,1,0,1,0.04,1,0,0,0,0,0,Matches
Valentin Rongier,fr FRA,MF,28-120,25.7,47,1.83,43,0,1,1,0,2,1,0.04,1,0,0,0,0,0,Matches
Pau López,es ESP,GK,28-114,24.0,4,0.17,2,2,0,0,0,0,2,0.08,1,1,0,0,0,0,Matches
Leonardo Balerdi,ar ARG,DF,24-070,22.9,7,0.31,6,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
Alexis Sánchez,cl CHI,FW,34-108,22.0,88,3.99,65,2,3,8,9,1,8,0.36,4,0,0,2,2,0,Matches
Jonathan Clauss,fr FRA,DF,30-193,20.5,75,3.65,55,3,5,9,0,3,11,0.54,9,0,0,1,0,1,Matches
Jordan Veretout,fr FRA,MF,30-036,22.8,60,2.63,39,9,3,5,0,4,8,0.35,2,3,1,1,0,1,Matches
Nuno Tavares,pt POR,"DF,MF",23-070,22.5,60,2.67,43,1,6,8,2,0,5,0.22,0,0,2,3,0,0,Matches
Mattéo Guendouzi,fr FRA,MF,23-357,19.7,50,2.54,40,1,3,1,2,3,7,0.36,5,0,0,0,1,1,Matches
Cengiz Ünder,tr TUR,"MF,DF",25-266,18.8,69,3.67,44,13,4,5,2,1,8,0.43,5,1,0,1,1,0,Matches
Sead Kolašinac,ba BIH,DF,29-290,16.5,22,1.33,20,0,1,1,0,0,3,0.18,1,0,1,1,0,0,Matches
Samuel Gigot,fr FRA,DF,29-176,16.5,15,0.91,13,0,0,2,0,0,4,0.24,4,0,0,0,0,0,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",29-337,8.4,37,4.42,19,6,2,5,5,0,4,0.48,1,0,0,3,0,0,Matches
Dimitri Payet,fr FRA,"MF,FW",36-008,8.1,47,5.84,31,10,3,1,2,0,5,0.62,2,2,0,0,1,0,Matches
Amine Harit,ma MAR,"MF,FW",25-292,5.7,30,5.25,23,3,3,0,1,0,2,0.35,2,0,0,0,0,0,Matches
Gerson,br BRA,MF,25-321,4.6,12,2.6,9,0,1,0,2,0,1,0.22,1,0,0,0,0,0,Matches
Issa Kaboré,bf BFA,DF,21-329,7.0,21,3.01,19,1,1,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Rubén Blanco,es ESP,GK,27-255,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pape Gueye,sn SEN,"MF,DF",24-072,5.5,10,1.83,10,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
Eric Bailly,ci CIV,DF,28-359,4.8,2,0.42,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luis Javier Suárez,co COL,FW,25-125,3.3,7,2.14,5,0,1,1,0,0,2,0.61,1,0,0,1,0,0,Matches
Arkadiusz Milik,pl POL,FW,29-037,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vitinha,pt POR,FW,23-022,1.4,3,2.14,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Bamba Dieng,sn SEN,"FW,MF",23-014,2.2,6,2.78,2,0,0,0,3,1,1,0.46,0,0,0,0,1,0,Matches
Azzedine Ounahi,ma MAR,"MF,FW",22-352,1.3,5,3.72,1,0,2,1,1,0,2,1.49,0,0,2,0,0,0,Matches
Souleymane Touré,fr FRA,DF,20-009,0.8,1,1.32,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cédric Bakambu,cd COD,MF,31-360,0.7,2,3.05,2,0,0,0,0,0,1,1.53,1,0,0,0,0,0,Matches
Duje Ćaleta-Car,hr CRO,DF,26-201,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Salim Ben Seghir,fr FRA,MF,20-041,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.9,29.0,708,24.41,519,51,39,53,31,15,79,2.72,44,7,6,13,6,3,
Opponent Total,,,27.0,29.0,600,20.69,450,47,25,37,21,20,44,1.52,33,2,1,4,4,0,
