Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Chancel Mbemba,cd COD,DF,28-238,25.7,2,0,0,14,13,0,30,36,22,1,0,0,140,54,24,69.2,Matches
Valentin Rongier,fr FRA,MF,28-117,25.7,6,0,0,41,23,0,5,40,41,0,0,0,207,35,24,59.3,Matches
Pau López,es ESP,GK,28-111,24.0,3,0,0,1,6,0,0,0,0,0,1,0,32,4,2,66.7,Matches
Leonardo Balerdi,ar ARG,DF,24-067,22.9,5,1,0,34,15,0,6,48,26,0,1,1,151,45,36,55.6,Matches
Alexis Sánchez,cl CHI,FW,34-105,22.0,2,0,0,29,34,18,26,4,15,1,0,0,67,28,51,35.4,Matches
Jonathan Clauss,fr FRA,DF,30-190,20.5,1,0,0,17,8,3,73,24,18,0,1,0,116,6,12,33.3,Matches
Jordan Veretout,fr FRA,MF,30-033,22.8,3,0,0,28,13,1,57,30,26,0,0,1,174,12,18,40.0,Matches
Nuno Tavares,pt POR,"DF,MF",23-067,22.5,4,1,0,31,32,4,81,14,22,0,0,0,151,20,27,42.6,Matches
Mattéo Guendouzi,fr FRA,MF,23-354,19.7,3,0,0,23,35,1,17,21,16,0,0,1,124,21,25,45.7,Matches
Cengiz Ünder,tr TUR,"MF,DF",25-263,18.8,3,0,0,20,23,7,100,14,13,0,0,0,88,10,13,43.5,Matches
Sead Kolašinac,ba BIH,DF,29-287,16.5,2,0,0,29,9,2,15,32,29,0,0,0,122,16,22,42.1,Matches
Samuel Gigot,fr FRA,DF,29-173,16.5,5,2,1,34,12,1,1,42,17,0,1,0,79,37,16,69.8,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",29-334,8.4,3,0,0,14,11,1,27,1,7,0,0,0,52,10,16,38.5,Matches
Dimitri Payet,fr FRA,"MF,FW",36-005,8.1,0,0,0,5,15,2,47,0,3,0,0,0,40,2,4,33.3,Matches
Amine Harit,ma MAR,"MF,FW",25-289,5.7,1,0,0,2,13,2,16,4,4,0,0,0,27,1,12,7.7,Matches
Gerson,br BRA,MF,25-318,4.6,1,0,0,16,16,1,3,2,4,0,0,0,20,8,6,57.1,Matches
Issa Kaboré,bf BFA,DF,21-326,7.0,1,0,0,15,12,1,31,7,13,0,0,0,26,1,3,25.0,Matches
Rubén Blanco,es ESP,GK,27-252,5.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,100.0,Matches
Pape Gueye,sn SEN,"MF,DF",24-069,5.5,1,0,0,10,12,1,3,9,7,0,0,0,42,11,5,68.8,Matches
Eric Bailly,ci CIV,DF,28-356,4.8,1,0,0,9,3,0,0,11,8,0,0,0,30,10,11,47.6,Matches
Luis Javier Suárez,co COL,FW,25-122,3.3,1,0,0,6,5,0,0,3,1,0,0,0,5,6,17,26.1,Matches
Arkadiusz Milik,pl POL,FW,29-034,1.4,1,0,0,4,1,1,0,0,1,0,0,0,4,2,7,22.2,Matches
Vitinha,pt POR,FW,23-019,1.4,0,0,0,0,2,0,0,0,3,0,0,0,7,0,6,0.0,Matches
Bamba Dieng,sn SEN,"FW,MF",23-011,2.2,1,0,0,8,6,1,1,0,4,1,0,0,7,9,10,47.4,Matches
Azzedine Ounahi,ma MAR,"MF,FW",22-349,1.3,0,0,0,1,3,0,0,0,1,0,0,0,8,0,5,0.0,Matches
Souleymane Touré,fr FRA,DF,20-006,0.8,1,0,0,2,0,0,0,0,1,0,0,0,5,1,0,100.0,Matches
Cédric Bakambu,cd COD,MF,31-357,0.7,0,0,0,2,1,0,1,0,1,0,0,0,5,4,3,57.1,Matches
Duje Ćaleta-Car,hr CRO,DF,26-198,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Salim Ben Seghir,fr FRA,MF,20-038,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Squad Total,,,27.9,29.0,51,4,1,395,323,47,540,342,303,3,4,3,1738,355,375,48.6,
Opponent Total,,,27.0,29.0,47,0,0,337,379,24,452,348,314,4,6,5,1637,375,355,51.4,
