Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Bruno Varela,pt POR,GK,28-153,22.0,21,1,0,2,0,24.5,0.32,3.5,0.16,151,389,38.8,565,88,44.4,38.7,195,70.8,50.4,328,21,6.4,27,1.23,13.9,Matches
Celton Anssumane Biai,pt POR,GK,22-236,2.0,5,1,0,1,1,4.7,0.37,0.7,0.34,12,24,50.0,43,7,37.2,34.8,11,72.7,49.6,22,1,4.5,4,2.0,20.1,Matches
Rafa,pt POR,GK,19-190,2.0,3,0,0,0,0,2.4,0.27,-0.6,-0.29,6,24,25.0,33,13,33.3,35.4,21,61.9,47.9,19,1,5.3,5,2.5,17.3,Matches
Squad Total,,,25.1,26.0,29,2,0,3,1,31.6,0.32,3.6,0.14,169,437,38.7,641,108,43.4,38.2,227,70.0,50.1,369,23,6.2,36,1.38,14.7,
Opponent Total,,,27.1,26.0,25,4,0,2,0,24.8,0.24,-0.2,-0.01,131,331,39.6,562,93,37.7,34.7,207,57.5,44.8,361,26,7.2,34,1.31,14.7,
