Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
André Amaro,co COL,DF,20-200,23.2,917.0,1062.0,86.3,18237.0,6628.0,295.0,332.0,88.9,498.0,540.0,92.2,119.0,168.0,70.8,1,0.2,0.3,0.8,5.0,59.0,2.0,1.0,74.0,Matches
Bruno Varela,pt POR,GK,28-135,22.0,501.0,762.0,65.7,16499.0,12553.0,54.0,54.0,100.0,227.0,229.0,99.1,219.0,475.0,46.1,1,0.9,0.1,0.1,2.0,12.0,0.0,0.0,0.0,Matches
Mikel Villanueva,ve VEN,DF,29-339,21.4,858.0,1026.0,83.6,18073.0,7758.0,280.0,313.0,89.5,415.0,466.0,89.1,156.0,228.0,68.4,0,0.5,0.9,-0.5,3.0,60.0,2.0,1.0,50.0,Matches
Ibrahima Bamba,ci CIV,"DF,MF",20-331,19.8,667.0,801.0,83.3,13223.0,4344.0,208.0,236.0,88.1,371.0,403.0,92.1,77.0,124.0,62.1,0,0.2,0.1,-0.2,4.0,36.0,1.0,1.0,38.0,Matches
Tiago Silva,pt POR,MF,29-290,18.5,870.0,1106.0,78.7,16802.0,5043.0,339.0,387.0,87.6,353.0,423.0,83.5,138.0,235.0,58.7,1,2.5,2.8,-1.5,30.0,100.0,12.0,0.0,134.0,Matches
Afonso freitas,pt POR,"DF,MF",22-346,14.0,403.0,560.0,72.0,6558.0,3059.0,199.0,239.0,83.3,165.0,225.0,73.3,28.0,62.0,45.2,2,0.7,1.4,1.3,11.0,30.0,7.0,3.0,36.0,Matches
Jota Silva,pt POR,"FW,MF",23-230,13.4,214.0,383.0,55.9,3293.0,934.0,115.0,152.0,75.7,74.0,126.0,58.7,16.0,50.0,32.0,2,2.0,1.3,0.0,22.0,12.0,13.0,5.0,22.0,Matches
Daniel Bandeira,pt POR,MF,22-342,13.2,574.0,669.0,85.8,9546.0,2507.0,261.0,296.0,88.2,229.0,254.0,90.2,54.0,76.0,71.1,0,0.4,0.5,-0.4,9.0,55.0,6.0,0.0,70.0,Matches
Anderson,br BRA,FW,25-118,13.0,95.0,157.0,60.5,1257.0,294.0,64.0,94.0,68.1,20.0,34.0,58.8,6.0,6.0,100.0,0,0.3,0.1,-0.3,4.0,11.0,0.0,0.0,13.0,Matches
André André,pt POR,MF,33-205,12.5,529.0,608.0,87.0,8797.0,2544.0,256.0,282.0,90.8,212.0,234.0,90.6,46.0,65.0,70.8,0,1.2,1.5,-1.2,11.0,62.0,11.0,3.0,78.0,Matches
André Silva,br BRA,"FW,MF",25-289,12.0,208.0,326.0,63.8,2937.0,728.0,114.0,154.0,74.0,62.0,83.0,74.7,13.0,30.0,43.3,1,2.1,0.7,-1.1,11.0,18.0,4.0,3.0,26.0,Matches
Miguel Magalhães,pt POR,"DF,MF",20-123,11.9,555.0,738.0,75.2,8640.0,4104.0,299.0,338.0,88.5,212.0,288.0,73.6,30.0,66.0,45.5,2,1.0,1.4,1.0,13.0,37.0,22.0,9.0,55.0,Matches
Nelson,ao ANG,"FW,MF",25-043,11.3,246.0,317.0,77.6,3411.0,841.0,142.0,163.0,87.1,81.0,103.0,78.6,9.0,24.0,37.5,0,0.3,0.4,-0.3,5.0,13.0,6.0,2.0,26.0,Matches
Rúben Lameiras,pt POR,"FW,MF",28-087,10.1,214.0,313.0,68.4,3621.0,1188.0,104.0,130.0,80.0,75.0,98.0,76.5,24.0,44.0,54.5,1,1.5,1.8,-0.5,19.0,25.0,17.0,5.0,38.0,Matches
