Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Bruno Varela,pt POR,GK,28-150,22,22,1980,22.0,21,0.95,76,55,73.7,11,4,7,10,45.5,2,1,0,1,0.0,Matches
Celton Anssumane Biai,pt POR,GK,22-233,2,2,180,2.0,5,2.5,9,5,55.6,0,1,1,1,50.0,1,1,0,0,0.0,Matches
Rafa,pt POR,GK,19-187,2,2,180,2.0,3,1.5,9,6,66.7,1,0,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,25.1,26,26,2340,26.0,29,1.12,94,66,71.3,12,5,9,11,42.3,3,2,0,1,0.0,
Opponent Total,,,27.1,26,26,2337,26.0,25,0.96,90,65,76.7,9,5,12,10,38.5,4,4,0,0,0.0,
