Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
3,Braga,11,8,1,2,23,6,17,25,2.27,19.9,9.2,10.7,0.97,13,10,0,3,31,16,15,30,2.31,21.3,16.9,4.4,0.34
4,Sporting CP,12,10,0,2,32,7,25,30,2.5,27.4,6.7,20.6,1.72,12,6,2,4,17,16,1,20,1.67,22.5,14.4,8.1,0.67
5,Vitória,13,8,2,3,14,10,4,26,2.0,15.6,9.5,6.0,0.46,12,4,2,6,11,19,-8,14,1.17,10.5,20.3,-9.8,-0.82
6,Arouca,13,7,2,4,19,16,3,23,1.77,17.5,16.6,0.8,0.06,12,3,6,3,10,16,-6,15,1.25,11.8,17.3,-5.5,-0.46
7,Casa Pia,12,5,3,4,10,9,1,18,1.5,11.2,12.5,-1.3,-0.11,12,5,2,5,10,15,-5,17,1.42,12.6,21.1,-8.5,-0.71
