Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
André Amaro,co COL,DF,20-200,23.2,11,1,1,25,27,1,4,36,27,0.0,2.0,0,124.0,50.0,37.0,57.5,Matches
Bruno Varela,pt POR,GK,28-135,22.0,4,0,0,0,3,0,0,0,0,0.0,0.0,0,32.0,12.0,1.0,92.3,Matches
Mikel Villanueva,ve VEN,DF,29-339,21.4,1,0,0,17,8,1,3,36,13,0.0,0.0,0,87.0,34.0,36.0,48.6,Matches
Ibrahima Bamba,ci CIV,"DF,MF",20-331,19.8,11,0,0,29,33,0,4,26,32,0.0,1.0,0,133.0,21.0,27.0,43.8,Matches
Tiago Silva,pt POR,MF,29-290,18.5,10,1,1,41,27,1,107,20,24,1.0,0.0,0,123.0,8.0,9.0,47.1,Matches
Afonso freitas,pt POR,"DF,MF",22-346,14.0,6,1,1,20,17,0,30,14,8,0.0,0.0,0,47.0,25.0,17.0,59.5,Matches
Jota Silva,pt POR,"FW,MF",23-230,13.4,6,0,0,26,42,9,49,5,17,0.0,0.0,0,73.0,26.0,35.0,42.6,Matches
Daniel Bandeira,pt POR,MF,22-342,13.2,1,0,0,16,13,0,7,19,21,0.0,0.0,1,106.0,22.0,13.0,62.9,Matches
Anderson,br BRA,FW,25-118,13.0,3,1,1,29,21,14,5,2,2,1.0,0.0,0,21.0,20.0,57.0,26.0,Matches
André André,pt POR,MF,33-205,12.5,5,0,0,29,44,0,10,9,12,0.0,0.0,0,88.0,9.0,17.0,34.6,Matches
André Silva,br BRA,"FW,MF",25-289,12.0,3,0,0,18,18,2,14,8,5,0.0,0.0,0,36.0,17.0,28.0,37.8,Matches
Miguel Magalhães,pt POR,"DF,MF",20-123,11.9,1,0,0,11,6,0,43,21,13,0.0,0.0,0,91.0,13.0,15.0,46.4,Matches
Nelson,ao ANG,"FW,MF",25-043,11.3,3,0,0,21,13,1,22,12,19,0.0,0.0,0,52.0,10.0,19.0,34.5,Matches
Rúben Lameiras,pt POR,"FW,MF",28-087,10.1,4,0,0,9,18,1,28,3,8,0.0,0.0,0,43.0,1.0,8.0,11.1,Matches
Helder Sá,pt POR,"DF,MF",20-129,8.4,1,0,0,17,3,1,47,5,12,0.0,0.0,0,44.0,5.0,3.0,62.5,Matches
Michael Johnston,sct SCO,"FW,MF",23-334,8.6,2,0,0,8,18,2,13,4,4,0.0,0.0,0,41.0,4.0,10.0,28.6,Matches
Zé Ferreira,pt POR,"MF,DF",21-140,7.7,2,0,0,6,23,0,21,18,11,0.0,0.0,0,51.0,4.0,10.0,28.6,Matches
Safira,br BRA,FW,28-002,7.0,7,0,0,25,27,6,3,0,5,2.0,0.0,0,14.0,46.0,31.0,59.7,Matches
Nicolas Janvier,fr FRA,MF,24-220,5.5,3,0,0,10,1,0,32,6,8,0.0,0.0,0,35.0,5.0,4.0,55.6,Matches
Mamadou Tounkara,fr FRA,"DF,MF",21-095,4.1,1,0,0,5,1,0,1,2,0,0.0,0.0,0,14.0,12.0,12.0,50.0,Matches
Domingos André Ribeiro Almeida,pt POR,MF,22-293,2.6,1,0,0,5,7,0,1,4,2,0.0,0.0,0,20.0,2.0,1.0,66.7,Matches
Maga,pt POR,DF,23-334,2.2,1,0,0,2,0,0,5,5,6,,,0,,,,,Matches
Jorge Filipe Oliveira Fernandes,pt POR,DF,25-351,2.1,2,0,0,2,1,0,0,1,1,0.0,0.0,0,11.0,2.0,5.0,28.6,Matches
Ryoya Ogawa,jp JPN,"DF,MF",26-115,2.3,0,0,0,3,2,0,3,3,0,0.0,0.0,0,5.0,3.0,2.0,60.0,Matches
Rafa,pt POR,GK,19-172,2.0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,3.0,1.0,0.0,100.0,Matches
Celton Anssumane Biai,pt POR,GK,22-218,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches
Bruno Gaspar,ao ANG,DF,29-332,1.0,0,0,0,1,2,1,1,3,3,0.0,0.0,0,5.0,1.0,1.0,50.0,Matches
Antonio Cortés,es ESP,FW,22-337,0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,1.0,2.0,33.3,Matches
Índio,br BRA,"MF,FW",23-204,0.5,3,1,1,4,0,0,0,0,0,0.0,0.0,0,4.0,1.0,0.0,100.0,Matches
Alfa Semedo,gw GNB,MF,25-201,0.3,0,1,0,2,0,0,0,0,1,0.0,0.0,0,4.0,0.0,0.0,,Matches
Gonçalo Nogueira,pt POR,MF,19-081,0.2,1,0,0,1,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Matches
Tomás Händel,pt POR,MF,22-112,0.2,0,0,0,0,0,0,0,1,0,0.0,0.0,0,4.0,0.0,0.0,,Matches
Jason Bahamboula,fr FRA,MF,21-277,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,2.0,33.3,Matches
Diogo Ferreira,pt POR,MF,21-191,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,Matches
Squad Total,,,25.1,25.0,94,6,5,382,376,40,453,263,255,4.0,3.0,1,1317.0,356.0,402.0,47.0,
Opponent Total,,,27.0,25.0,83,7,4,385,364,70,470,253,282,3.0,4.0,0,1363.0,402.0,356.0,53.0,
