Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
2,Porto,13,11,0,2,36,9,27,33,2.54,31.9,11.3,20.6,1.59,13,8,4,1,20,8,12,28,2.15,21.9,10.8,11.1,0.85
3,Braga,12,8,2,2,23,6,17,26,2.17,20.8,10.3,10.5,0.88,14,11,0,3,33,17,16,33,2.36,22.7,18.8,4.0,0.28
4,Sporting CP,13,11,0,2,35,7,28,33,2.54,29.6,7.4,22.2,1.71,13,6,3,4,17,16,1,21,1.62,24.0,15.0,9.0,0.69
5,Arouca,13,7,2,4,19,16,3,23,1.77,17.5,17.0,0.5,0.04,13,4,6,3,11,16,-5,18,1.38,13.3,18.8,-5.5,-0.43
6,Vitória,14,8,3,3,14,10,4,27,1.93,16.4,10.4,6.1,0.43,12,4,2,6,11,19,-8,14,1.17,10.5,20.1,-9.6,-0.8
