Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Antonio Adán,es ESP,GK,35-325,24.0,779,611,168,49,0,0,0,0,0,0,0,0,649,0,0,Matches
Pedro Gonçalves,pt POR,"MF,FW",24-279,22.7,889,803,83,21,13,5,76,3,56,34,8,1,682,3,14,Matches
Gonçalo Inácio,pt POR,DF,21-221,20.7,1815,1756,51,46,8,9,2,5,0,0,0,0,1629,8,12,Matches
Sebastián Coates,uy URU,DF,32-178,19.5,1383,1345,34,34,6,2,0,0,0,0,0,0,1239,4,6,Matches
Matheus Reis,br BRA,DF,28-044,19.9,1719,1628,81,40,4,9,42,41,0,0,0,0,1513,10,11,Matches
Manuel Ugarte Ribeiro,uy URU,MF,21-357,18.8,1111,1080,31,27,1,15,2,4,0,0,0,0,1011,0,8,Matches
Marcus Edwards,eng ENG,"MF,FW",24-121,18.3,692,606,84,14,10,1,78,8,51,35,2,0,516,2,22,Matches
Francisco Trincão,pt POR,"MF,FW",23-095,17.9,685,660,21,3,9,5,34,4,12,2,7,0,546,4,15,Matches
Nuno Santos,pt POR,"DF,MF",28-049,17.9,1095,923,166,15,3,14,130,130,21,1,19,0,858,6,29,Matches
Hidemasa Morita,jp JPN,MF,27-328,14.7,694,683,8,8,6,7,4,0,0,0,0,0,597,3,11,Matches
Paulinho,pt POR,FW,30-145,12.4,269,244,23,1,4,4,6,0,0,0,0,0,189,2,9,Matches
Pedro Porro,es ESP,"DF,MF",23-202,11.9,744,588,154,21,6,6,107,110,23,0,21,0,520,2,24,Matches
Ricardo Esgaio,pt POR,"DF,MF",29-322,9.0,523,418,104,9,1,4,28,95,0,0,0,0,423,1,10,Matches
Jerry St. Juste,nl NED,DF,26-166,8.6,824,787,35,22,0,3,13,13,0,0,0,0,753,2,10,Matches
Youssef Chermiti,pt POR,FW,18-314,5.5,84,77,7,0,0,0,4,0,0,0,0,0,60,0,6,Matches
Arthur,br BRA,"MF,DF",24-274,6.5,355,305,48,2,0,5,33,40,4,2,0,0,292,2,10,Matches
Ousmane Diomande,ci CIV,DF,19-120,4.1,398,388,9,9,1,3,0,0,0,0,0,0,358,1,2,Matches
Luís Neto,pt POR,DF,34-312,3.0,265,251,14,12,1,3,0,1,0,0,0,0,243,0,2,Matches
Rochinha,pt POR,"FW,MF",27-335,4.4,134,131,2,0,0,0,8,0,2,2,0,0,101,1,5,Matches
Héctor Bellerín,es ESP,DF,28-015,2.5,136,103,33,0,0,0,7,33,0,0,0,0,108,0,7,Matches
Matheus Nunes,pt POR,MF,24-219,2.0,99,97,2,2,1,5,1,0,0,0,0,0,88,0,0,Matches
Dario Essugo,pt POR,MF,18-020,1.5,67,64,2,2,0,1,0,0,0,0,0,0,55,1,2,Matches
José Marsà,es ESP,DF,21-030,1.3,117,115,2,2,0,0,0,0,0,0,0,0,111,0,0,Matches
Flávio Nazinho,pt POR,DF,19-257,1.1,52,44,8,1,0,1,6,7,0,0,0,0,37,0,2,Matches
Mateus Fernandes,pt POR,MF,18-267,1.0,51,50,1,1,0,1,1,0,0,0,0,0,47,0,1,Matches
Franco Israel,uy URU,GK,22-346,1.0,39,35,4,1,0,0,0,0,0,0,0,0,37,0,0,Matches
Abdul Fatawu Issahaku,gh GHA,"DF,MF",19-026,0.9,44,31,13,0,0,0,3,13,0,0,0,0,29,0,2,Matches
Sotiris Alexandropoulos,gr GRE,MF,21-128,1.2,62,61,1,1,0,1,0,0,0,0,0,0,47,0,1,Matches
Mateo Tanlongo,ar ARG,MF,19-116,1.0,53,52,1,1,0,0,0,0,0,0,0,0,47,0,2,Matches
Jovane Cabral,cv CPV,MF,24-293,0.6,41,39,2,0,0,1,4,1,1,0,1,0,29,0,2,Matches
Chico Lamba,pt POR,DF,20-024,0.5,40,40,0,0,1,0,0,0,0,0,0,0,38,0,0,Matches
Rodrigo Duarte,pt POR,FW,17-340,0.3,7,6,0,0,0,0,0,0,0,0,0,0,5,1,0,Matches
Squad Total,,,26.6,25.0,15266,14021,1192,344,75,105,589,508,170,76,58,1,12857,53,225,
Opponent Total,,,26.8,25.0,9165,7936,1174,360,43,74,265,415,73,41,24,0,6965,55,195,
