2023-02-27,19:00,Primeira Liga,Matchweek 22,Mon,Home,W,2,0,Estoril,2.2,0.1,61.0,22313.0,Sebastián Coates,3-4-3,Manuel Mota,Match Report,
2023-03-04,18:00,Primeira Liga,Matchweek 23,Sat,Away,W,1,0,Portimonense,3.9,0.4,67.0,4474.0,Sebastián Coates,3-4-3,Gustavo Correia,Match Report,
2023-03-09,17:45,Europa Lg,Round of 16,Thu,Home,D,2,2,eng Arsenal,2.2,2.0,33.0,36006.0,Sebastián Coates,3-4-3,Tobias Stieler,Match Report,Leg 1 of 2
2023-03-12,20:30,Primeira Liga,Matchweek 24,Sun,Home,W,3,0,Boavista,2.3,0.1,60.0,27535.0,Sebastián Coates,3-4-3,João Pinheiro,Match Report,
2023-03-16,20:00,Europa Lg,Round of 16,Thu,Away,D,1 (5),1 (3),eng Arsenal,1.3,1.6,47.0,59929.0,Antonio Adán,3-4-3,Antonio Matéu,Match Report,Leg 2 of 2; Sporting CP won; Sporting CP won on penalty kicks following extra time
2023-04-01,20:30,Primeira Liga,Matchweek 26,Sat,Home,W,3,0,Santa Clara,2.2,0.7,71.0,31603.0,Antonio Adán,3-4-3,André Narciso,Match Report,
2023-04-05,20:15,Primeira Liga,Matchweek 25,Wed,Away,,,,Gil Vicente FC,,,,,,,,Head-to-Head,
2023-04-09,18:00,Primeira Liga,Matchweek 27,Sun,Away,,,,Casa Pia,,,,,,,,Head-to-Head,
2023-04-13,21:00,Europa Lg,Quarter-finals,Thu,Away,,,,it Juventus,,,,,,,,Head-to-Head,Leg 1 of 2
2023-04-16,,Primeira Liga,Matchweek 28,Sun,Home,,,,Arouca,,,,,,,,Head-to-Head,
2023-04-20,20:00,Europa Lg,Quarter-finals,Thu,Home,,,,it Juventus,,,,,,,,Head-to-Head,Leg 2 of 2
2023-04-23,,Primeira Liga,Matchweek 29,Sun,Away,,,,Vitória,,,,,,,,Head-to-Head,
2023-04-30,,Primeira Liga,Matchweek 30,Sun,Home,,,,Famalicão,,,,,,,,Head-to-Head,
2023-05-07,,Primeira Liga,Matchweek 31,Sun,Away,,,,Paços,,,,,,,,Head-to-Head,
2023-05-14,,Primeira Liga,Matchweek 32,Sun,Home,,,,Marítimo,,,,,,,,Head-to-Head,
2023-05-21,,Primeira Liga,Matchweek 33,Sun,Home,,,,Benfica,,,,,,,,Head-to-Head,
2023-05-28,,Primeira Liga,Matchweek 34,Sun,Away,,,,Vizela,,,,,,,,Head-to-Head,
