Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Antonio Adán,es ESP,GK,35-328,25,25,2250,25.0,23,0.92,78,55,75.6,16,3,6,11,44.0,4,4,0,0,0.0,Matches
Franco Israel,uy URU,GK,22-349,1,1,90,1.0,0,0.0,0,0,,1,0,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,26.6,26,26,2340,26.0,23,0.88,78,55,75.6,17,3,6,12,46.2,4,4,0,0,0.0,
Opponent Total,,,26.8,26,26,2340,26.0,52,2.0,144,93,68.1,6,3,17,5,19.2,8,6,1,1,14.3,
