Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Antonio Adán,es ESP,GK,35-310,23,2070.0,90.0,95.8,23.0,23,90.0,23,0,,0,2.04,46.0,23.0,23.0,1.0,-2.0,47.6,21.0,26.6,1.16,-0.95,Matches
Pedro Gonçalves,pt POR,"MF,FW",24-264,23,1975.0,86.0,91.4,21.9,23,86.0,16,0,,0,2.17,47.0,22.0,25.0,1.14,0.65,46.1,19.8,26.3,1.2,0.01,Matches
Sebastián Coates,uy URU,DF,32-163,21,1757.0,84.0,81.3,19.5,21,84.0,15,0,,0,1.95,39.0,20.0,19.0,0.97,-0.59,39.9,17.2,22.7,1.16,-0.18,Matches
Gonçalo Inácio,pt POR,DF,21-206,23,1814.0,79.0,84.0,20.2,20,86.0,18,3,32.0,1,2.04,40.0,23.0,17.0,0.84,-1.5,42.7,19.6,23.1,1.15,-0.31,Matches
Matheus Reis,br BRA,DF,28-029,23,1719.0,75.0,79.6,19.1,19,83.0,13,4,34.0,1,2.04,39.0,18.0,21.0,1.1,0.08,37.1,18.0,19.1,1.0,-0.97,Matches
Manuel Ugarte Ribeiro,uy URU,MF,21-342,22,1620.0,74.0,75.0,18.0,19,80.0,7,3,35.0,0,2.0,32.0,16.0,16.0,0.89,-0.78,35.6,17.6,17.9,1.0,-0.8,Matches
Marcus Edwards,eng ENG,"MF,FW",24-106,24,1578.0,66.0,73.1,17.5,19,74.0,5,5,34.0,0,2.08,33.0,16.0,17.0,0.97,-0.42,35.0,15.1,19.9,1.13,-0.23,Matches
Francisco Trincão,pt POR,"MF,FW",23-080,24,1524.0,64.0,70.6,16.9,18,76.0,7,6,26.0,0,2.08,30.0,15.0,15.0,0.89,-0.67,32.1,15.8,16.3,0.96,-0.8,Matches
Nuno Santos,pt POR,"DF,MF",28-034,21,1523.0,73.0,70.5,16.9,17,82.0,9,4,34.0,1,1.95,36.0,17.0,19.0,1.12,0.13,36.8,14.2,22.6,1.33,0.47,Matches
Hidemasa Morita,jp JPN,MF,27-313,19,1305.0,69.0,60.4,14.5,15,78.0,8,4,34.0,0,2.42,34.0,12.0,22.0,1.52,1.1,31.2,9.8,21.4,1.47,0.7,Matches
Pedro Porro,es ESP,"DF,MF",23-187,14,1074.0,77.0,49.7,11.9,12,83.0,6,2,38.0,0,1.86,25.0,11.0,14.0,1.17,0.18,23.7,11.9,11.8,0.99,-0.41,Matches
Paulinho,pt POR,FW,30-130,17,1026.0,60.0,47.5,11.4,11,77.0,3,6,29.0,0,2.24,30.0,11.0,19.0,1.67,1.11,26.9,10.9,15.9,1.4,0.38,Matches
Ricardo Esgaio,pt POR,"DF,MF",29-307,17,809.0,48.0,37.5,9.0,9,81.0,6,8,10.0,5,1.89,18.0,9.0,9.0,1.0,-0.13,17.4,7.0,10.3,1.15,-0.08,Matches
Jerry St. Juste,nl NED,DF,26-151,18,729.0,41.0,33.8,8.1,6,81.0,4,12,20.0,2,2.11,17.0,5.0,12.0,1.48,0.6,17.1,5.1,12.0,1.49,0.44,Matches
Youssef Chermiti,pt POR,FW,18-299,9,493.0,55.0,22.8,5.5,5,86.0,4,4,16.0,0,2.44,11.0,3.0,8.0,1.46,0.49,13.2,3.3,9.8,1.8,0.78,Matches
Luís Neto,pt POR,DF,34-297,5,252.0,50.0,11.7,2.8,4,60.0,0,1,14.0,2,1.8,4.0,1.0,3.0,1.07,-0.01,3.7,1.4,2.3,0.82,-0.42,Matches
Arthur,br BRA,"DF,MF",24-259,15,493.0,33.0,22.8,5.5,3,78.0,2,12,22.0,4,2.07,10.0,7.0,3.0,0.55,-0.69,11.6,4.8,6.7,1.22,0.04,Matches
Rochinha,pt POR,"FW,MF",27-320,12,376.0,31.0,17.4,4.2,3,61.0,0,9,21.0,7,1.58,7.0,8.0,-1.0,-0.24,-1.6,6.5,4.9,1.6,0.38,-0.99,Matches
Ousmane Diomande,ci CIV,DF,19-105,5,275.0,55.0,12.7,3.1,3,83.0,2,2,13.0,1,2.4,8.0,2.0,6.0,1.96,1.01,10.1,1.6,8.4,2.77,1.81,Matches
