Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Lukáš Hrádecký,fi FIN,GK,33-133,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Edmond Tapsoba,bf BFA,DF,24-063,24.9,1,11,1,9.1,0.44,0.04,0.0,0.0,16.3,0,1,2,2.3,0.7,0.06,-1.3,-0.7,Matches
Moussa Diaby,fr FRA,"FW,MF",23-273,22.7,8,55,29,52.7,2.43,1.28,0.15,0.28,18.0,0,0,1,9.0,8.2,0.15,-1.0,-0.2,Matches
Jeremie Frimpong,nl NED,"DF,MF",22-117,22.3,8,30,16,53.3,1.34,0.72,0.27,0.5,11.4,0,0,0,6.7,6.7,0.22,1.3,1.3,Matches
Robert Andrich,de GER,MF,28-196,21.7,2,25,8,32.0,1.15,0.37,0.08,0.25,21.6,1,0,0,1.4,1.4,0.06,0.6,0.6,Matches
Jonathan Tah,de GER,DF,27-054,20.6,1,8,2,25.0,0.39,0.1,0.13,0.5,9.3,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
Piero Hincapié,ec ECU,DF,21-087,20.5,1,15,5,33.3,0.73,0.24,0.07,0.2,16.2,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
Exequiel Palacios,ar ARG,MF,24-183,14.0,3,13,4,30.8,0.93,0.29,0.08,0.25,27.4,0,2,2,2.1,0.5,0.04,0.9,0.5,Matches
Kerem Demirbay,de GER,MF,29-277,13.2,3,28,4,14.3,2.13,0.3,0.11,0.75,24.8,8,0,0,1.9,1.9,0.07,1.1,1.1,Matches
Mitchel Bakker,nl NED,"DF,MF",22-290,12.9,3,14,7,50.0,1.08,0.54,0.21,0.43,20.4,0,0,0,1.4,1.4,0.1,1.6,1.6,Matches
Odilon Kossonou,ci CIV,DF,22-092,12.9,0,2,0,0.0,0.15,0.0,0.0,,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Adam Hložek,cz CZE,"FW,MF",20-255,11.4,4,26,10,38.5,2.29,0.88,0.15,0.4,17.3,2,0,0,2.4,2.4,0.09,1.6,1.6,Matches
Amine Adli,fr FRA,"FW,MF",22-331,11.0,2,22,8,36.4,2.0,0.73,0.09,0.25,13.8,1,0,0,2.7,2.7,0.12,-0.7,-0.7,Matches
Patrik Schick,cz CZE,FW,27-072,10.5,3,34,14,41.2,3.25,1.34,0.09,0.21,12.8,1,0,0,4.6,4.6,0.14,-1.6,-1.6,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",22-150,6.7,0,4,1,25.0,0.6,0.15,0.0,0.0,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Nadiem Amiri,de GER,"MF,FW",26-161,8.0,3,16,7,43.8,2.0,0.87,0.19,0.43,24.0,1,0,0,0.8,0.8,0.05,2.2,2.2,Matches
Florian Wirtz,de GER,"FW,MF",19-338,6.8,1,4,2,50.0,0.59,0.29,0.25,0.5,17.6,0,0,0,0.6,0.6,0.15,0.4,0.4,Matches
Sardar Azmoun,ir IRN,"FW,MF",28-095,6.5,3,19,8,42.1,2.94,1.24,0.16,0.38,10.8,0,0,0,2.5,2.5,0.13,0.5,0.5,Matches
Charles Aránguiz,cl CHI,MF,33-354,5.5,1,5,2,40.0,0.91,0.37,0.2,0.5,18.5,0,0,0,0.3,0.3,0.06,0.7,0.7,Matches
Daley Sinkgraven,nl NED,"DF,MF",27-276,3.7,0,4,1,25.0,1.08,0.27,0.0,0.0,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Timothy Fosu-Mensah,nl NED,DF,25-094,2.0,0,3,2,66.7,1.53,1.02,0.0,0.0,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Andrey Lunyov,ru RUS,GK,31-144,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Karim Bellarabi,de GER,FW,32-363,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Paulinho,br BRA,FW,22-265,0.9,1,2,1,50.0,2.2,1.1,0.5,1.0,16.1,0,0,0,0.5,0.5,0.26,0.5,0.5,Matches
Joel Pohjanpalo,fi FIN,"FW,MF",28-205,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ayman Azhil,ma MAR,MF,21-361,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.5,26.0,48,340,132,38.8,13.08,5.08,0.13,0.34,17.5,14,3,5,41.1,37.2,0.11,6.9,7.8,
Opponent Total,,,27.2,26.0,38,293,112,38.2,11.27,4.31,0.11,0.29,17.8,16,6,6,33.2,28.5,0.1,4.8,3.5,
